Time,VAS,VVS,NID,CA,NAE,PRP,IFP,VG,CNA,VTS,HM,AUH,POT,ARM,CPP,PVS,BFN,BFM,PA,QLO,AU,STH2NID,VP,VB,RBF,RFN,TVD,NOD,VGD,NID2,HR,SVO,AAR,EVR,GFR,RSM,RVG,DLP,AUM,RR,GLP,PFL,VUD,VAE,RSN,QAO,VIF,VEC,VTW
90720,0.87235,3.2757,0.1875,0.00355,2138.2,212.69,12.26,11.388,142.26,11.984,40,0.99993,8.0005,1.0886,70.105,3.8039,2.8608,1.0743,106.3,5.1462,0.99978,0.99809,3.0339,5.0302,1.2111,1.2111,0.001694,0.18716,-7.4188e-09,0.18714,72.191,0.071285,36.158,51.61,0.12858,95.407,0.71978,0.0070008,0.99982,87.768,62.505,16.463,0.0016939,0.37735,35.826,5.1462,0.59594,15.03,40.002
1.008e+05,0.87244,3.2754,0.1875,0.00355,2138,212.61,12.264,11.388,142.26,11.984,40,0.99995,8.0005,1.0892,70.108,3.8021,2.8608,1.0745,106.32,5.1465,0.99984,0.99816,3.0327,5.0289,1.2112,1.2112,0.0017006,0.18717,-6.6381e-09,0.18715,72.186,0.071295,36.174,51.61,0.12859,95.408,0.72012,0.0069992,0.99986,87.784,62.508,16.465,0.0017005,0.37744,35.835,5.1465,0.59591,15.029,40.003
1.1088e+05,0.87251,3.2751,0.1875,0.00355,2137.9,212.55,12.267,11.388,142.26,11.984,40,0.99996,8.0005,1.0897,70.11,3.8006,2.8608,1.0748,106.34,5.1468,0.99987,0.99819,3.0317,5.0279,1.2112,1.2112,0.0017067,0.18717,-5.4517e-09,0.18716,72.18,0.071304,36.188,51.61,0.1286,95.407,0.72041,0.0069984,0.99989,87.797,62.51,16.466,0.0017066,0.37751,35.842,5.1468,0.59588,15.028,40.004
1.2096e+05,0.87257,3.2749,0.1875,0.00355,2137.8,212.49,12.269,11.388,142.26,11.984,40,0.99997,8.0004,1.0902,70.111,3.7994,2.8608,1.075,106.36,5.147,0.99989,0.99821,3.0308,5.0271,1.2112,1.2112,0.0017123,0.18717,-4.363e-09,0.18716,72.176,0.071312,36.199,51.61,0.12861,95.407,0.72065,0.0069979,0.9999,87.809,62.511,16.467,0.0017122,0.37757,35.849,5.147,0.59586,15.027,40.006
1.3104e+05,0.87262,3.2747,0.1875,0.00355,2137.7,212.44,12.271,11.388,142.27,11.984,40,0.99997,8.0004,1.0906,70.111,3.7983,2.8608,1.0751,106.37,5.1472,0.9999,0.99822,3.0301,5.0264,1.2112,1.2112,0.0017174,0.18717,-3.4627e-09,0.18717,72.172,0.071319,36.21,51.61,0.12862,95.406,0.72084,0.0069977,0.99991,87.82,62.513,16.468,0.0017172,0.37762,35.854,5.1472,0.59584,15.026,40.007
1.4112e+05,0.87267,3.2746,0.1875,0.00355,2137.7,212.4,12.271,11.388,142.27,11.984,40,0.99997,8.0004,1.091,70.111,3.7975,2.8609,1.0753,106.39,5.1474,0.99991,0.99823,3.0295,5.0258,1.2113,1.2113,0.001722,0.18717,-2.7403e-09,0.18717,72.169,0.071325,36.22,51.61,0.12862,95.406,0.72101,0.0069977,0.99992,87.83,62.514,16.469,0.0017219,0.37767,35.859,5.1474,0.59582,15.026,40.008
1.512e+05,0.87271,3.2745,0.1875,0.00355,2137.6,212.36,12.272,11.388,142.27,11.984,40,0.99998,8.0004,1.0913,70.111,3.7967,2.8609,1.0754,106.4,5.1476,0.99992,0.99824,3.0289,5.0253,1.2113,1.2113,0.0017263,0.18717,-2.1656e-09,0.18717,72.166,0.07133,36.229,51.61,0.12863,95.405,0.72115,0.0069978,0.99993,87.839,62.514,16.47,0.0017261,0.37771,35.864,5.1476,0.59581,15.025,40.009
1.6128e+05,0.87275,3.2744,0.1875,0.00355,2137.6,212.33,12.273,11.388,142.27,11.983,40,0.99998,8.0004,1.0916,70.111,3.7961,2.8609,1.0755,106.41,5.1477,0.99993,0.99824,3.0285,5.0248,1.2113,1.2113,0.0017301,0.18717,-1.7091e-09,0.18717,72.164,0.071334,36.237,51.61,0.12864,95.405,0.72126,0.0069979,0.99994,87.847,62.515,16.471,0.00173,0.37775,35.868,5.1477,0.59581,15.025,40.011
1.7136e+05,0.87279,3.2743,0.1875,0.00355,2137.5,212.31,12.273,11.388,142.27,11.983,40,0.99998,8.0004,1.0918,70.111,3.7956,2.8609,1.0757,106.42,5.1478,0.99993,0.99825,3.0282,5.0245,1.2113,1.2113,0.0017337,0.18717,-1.3465e-09,0.18717,72.162,0.071338,36.244,51.61,0.12864,95.404,0.72136,0.006998,0.99994,87.854,62.516,16.471,0.0017336,0.37779,35.871,5.1478,0.5958,15.024,40.012
1.8144e+05,0.87282,3.2742,0.1875,0.00355,2137.5,212.28,12.273,11.388,142.27,11.983,40,0.99998,8.0004,1.0921,70.11,3.7952,2.8609,1.0758,106.43,5.148,0.99994,0.99825,3.0279,5.0242,1.2113,1.2113,0.0017369,0.18717,-1.0583e-09,0.18717,72.16,0.071341,36.251,51.61,0.12865,95.404,0.72144,0.0069982,0.99995,87.861,62.516,16.472,0.0017368,0.37782,35.874,5.148,0.59579,15.024,40.013
1.9152e+05,0.87285,3.2742,0.1875,0.00355,2137.5,212.26,12.273,11.388,142.27,11.983,40,0.99998,8.0004,1.0923,70.11,3.7948,2.8609,1.0759,106.44,5.1481,0.99994,0.99826,3.0276,5.0239,1.2113,1.2113,0.0017399,0.18718,-8.2893e-10,0.18717,72.159,0.071344,36.257,51.61,0.12865,95.403,0.72151,0.0069984,0.99995,87.867,62.516,16.473,0.0017398,0.37785,35.877,5.1481,0.59579,15.024,40.014
2.016e+05,0.87287,3.2741,0.1875,0.00355,2137.5,212.25,12.273,11.388,142.28,11.983,40,0.99998,8.0004,1.0925,70.109,3.7945,2.8609,1.0759,106.44,5.1482,0.99995,0.99826,3.0274,5.0237,1.2113,1.2113,0.0017426,0.18718,-6.464e-10,0.18717,72.158,0.071346,36.263,51.61,0.12865,95.403,0.72156,0.0069986,0.99996,87.873,62.517,16.473,0.0017425,0.37787,35.88,5.1482,0.59579,15.023,40.014
2.1168e+05,0.8729,3.2741,0.1875,0.00355,2137.4,212.23,12.273,11.388,142.28,11.983,40,0.99999,8.0004,1.0927,70.109,3.7943,2.8609,1.076,106.45,5.1482,0.99995,0.99826,3.0272,5.0236,1.2113,1.2113,0.0017451,0.18718,-5.0112e-10,0.18717,72.157,0.071348,36.268,51.61,0.12866,95.403,0.72161,0.0069987,0.99996,87.878,62.517,16.474,0.001745,0.3779,35.882,5.1482,0.59578,15.023,40.015
2.2176e+05,0.87292,3.274,0.1875,0.00355,2137.4,212.22,12.273,11.388,142.28,11.983,40,0.99999,8.0004,1.0929,70.109,3.7941,2.8609,1.0761,106.46,5.1483,0.99996,0.99827,3.027,5.0234,1.2113,1.2113,0.0017473,0.18718,-3.8554e-10,0.18718,72.156,0.07135,36.272,51.61,0.12866,95.402,0.72165,0.0069989,0.99996,87.882,62.518,16.474,0.0017473,0.37792,35.885,5.1483,0.59578,15.023,40.016
2.3184e+05,0.87294,3.274,0.1875,0.00355,2137.4,212.21,12.273,11.388,142.28,11.983,40,0.99999,8.0004,1.093,70.108,3.7939,2.8609,1.0762,106.46,5.1484,0.99996,0.99827,3.0269,5.0233,1.2114,1.2114,0.0017494,0.18718,-2.9366e-10,0.18718,72.155,0.071352,36.277,51.61,0.12867,95.402,0.72168,0.006999,0.99997,87.887,62.518,16.474,0.0017493,0.37794,35.887,5.1484,0.59578,15.023,40.017
2.4192e+05,0.87296,3.274,0.1875,0.00355,2137.4,212.2,12.273,11.388,142.28,11.983,40,0.99999,8.0004,1.0931,70.108,3.7938,2.8609,1.0762,106.47,5.1485,0.99996,0.99827,3.0268,5.0232,1.2114,1.2114,0.0017513,0.18718,-2.2073e-10,0.18718,72.155,0.071353,36.28,51.61,0.12867,95.402,0.72171,0.0069991,0.99997,87.89,62.518,16.475,0.0017512,0.37796,35.888,5.1485,0.59578,15.023,40.017
2.52e+05,0.87297,3.274,0.1875,0.00355,2137.4,212.2,12.273,11.388,142.28,11.983,40,0.99999,8.0004,1.0933,70.108,3.7937,2.8609,1.0763,106.47,5.1485,0.99997,0.99827,3.0267,5.0231,1.2114,1.2114,0.001753,0.18718,-1.6296e-10,0.18718,72.154,0.071354,36.284,51.61,0.12867,95.401,0.72173,0.0069993,0.99997,87.894,62.518,16.475,0.0017529,0.37797,35.89,5.1485,0.59578,15.023,40.018
2.6208e+05,0.87299,3.2739,0.1875,0.00355,2137.4,212.19,12.273,11.388,142.28,11.983,40,0.99999,8.0004,1.0934,70.108,3.7936,2.8609,1.0763,106.48,5.1486,0.99997,0.99828,3.0266,5.0231,1.2114,1.2114,0.0017546,0.18718,-1.1733e-10,0.18718,72.154,0.071356,36.287,51.61,0.12867,95.401,0.72175,0.0069993,0.99997,87.897,62.519,16.476,0.0017545,0.37799,35.892,5.1486,0.59578,15.023,40.019
2.7216e+05,0.873,3.2739,0.1875,0.00355,2137.4,212.19,12.273,11.388,142.28,11.983,40,0.99999,8.0004,1.0935,70.108,3.7935,2.8609,1.0764,106.48,5.1486,0.99997,0.99828,3.0266,5.023,1.2114,1.2114,0.001756,0.18718,-8.1422e-11,0.18718,72.154,0.071357,36.29,51.61,0.12868,95.401,0.72177,0.0069994,0.99998,87.9,62.519,16.476,0.001756,0.378,35.893,5.1486,0.59578,15.022,40.019
2.8224e+05,0.87302,3.2739,0.1875,0.00355,2137.4,212.18,12.273,11.388,142.28,11.983,40,0.99999,8.0004,1.0936,70.107,3.7934,2.8609,1.0764,106.48,5.1487,0.99998,0.99828,3.0265,5.0229,1.2114,1.2114,0.0017573,0.18718,-5.3302e-11,0.18718,72.153,0.071357,36.293,51.61,0.12868,95.401,0.72178,0.0069995,0.99998,87.903,62.519,16.476,0.0017573,0.37802,35.894,5.1487,0.59578,15.022,40.02
2.9232e+05,0.87303,3.2739,0.1875,0.00355,2137.4,212.18,12.272,11.388,142.28,11.983,40,0.99999,8.0004,1.0937,70.107,3.7934,2.8609,1.0764,106.49,5.1487,0.99998,0.99828,3.0265,5.0229,1.2114,1.2114,0.0017585,0.18718,-3.1407e-11,0.18718,72.153,0.071358,36.295,51.61,0.12868,95.401,0.72179,0.0069996,0.99998,87.905,62.519,16.476,0.0017585,0.37803,35.895,5.1487,0.59578,15.022,40.02
3.024e+05,0.87304,3.2739,0.1875,0.00355,2137.4,212.17,12.272,11.388,142.28,11.983,40,0.99999,8.0004,1.0938,70.107,3.7933,2.8609,1.0765,106.49,5.1488,0.99998,0.99828,3.0264,5.0229,1.2114,1.2114,0.0017596,0.18718,-1.4495e-11,0.18718,72.153,0.071359,36.298,51.61,0.12868,95.4,0.7218,0.0069996,0.99998,87.908,62.519,16.477,0.0017596,0.37804,35.896,5.1488,0.59578,15.022,40.02
3.1248e+05,0.87305,3.2739,0.1875,0.00355,2137.4,212.17,12.272,11.388,142.28,11.983,40,0.99999,8.0004,1.0938,70.107,3.7933,2.8609,1.0765,106.49,5.1488,0.99998,0.99828,3.0264,5.0228,1.2114,1.2114,0.0017606,0.18718,-1.5675e-12,0.18718,72.153,0.07136,36.3,51.61,0.12868,95.4,0.72181,0.0069997,0.99998,87.91,62.52,16.477,0.0017606,0.37805,35.897,5.1488,0.59578,15.022,40.021
3.2256e+05,0.87306,3.2739,0.1875,0.00355,2137.4,212.17,12.272,11.388,142.28,11.983,40,0.99999,8.0004,1.0939,70.107,3.7932,2.8609,1.0765,106.5,5.1488,0.99998,0.99829,3.0264,5.0228,1.2114,1.2114,0.0017616,0.18718,8.189e-12,0.18718,72.153,0.07136,36.302,51.61,0.12868,95.4,0.72181,0.0069997,0.99999,87.912,62.52,16.477,0.0017615,0.37806,35.898,5.1488,0.59578,15.022,40.021
3.3264e+05,0.87307,3.2739,0.1875,0.00355,2137.4,212.17,12.272,11.388,142.28,11.983,40,1,8.0004,1.094,70.107,3.7932,2.8609,1.0766,106.5,5.1489,0.99998,0.99829,3.0263,5.0228,1.2114,1.2114,0.0017624,0.18718,1.5418e-11,0.18718,72.153,0.071361,36.303,51.61,0.12869,95.4,0.72182,0.0069997,0.99999,87.913,62.52,16.477,0.0017624,0.37807,35.899,5.1489,0.59578,15.022,40.022
3.4272e+05,0.87307,3.2739,0.1875,0.00355,2137.4,212.17,12.272,11.388,142.28,11.983,40,1,8.0004,1.094,70.107,3.7932,2.8609,1.0766,106.5,5.1489,0.99999,0.99829,3.0263,5.0228,1.2114,1.2114,0.0017632,0.18718,2.0648e-11,0.18718,72.153,0.071361,36.305,51.61,0.12869,95.4,0.72182,0.0069998,0.99999,87.915,62.52,16.477,0.0017631,0.37807,35.9,5.1489,0.59578,15.022,40.022
3.528e+05,0.87308,3.2739,0.1875,0.00355,2137.4,212.16,12.272,11.388,142.28,11.983,40,1,8.0004,1.0941,70.107,3.7932,2.8609,1.0766,106.5,5.1489,0.99999,0.99829,3.0263,5.0228,1.2114,1.2114,0.0017639,0.18718,2.4295e-11,0.18718,72.153,0.071362,36.306,51.61,0.12869,95.4,0.72182,0.0069998,0.99999,87.916,62.52,16.477,0.0017638,0.37808,35.901,5.1489,0.59578,15.022,40.022
3.6288e+05,0.87309,3.2739,0.1875,0.00355,2137.4,212.16,12.272,11.388,142.28,11.983,40,1,8.0004,1.0941,70.107,3.7932,2.8609,1.0766,106.5,5.1489,0.99999,0.99829,3.0263,5.0228,1.2114,1.2114,0.0017645,0.18718,2.67e-11,0.18718,72.153,0.071362,36.308,51.61,0.12869,95.399,0.72183,0.0069998,0.99999,87.918,62.52,16.477,0.0017645,0.37809,35.901,5.1489,0.59578,15.022,40.022
3.7296e+05,0.87309,3.2739,0.1875,0.00355,2137.4,212.16,12.272,11.388,142.28,11.983,40,1,8.0004,1.0942,70.107,3.7931,2.8609,1.0766,106.5,5.149,0.99999,0.99829,3.0263,5.0227,1.2114,1.2114,0.0017651,0.18718,2.8136e-11,0.18718,72.152,0.071362,36.309,51.61,0.12869,95.399,0.72183,0.0069998,0.99999,87.919,62.52,16.478,0.0017651,0.37809,35.902,5.149,0.59578,15.022,40.023
3.8304e+05,0.8731,3.2739,0.1875,0.00355,2137.4,212.16,12.272,11.388,142.28,11.983,40,1,8.0004,1.0942,70.107,3.7931,2.8609,1.0767,106.51,5.149,0.99999,0.99829,3.0262,5.0227,1.2114,1.2114,0.0017656,0.18718,2.8823e-11,0.18718,72.152,0.071363,36.31,51.61,0.12869,95.399,0.72183,0.0069999,0.99999,87.92,62.52,16.478,0.0017656,0.3781,35.902,5.149,0.59578,15.022,40.023
