Time,VAS,VVS,NID,CA,NAE,PRP,IFP,VG,CNA,VTS,HM,AUH,POT,ARM,CPP,PVS,BFN,BFM,PA,QLO,AU,STH2NID,VP,VB,RBF,RFN,TVD,NOD,VGD,NID2,HR,SVO,AAR,EVR,GFR,RSM,RVG,DLP,AUM,RR,GLP,PFL,VUD,VAE,RSN,QAO,VIF,VEC,VTW
14401,0.84967,3.2705,0.1,0.00355,2130,209.61,12.111,11.387,142.03,11.984,40,0.99997,7.9997,0.9364,69.853,3.7726,2.8593,1.0102,99.908,5.0698,0.9999,1,3.0007,5.0011,1.2003,1.2003,0.0010027,0.10001,-5.2419e-08,0.1,72.182,0.070236,31.628,51.61,0.12499,95.162,0.72577,0.0071189,0.99992,83.238,61.946,16.004,0.0010027,0.35467,33.622,5.0698,0.59621,14.997,39.992
15841,0.84968,3.2705,0.1,0.00355,2129.9,209.64,12.119,11.387,142.03,11.984,40,0.99995,7.9998,0.93658,69.863,3.7726,2.8593,1.0103,99.911,5.0699,0.99983,1,3.0007,5.0012,1.2003,1.2003,0.0010026,0.10001,-4.7696e-08,0.1,72.18,0.07024,31.625,51.61,0.12499,95.159,0.72576,0.0071144,0.99986,83.235,61.95,16.004,0.0010026,0.35468,33.623,5.0699,0.59616,14.997,39.992
17281,0.8497,3.2705,0.1,0.00355,2129.9,209.67,12.127,11.387,142.03,11.983,40,0.99994,7.9998,0.93675,69.872,3.7726,2.8593,1.0104,99.914,5.07,0.99978,1,3.0008,5.0012,1.2004,1.2004,0.0010024,0.10001,-4.363e-08,0.1,72.177,0.070244,31.623,51.61,0.12499,95.156,0.72575,0.00711,0.99982,83.233,61.953,16.004,0.0010025,0.3547,33.625,5.07,0.59612,14.997,39.992
18721,0.84971,3.2705,0.1,0.00355,2129.9,209.7,12.134,11.387,142.03,11.983,40,0.99992,7.9998,0.93692,69.882,3.7727,2.8592,1.0104,99.918,5.0701,0.99975,1,3.0008,5.0013,1.2005,1.2005,0.0010023,0.10001,-4.0138e-08,0.1,72.176,0.070247,31.622,51.61,0.12499,95.154,0.72574,0.0071057,0.99978,83.232,61.957,16.004,0.0010024,0.35471,33.626,5.0701,0.59608,14.997,39.992
20160,0.84973,3.2706,0.1,0.00355,2129.9,209.73,12.141,11.387,142.03,11.983,40,0.99992,7.9998,0.93709,69.89,3.7727,2.8592,1.0105,99.923,5.0703,0.99972,1,3.0008,5.0013,1.2006,1.2006,0.0010022,0.10001,-3.7115e-08,0.1,72.175,0.07025,31.621,51.61,0.12499,95.152,0.72574,0.0071015,0.99976,83.231,61.961,16.004,0.0010022,0.35473,33.628,5.0703,0.59605,14.997,39.992
20520,0.83907,3.217,0.0208,0.00355,2122.3,209.47,12.32,11.462,141.47,12.079,40,1.0666,7.921,0.6892,71.97,3.7294,2.9482,0.9327,96.921,5.0799,1.2221,1,2.9104,4.9113,1.1992,1.1992,0.00092531,0.027478,0.00072048,0.0208,80.802,0.062869,29.212,51.61,0.11795,99.917,0.73417,0.0061239,1.1888,80.822,61.89,15.102,-0.00037364,0.34407,31.61,5.0801,0.61664,15.002,40.089
20880,0.80125,2.8792,0.0208,0.00355,2122.7,202.7,17.027,12.024,138.56,12.902,40,1.5283,7.2369,0.14327,84.263,3.6354,3.0838,0.81232,86.266,4.8269,2.7611,1,2.4055,4.4147,0.93076,0.93076,0.00037246,0.013555,0.0001209,0.0208,140.93,0.03425,41.074,51.61,-0.028651,101.72,0.75316,0.00034652,2.497,92.684,48.037,-3.6685,-0.028962,0.30625,26.795,4.8269,0.87836,15.32,40.929
21240,0.79389,2.8892,0.0208,0.00355,2125.4,199.75,16.619,12.027,138.91,12.893,40,1.508,7.2492,0.13965,83.379,3.6163,3.0529,0.80411,84.194,4.7763,2.6934,1,2.3957,4.4177,0.91923,0.91923,0,0.013029,-3.3056e-05,0.0208,138.23,0.034553,39.981,51.61,-0.030537,100.21,0.75713,0.00076177,2.4394,91.591,47.442,-3.91,-0.029267,0.29889,26.393,4.7763,0.86546,15.3,40.847
21600,0.78752,2.9183,0.0208,0.00355,2128.2,198.13,15.87,12.009,139.35,12.848,40,1.4654,7.3095,0.14416,82.137,3.6126,3.0486,0.79519,82.4,4.7666,2.5512,1,2.4121,4.4461,0.92278,0.92278,0,0.013376,-6.6e-05,0.0208,132.63,0.035941,37.686,51.61,-0.025229,99.08,0.7579,0.0013456,2.3185,89.296,47.624,-3.2304,-0.028241,0.29252,25.843,4.7666,0.83928,15.273,40.739
21960,0.78197,2.9515,0.0208,0.00355,2130.8,197.32,15.188,11.981,139.78,12.795,40,1.4188,7.3839,0.15132,80.977,3.6166,3.0587,0.78707,80.835,4.7771,2.3961,1,2.4368,4.4816,0.93137,0.93137,0,0.013904,-8.7303e-05,0.0208,126.53,0.037756,35.183,51.61,-0.018143,98.109,0.75706,0.0018908,2.1867,86.793,48.068,-2.323,-0.026861,0.28697,25.246,4.7771,0.81401,15.244,40.631
22320,0.77712,2.9847,0.0208,0.00355,2133.1,197.05,14.622,11.948,140.18,12.74,40,1.3734,7.4625,0.15966,79.944,3.6258,3.0791,0.78018,79.472,4.8015,2.2445,1,2.4649,4.5192,0.94219,0.94219,5.603e-05,0.014513,-8.9316e-05,0.0208,120.59,0.039817,32.737,51.61,-0.01055,97.215,0.75514,0.0023765,2.0578,84.347,48.627,-1.3508,-0.025372,0.28212,24.632,4.8015,0.79187,15.217,40.531
22680,0.77296,3.0173,0.0208,0.00355,2135.3,197.17,14.142,11.916,140.51,12.69,40,1.3299,7.5425,0.1688,79.014,3.6392,3.1077,0.7745,78.298,4.837,2.0997,1,2.4953,4.5579,0.95473,0.95473,9.7607e-05,0.0151,-8.6875e-05,0.0208,114.93,0.042087,30.4,51.61,-0.0025929,96.396,0.75237,0.0028132,1.9347,82.01,49.274,-0.33199,-0.023825,0.27796,24.024,4.837,0.77317,15.197,40.45
23040,0.76939,3.0471,0.0208,0.00355,2137.2,197.52,13.754,11.886,140.78,12.644,40,1.291,7.6178,0.17783,78.221,3.6545,3.1406,0.77013,77.293,4.8778,1.9699,1,2.5251,4.5946,0.96718,0.96718,0.00013749,0.015645,-8.0239e-05,0.0208,109.86,0.044399,28.306,51.61,0.0048995,95.617,0.74921,0.003186,1.8244,79.916,49.916,0.62734,-0.022365,0.27439,23.447,4.8779,0.75792,15.182,40.385
23400,0.76636,3.0736,0.0208,0.00355,2139,198.01,13.438,11.859,141,12.605,40,1.2569,7.6864,0.18641,77.55,3.6706,3.1751,0.76694,76.439,4.9208,1.8563,1,2.5533,4.6284,0.97895,0.97895,0.00017272,0.01613,-7.2253e-05,0.0208,105.44,0.04667,26.473,51.61,0.011742,94.881,0.74593,0.0035013,1.7278,78.083,50.524,1.5034,-0.021028,0.27136,22.918,4.921,0.74566,15.17,40.333
23760,0.7908,3.4313,0.0208,0.00355,2117.9,200.57,11.453,11.229,142.11,11.784,40,0.80775,8.2587,1.6594,64.548,4.0075,2.5894,1.1875,83.323,5.0313,0.35917,1,3.1073,5.186,1.2545,1.2545,0.00019257,0.56456,-0.0036532,0.0208,47.507,0.10591,14.808,51.61,0.16344,66.793,0.68323,0.0096123,0.45529,66.418,64.746,20.926,0.0081944,0.2958,30.631,5.0314,0.55441,14.904,39.922
24120,0.76532,3.0464,0.0208,0.00355,2080.8,195.42,13.546,11.535,141.35,12.203,40,1.2892,7.6367,0.18841,77.988,3.6203,3.0619,0.7709,76.145,4.7867,1.9641,1,2.5057,4.5846,0.95394,0.95394,0.0082094,0.020225,0.0024879,0.0208,109.58,0.043684,28.212,51.61,0.00029327,94.078,0.7563,0.0032958,1.8195,79.822,49.233,0.03755,-0.023156,0.27032,23.687,4.7867,0.6685,14.721,39.751
24480,0.76427,2.986,0.0208,0.00355,2083.1,192.46,14.204,11.727,140,12.454,40,1.3565,7.4324,0.14676,79.75,3.5595,2.9544,0.7639,75.851,4.6274,2.1883,1,2.4133,4.5008,0.90906,0.90906,0.00022715,0.012997,3.5028e-05,0.0208,118.27,0.039125,31.83,51.61,-0.023302,94.636,0.76922,0.0024676,2.01,83.44,46.916,-2.9836,-0.027722,0.26927,24.469,4.6274,0.7275,14.88,40.228
24840,0.76098,2.9954,0.0208,0.00355,2085.9,190.89,13.984,11.732,140.19,12.455,40,1.3416,7.4521,0.14707,79.134,3.5543,2.9475,0.75983,74.925,4.614,2.1386,1,2.4122,4.5089,0.90667,0.90667,0.00019194,0.013058,5.007e-06,0.0208,116.31,0.039669,31.028,51.61,-0.02234,93.93,0.77033,0.0027569,1.9678,82.638,46.793,-2.8604,-0.027527,0.26598,24.214,4.614,0.72263,14.879,40.192
25200,0.758,3.009,0.0208,0.00355,2088.7,189.78,13.75,11.732,140.38,12.448,40,1.322,7.484,0.14939,78.496,3.5541,2.9495,0.75584,74.085,4.6135,2.0734,1,2.4178,4.5232,0.90807,0.90807,0.00019438,0.013273,-8.4252e-06,0.0208,113.75,0.040557,29.976,51.61,-0.019785,93.315,0.77037,0.0030567,1.9124,81.586,46.865,-2.5333,-0.027033,0.263,23.913,4.6134,0.71656,14.878,40.153
25560,0.75535,3.0248,0.0208,0.00355,2091.3,189.07,13.523,11.727,140.57,12.437,40,1.3002,7.5232,0.15302,77.878,3.5577,2.9586,0.75223,73.338,4.6228,2.0006,1,2.4277,4.5412,0.91203,0.91203,0.0002026,0.013549,-1.6962e-05,0.0208,110.91,0.041682,28.802,51.61,-0.016257,92.764,0.7696,0.0033472,1.8505,80.412,47.07,-2.0815,-0.026352,0.26035,23.586,4.6229,0.7103,14.877,40.117
25920,0.75302,3.0416,0.0208,0.00355,2093.9,188.64,13.312,11.72,140.75,12.424,40,1.2777,7.5663,0.15748,77.299,3.5642,2.973,0.74897,72.681,4.6396,1.9257,1,2.4405,4.5613,0.91765,0.91765,0.00021405,0.013856,-2.1221e-05,0.0208,107.98,0.042967,27.593,51.61,-0.01218,92.283,0.7682,0.0036195,1.7869,79.203,47.36,-1.5595,-0.025564,0.25802,23.248,4.6396,0.70434,14.877,40.083
26280,0.751,3.0583,0.0208,0.00355,2096.3,188.45,13.119,11.712,140.9,12.411,40,1.2557,7.6106,0.16242,76.77,3.5726,2.9912,0.74622,72.112,4.6617,1.8525,1,2.4548,4.5822,0.92426,0.92426,0.00022745,0.014176,-2.2637e-05,0.0208,105.13,0.044344,26.411,51.61,-0.0078632,91.849,0.76638,0.0038682,1.7246,78.021,47.701,-1.0068,-0.02473,0.256,22.913,4.6617,0.69896,14.878,40.055
26640,0.74927,3.0745,0.0208,0.00355,2098.7,188.43,12.946,11.704,141.04,12.398,40,1.235,7.6542,0.16757,76.295,3.5825,3.0122,0.74402,71.626,4.6876,1.7832,1,2.4698,4.6031,0.93138,0.93138,0.000241,0.014492,-2.2313e-05,0.0208,102.43,0.045763,25.294,51.61,-0.0035133,91.454,0.76426,0.0040912,1.6657,76.904,48.068,-0.44985,-0.023889,0.25427,22.59,4.6876,0.69428,14.88,40.031
27000,0.74782,3.0897,0.0208,0.00355,2100.9,188.55,12.791,11.696,141.15,12.387,40,1.2157,7.6959,0.17277,75.874,3.5933,3.0347,0.74236,71.217,4.7158,1.7192,1,2.485,4.6235,0.93867,0.93867,0.00025383,0.014798,-2.0728e-05,0.0208,99.945,0.047183,24.26,51.61,0.00074417,91.094,0.76197,0.0042892,1.6113,75.87,48.445,0.095284,-0.023064,0.25282,22.283,4.7158,0.69033,14.884,40.012
27360,0.74662,3.1038,0.0208,0.00355,2103,188.75,12.653,11.689,141.25,12.376,40,1.1983,7.7351,0.17789,75.504,3.6045,3.0582,0.74116,70.88,4.7453,1.6609,1,2.4999,4.6428,0.94595,0.94595,0.00026531,0.015088,-1.8571e-05,0.0208,97.687,0.048577,23.32,51.61,0.0048362,90.77,0.7596,0.0044633,1.5617,74.929,48.821,0.61923,-0.022271,0.25162,21.999,4.7453,0.68707,14.888,39.998
27720,0.74565,3.1167,0.0208,0.00355,2105,189.03,12.529,11.683,141.33,12.367,40,1.1825,7.7715,0.18287,75.178,3.6159,3.0818,0.74039,70.606,4.7753,1.6083,1,2.5144,4.6611,0.95309,0.95309,0.00027529,0.01536,-1.6219e-05,0.0208,95.653,0.049924,22.471,51.61,0.0087308,90.479,0.75721,0.0046162,1.517,74.081,49.189,1.1179,-0.021515,0.25065,21.737,4.7753,0.68442,14.894,39.987
28080,0.74967,3.2484,0.0208,0.00355,2106.9,189.97,11.868,11.534,141.49,12.165,40,0.99636,7.9735,0.38376,70.024,3.6248,2.8833,0.79506,71.739,4.7968,0.98785,1,2.7129,4.8627,1.1197,1.1197,0,0.016254,-0.0053062,0.0208,71.496,0.067093,12.46,51.61,0.091991,85.672,0.75535,0.0070388,0.98967,64.07,57.788,11.779,-0.0054101,0.25467,23.624,4.7981,0.63139,14.891,39.958
28440,0.74978,3.2351,0.0208,0.00355,2070.9,187.37,12.397,11.247,142.59,11.831,40,1.0172,7.9872,0.40284,69.919,3.6047,2.8652,0.78032,71.769,4.7464,1.0572,1,2.6798,4.8291,1.1009,1.1009,0.001654,0.021878,0.0024957,0.0208,74.15,0.064014,13.579,51.61,0.084756,87.355,0.75957,0.0070882,1.0487,65.189,56.82,10.852,-0.006564,0.25478,23.79,4.7465,0.58442,14.524,39.391
28800,0.74835,3.0529,0.0208,0.00355,2072.7,185.3,13.057,11.643,140.46,12.328,40,1.2577,7.5832,0.15646,76.691,3.5459,2.9373,0.74141,71.365,4.5921,1.8591,1,2.4162,4.5709,0.91345,0.91345,0.00028229,0.013326,3.6106e-05,0.0208,105.35,0.043588,26.518,51.61,-0.011978,91.473,0.77216,0.003905,1.7302,78.127,47.143,-1.5337,-0.025465,0.25335,23.089,4.5921,0.68471,14.757,40.006
29160,0.74681,3.0592,0.0208,0.00355,2075.4,184.57,12.947,11.648,140.6,12.332,40,1.2486,7.5996,0.15758,76.372,3.5467,2.9408,0.73967,70.932,4.5941,1.8286,1,2.4167,4.5779,0.91365,0.91365,0.00023101,0.01343,6.6662e-06,0.0208,104.16,0.044107,26.026,51.61,-0.010897,91.101,0.77199,0.0040554,1.7043,77.636,47.153,-1.3953,-0.025257,0.25181,22.914,4.5941,0.68345,14.761,39.983
29520,0.7454,3.0676,0.0208,0.00355,2078,184.05,12.834,11.65,140.74,12.331,40,1.2373,7.6221,0.15977,76.029,3.55,2.9491,0.73806,70.536,4.6029,1.7909,1,2.4209,4.5882,0.91572,0.91572,0.00023953,0.013675,2.0586e-06,0.0208,102.69,0.044822,25.418,51.61,-0.008989,90.76,0.77126,0.0042166,1.6723,77.028,47.26,-1.151,-0.024898,0.2504,22.714,4.6029,0.68162,14.765,39.96
29880,0.74416,3.077,0.0208,0.00355,2080.5,183.72,12.721,11.65,140.87,12.33,40,1.225,7.6479,0.16258,75.695,3.5553,2.9609,0.73656,70.186,4.6166,1.7501,1,2.4272,4.6003,0.91904,0.91904,0.0002485,0.013933,-1.0714e-06,0.0208,101.11,0.045661,24.76,51.61,-0.0066108,90.462,0.77012,0.0043735,1.6376,76.37,47.431,-0.84646,-0.024447,0.24916,22.503,4.6165,0.67973,14.769,39.94
30240,0.74308,3.0869,0.0208,0.00355,2082.9,183.55,12.611,11.649,140.98,12.327,40,1.2125,7.6754,0.16581,75.377,3.562,2.9754,0.73539,69.883,4.634,1.7082,1,2.435,4.6134,0.92323,0.92323,0.00025734,0.014198,-3.0432e-06,0.0208,99.48,0.046582,24.083,51.61,-0.0039277,90.185,0.76867,0.0045227,1.602,75.693,47.648,-0.50291,-0.023935,0.24808,22.29,4.634,0.67792,14.774,39.923
30240,0.74308,3.0869,0.0208,0.00355,2082.9,183.55,12.611,11.649,140.98,12.327,40,1.2125,7.6754,0.16581,75.377,3.562,2.9754,0.73539,69.883,4.634,1.7082,1,2.435,4.6134,0.92323,0.92323,0.00025734,0.014198,-3.0432e-06,0.0208,99.48,0.046582,24.083,51.61,-0.0039277,90.185,0.76867,0.0045227,1.602,75.693,47.648,-0.50291,-0.023935,0.24808,22.29,4.634,0.67792,14.774,39.923
30600,0.75754,3.4217,0.1875,0.00355,2127.7,186.01,11.013,11.407,142.18,11.989,40,0.79557,8.2515,1.2976,62.772,3.9555,2.5949,1.0828,73.955,4.8994,0.31858,1,2.9633,5.1451,1.2215,1.2215,6.9374e-05,0.41638,-0.0057191,0.1875,45.87,0.10682,8.9339,51.61,0.15569,64.646,0.69221,0.010447,0.42079,60.544,63.043,19.934,0.0069088,0.26254,26.976,4.8993,0.58193,14.965,39.937
30960,0.7553,3.37,0.1875,0.00355,2111.2,184.2,11.956,11.165,144.64,11.723,40,0.85677,8.185,0.93765,64.39,3.7662,2.6559,0.94303,73.324,4.7542,0.52257,1,2.8607,5.042,1.1553,1.1553,0.0014303,0.14159,0.00019019,0.1875,53.523,0.088826,11.857,51.61,0.12394,73.76,0.72699,0.0096867,0.59419,63.467,59.626,15.87,0.0014601,0.2603,26.19,4.7542,0.55786,14.597,39.117
31320,0.75873,3.3679,0.1875,0.00355,2122.2,183.46,11.817,11.221,144.77,11.783,40,0.86009,8.1805,0.95119,64.085,3.7701,2.6609,0.95005,74.29,4.7659,0.53364,1,2.8628,5.0435,1.155,1.155,0.0018151,0.17007,0.00011544,0.1875,53.963,0.088318,12.71,51.61,0.12477,74.228,0.72625,0.00983,0.60359,64.32,59.61,15.976,0.0016738,0.26373,26.503,4.7659,0.56216,14.659,39.15
31680,0.76203,3.3665,0.1875,0.00355,2125.6,183.42,11.747,11.252,144.65,11.817,40,0.86302,8.1765,0.96025,64.011,3.7735,2.6651,0.95487,75.22,4.7761,0.54341,1,2.8655,5.0456,1.1561,1.1561,0.0019648,0.18449,6.0014e-05,0.1875,54.352,0.087873,13.454,51.61,0.12544,74.823,0.72559,0.009865,0.6119,65.064,59.666,16.062,0.0018147,0.26703,26.808,4.7761,0.56455,14.695,39.204
32040,0.76514,3.3647,0.1875,0.00355,2125.5,183.71,11.729,11.268,144.45,11.834,40,0.86612,8.1724,0.96332,64.071,3.7755,2.6696,0.95732,76.095,4.7846,0.55372,1,2.8673,5.0468,1.1577,1.1577,0.0020314,0.19021,3.2263e-05,0.1875,54.76,0.087373,14.121,51.61,0.12589,75.544,0.7252,0.0098367,0.62066,65.731,59.747,16.119,0.0018957,0.27014,27.09,4.7846,0.56597,14.714,39.256
32400,0.76807,3.3628,0.1875,0.00355,2124.2,184.15,11.735,11.277,144.25,11.844,40,0.86923,8.1682,0.96476,64.191,3.7772,2.674,0.95914,76.92,4.7925,0.56409,1,2.8688,5.0477,1.1594,1.1594,0.0020601,0.19202,1.8371e-05,0.1875,55.17,0.086868,14.735,51.61,0.12621,76.259,0.72487,0.0097802,0.62948,66.345,59.837,16.16,0.0019434,0.27307,27.353,4.7925,0.5669,14.726,39.301
32760,0.77083,3.3609,0.1875,0.00355,2122.5,184.65,11.753,11.282,144.06,11.85,40,0.87227,8.1641,0.96588,64.337,3.7788,2.6783,0.96084,77.699,4.8003,0.57423,1,2.8701,5.0485,1.1611,1.1611,0.0020709,0.19223,1.1288e-05,0.1875,55.571,0.086382,15.306,51.61,0.12646,76.933,0.72456,0.0097118,0.63809,66.916,59.926,16.192,0.0019723,0.27583,27.6,4.8003,0.56759,14.733,39.34
33120,0.77344,3.3591,0.1875,0.00355,2120.8,185.18,11.777,11.286,143.9,11.854,40,0.8752,8.1602,0.96714,64.491,3.7804,2.6825,0.96258,78.434,4.8079,0.58399,1,2.8714,5.0491,1.1628,1.1628,0.002073,0.19183,7.6146e-06,0.1875,55.956,0.085923,15.842,51.61,0.12666,77.556,0.72425,0.0096394,0.64639,67.451,60.013,16.217,0.0019898,0.27844,27.83,4.8079,0.56814,14.738,39.372
33480,0.7759,3.3574,0.1875,0.00355,2119.4,185.7,11.803,11.288,143.77,11.857,40,0.87799,8.1565,0.96864,64.645,3.7821,2.6865,0.96438,79.128,4.8153,0.59331,1,2.8726,5.0498,1.1644,1.1644,0.0020707,0.19125,5.647e-06,0.1875,56.324,0.085492,16.344,51.61,0.12682,78.129,0.72394,0.0095668,0.65431,67.954,60.097,16.239,0.002,0.2809,28.047,4.8153,0.5686,14.742,39.4
33840,0.77822,3.3558,0.1875,0.00355,2118.1,186.21,11.831,11.29,143.65,11.859,40,0.88065,8.1529,0.97036,64.796,3.7837,2.6902,0.96623,79.781,4.8224,0.60217,1,2.8738,5.0504,1.166,1.166,0.0020659,0.19066,4.5352e-06,0.1875,56.675,0.08509,16.816,51.61,0.12696,78.654,0.72363,0.0094959,0.66184,68.426,60.175,16.257,0.0020054,0.28322,28.249,4.8224,0.56902,14.745,39.424
34200,0.78089,3.3537,0.1875,0.00355,2117.2,186.72,11.854,11.293,143.54,11.863,40,0.88403,8.1484,0.97136,64.954,3.785,2.695,0.96815,80.533,4.8306,0.61344,1,2.8746,5.0506,1.1674,1.1674,0.0020741,0.18947,1.3973e-05,0.1875,57.119,0.084572,17.372,51.61,0.12707,79.273,0.72338,0.0094214,0.67142,68.982,60.252,16.27,0.0019999,0.28589,28.477,4.8306,0.5697,14.75,39.447
34560,0.78382,3.3516,0.1875,0.00355,2116.5,187.25,11.869,11.298,143.43,11.868,40,0.88744,8.1439,0.97435,65.113,3.787,2.6999,0.97089,81.357,4.8399,0.62481,1,2.8758,5.0512,1.1691,1.1691,0.0020674,0.18941,1.0714e-05,0.1875,57.568,0.084073,17.98,51.61,0.12724,79.896,0.723,0.0093469,0.68109,69.59,60.337,16.291,0.002003,0.28882,28.731,4.8399,0.57043,14.757,39.472
34920,0.78669,3.3496,0.1875,0.00355,2115.8,187.8,11.887,11.301,143.33,11.872,40,0.89084,8.1394,0.97743,65.276,3.789,2.7048,0.97368,82.168,4.8492,0.63612,1,2.877,5.0518,1.1707,1.1707,0.0020592,0.18926,8.9618e-06,0.1875,58.015,0.083585,18.576,51.61,0.12738,80.497,0.72263,0.0092702,0.6907,70.186,60.42,16.31,0.0020019,0.29169,28.978,4.8492,0.5711,14.762,39.494
35280,0.78952,3.3475,0.1875,0.00355,2115.2,188.34,11.905,11.304,143.24,11.876,40,0.89421,8.135,0.98052,65.44,3.7909,2.7096,0.97648,82.964,4.8584,0.64737,1,2.8781,5.0524,1.1723,1.1723,0.0020495,0.18903,8.0949e-06,0.1875,58.459,0.083108,19.16,51.61,0.12751,81.08,0.72226,0.0091932,0.70026,70.77,60.502,16.326,0.0019977,0.29452,29.22,4.8584,0.57174,14.767,39.514
35640,0.7923,3.3455,0.1875,0.00355,2114.7,188.88,11.923,11.307,143.16,11.88,40,0.89755,8.1306,0.98364,65.603,3.7928,2.7144,0.9793,83.745,4.8675,0.65851,1,2.8791,5.0529,1.1738,1.1738,0.0020386,0.18878,7.6306e-06,0.1875,58.899,0.082642,19.734,51.61,0.12762,81.643,0.7219,0.0091166,0.70974,71.343,60.581,16.34,0.0019913,0.2973,29.455,4.8675,0.57238,14.771,39.532
