Time,VAS,VVS,NID,CA,NAE,PRP,IFP,VG,CNA,VTS,HM,AUH,POT,ARM,CPP,PVS,BFN,BFM,PA,QLO,AU,STH2NID,VP,VB,RBF,RFN,TVD,NOD,VGD,NID2,HR,SVO,AAR,EVR,GFR,RSM,RVG,DLP,AUM,RR,GLP,PFL,VUD,VAE,RSN,QAO,VIF,VEC,VTW
39960,0.86458,3.2841,0.1875,0.00355,2137.9,211.56,12.179,11.381,142.29,11.975,40,0.99012,8.0126,1.0757,69.636,3.813,2.8467,1.0636,104.11,5.1177,0.96705,1,3.0381,5.0394,1.2074,1.2074,0.001706,0.18731,1.1771e-06,0.1875,70.958,0.072123,34.613,51.61,0.12855,94.293,0.71807,0.0072209,0.972,86.223,62.314,16.46,0.0017025,0.36958,35.231,5.1177,0.59363,15.026,39.973
40320,0.86496,3.2837,0.1875,0.00355,2138,211.64,12.181,11.382,142.28,11.975,40,0.99062,8.0119,1.0762,69.659,3.8132,2.8474,1.0641,104.21,5.1191,0.96874,1,3.0383,5.0394,1.2076,1.2076,0.0017037,0.18733,1.0757e-06,0.1875,71.024,0.072076,34.691,51.61,0.12855,94.352,0.71804,0.0072105,0.97343,86.301,62.323,16.46,0.0017005,0.36996,35.26,5.1191,0.59377,15.026,39.975
40320,0.86496,3.2837,0.1875,0.00355,2138,211.64,12.181,11.382,142.28,11.975,40,0.99062,8.0119,1.0762,69.659,3.8132,2.8474,1.0641,104.21,5.1191,0.96874,1,3.0383,5.0394,1.2076,1.2076,0.0017037,0.18733,1.0757e-06,0.1875,71.024,0.072076,34.691,51.61,0.12855,94.352,0.71804,0.0072105,0.97343,86.301,62.323,16.46,0.0017005,0.36996,35.26,5.1191,0.59377,15.026,39.975
50400,0.87052,3.2787,0.1875,0.00355,2138.7,212.7,12.219,11.387,142.26,11.983,40,0.99788,8.003,1.0841,69.986,3.8135,2.8579,1.0713,105.78,5.1392,0.99294,1,3.0391,5.0373,1.2101,1.2101,0.001676,0.18749,2.1549e-07,0.1875,71.965,0.071413,35.804,51.61,0.12855,95.183,0.71797,0.0070564,0.994,87.414,62.454,16.459,0.0016753,0.37552,35.68,5.1392,0.59566,15.034,39.992
60480,0.87185,3.2772,0.1875,0.00355,2138.7,212.84,12.237,11.388,142.25,11.984,40,0.99949,8.001,1.0866,70.068,3.811,2.8602,1.0732,106.15,5.1441,0.99831,1,3.0376,5.035,1.2108,1.2108,0.0016769,0.18752,3.3095e-08,0.1875,72.163,0.071285,36.065,51.61,0.12856,95.363,0.71845,0.0070182,0.99856,87.675,62.488,16.461,0.0016767,0.37685,35.782,5.1441,0.59601,15.034,39.996
70560,0.87221,3.2765,0.1875,0.00355,2138.4,212.78,12.248,11.388,142.25,11.984,40,0.99984,8.0006,1.0878,70.091,3.8082,2.8607,1.0739,106.26,5.1455,0.99948,1,3.0358,5.0331,1.211,1.211,0.0016836,0.18752,-3.2285e-09,0.1875,72.197,0.071271,36.134,51.61,0.12857,95.4,0.71898,0.0070071,0.99956,87.744,62.499,16.462,0.0016834,0.37721,35.813,5.1455,0.59603,15.033,39.998
80640,0.87236,3.276,0.1875,0.00355,2138.2,212.7,12.255,11.388,142.26,11.984,40,0.99993,8.0005,1.0886,70.1,3.8057,2.8608,1.0743,106.3,5.1461,0.99975,1,3.0342,5.0314,1.2111,1.2111,0.001691,0.18752,-8.716e-09,0.1875,72.197,0.071279,36.162,51.61,0.12858,95.408,0.71944,0.0070028,0.99979,87.772,62.504,16.464,0.0016908,0.37736,35.827,5.1461,0.59599,15.031,40
90720,0.87246,3.2756,0.1875,0.00355,2138.1,212.62,12.26,11.388,142.26,11.984,40,0.99995,8.0005,1.0893,70.105,3.8037,2.8608,1.0746,106.33,5.1465,0.99983,1,3.0329,5.03,1.2111,1.2111,0.001698,0.18752,-8.1654e-09,0.1875,72.191,0.07129,36.179,51.61,0.12859,95.408,0.71983,0.0070006,0.99985,87.789,62.507,16.465,0.0016979,0.37746,35.837,5.1465,0.59594,15.029,40.001
1.008e+05,0.87253,3.2753,0.1875,0.00355,2137.9,212.55,12.264,11.388,142.26,11.984,40,0.99996,8.0005,1.0899,70.108,3.8019,2.8608,1.0748,106.35,5.1468,0.99986,1,3.0317,5.0288,1.2112,1.2112,0.0017045,0.18751,-6.7152e-09,0.1875,72.185,0.071301,36.194,51.61,0.1286,95.408,0.72016,0.0069993,0.99988,87.804,62.51,16.467,0.0017044,0.37753,35.845,5.1468,0.59591,15.028,40.003
1.1088e+05,0.8726,3.2751,0.1875,0.00355,2137.8,212.49,12.267,11.388,142.26,11.984,40,0.99996,8.0005,1.0904,70.109,3.8005,2.8608,1.075,106.37,5.1471,0.99987,1,3.0308,5.0278,1.2112,1.2112,0.0017105,0.18751,-5.3632e-09,0.1875,72.18,0.07131,36.207,51.61,0.12861,95.407,0.72044,0.0069986,0.99989,87.817,62.512,16.468,0.0017103,0.3776,35.852,5.1471,0.59588,15.027,40.004
1.2096e+05,0.87266,3.2749,0.1875,0.00355,2137.7,212.43,12.269,11.388,142.27,11.984,40,0.99997,8.0004,1.0908,70.11,3.7992,2.8608,1.0752,106.38,5.1473,0.99989,1,3.03,5.027,1.2113,1.2113,0.0017159,0.18751,-4.2549e-09,0.1875,72.175,0.071317,36.218,51.61,0.12862,95.407,0.72067,0.0069982,0.99991,87.828,62.513,16.469,0.0017158,0.37766,35.858,5.1473,0.59586,15.026,40.005
1.3104e+05,0.87271,3.2747,0.1875,0.00355,2137.6,212.39,12.27,11.388,142.27,11.984,40,0.99997,8.0004,1.0912,70.111,3.7982,2.8609,1.0754,106.4,5.1475,0.9999,1,3.0293,5.0263,1.2113,1.2113,0.0017209,0.18751,-3.3717e-09,0.1875,72.171,0.071324,36.229,51.61,0.12863,95.406,0.72086,0.006998,0.99992,87.838,62.514,16.47,0.0017208,0.37771,35.863,5.1475,0.59584,15.025,40.007
1.4112e+05,0.87276,3.2746,0.1875,0.00355,2137.6,212.35,12.271,11.388,142.27,11.984,40,0.99997,8.0004,1.0916,70.111,3.7974,2.8609,1.0755,106.41,5.1477,0.99991,1,3.0288,5.0257,1.2113,1.2113,0.0017255,0.18751,-2.6718e-09,0.1875,72.168,0.071329,36.238,51.61,0.12864,95.406,0.72102,0.006998,0.99992,87.848,62.515,16.471,0.0017254,0.37776,35.868,5.1477,0.59583,15.025,40.008
1.512e+05,0.8728,3.2745,0.1875,0.00355,2137.5,212.32,12.272,11.388,142.27,11.984,40,0.99998,8.0004,1.0919,70.11,3.7967,2.8609,1.0757,106.42,5.1479,0.99992,1,3.0283,5.0253,1.2113,1.2113,0.0017297,0.1875,-2.117e-09,0.1875,72.165,0.071334,36.247,51.61,0.12864,95.405,0.72116,0.0069981,0.99993,87.857,62.516,16.472,0.0017295,0.3778,35.872,5.1479,0.59582,15.024,40.009
1.6128e+05,0.87284,3.2744,0.1875,0.00355,2137.5,212.29,12.272,11.388,142.27,11.984,40,0.99998,8.0004,1.0922,70.11,3.7961,2.8609,1.0758,106.43,5.148,0.99993,1,3.028,5.0248,1.2113,1.2113,0.0017335,0.1875,-1.6766e-09,0.1875,72.163,0.071338,36.255,51.61,0.12865,95.405,0.72127,0.0069982,0.99994,87.865,62.516,16.472,0.0017334,0.37784,35.876,5.148,0.59581,15.024,40.01
1.7136e+05,0.87287,3.2743,0.1875,0.00355,2137.5,212.27,12.272,11.388,142.27,11.983,40,0.99998,8.0004,1.0924,70.11,3.7956,2.8609,1.0759,106.44,5.1481,0.99993,1,3.0276,5.0245,1.2113,1.2113,0.001737,0.1875,-1.3265e-09,0.1875,72.161,0.071342,36.262,51.61,0.12865,95.404,0.72136,0.0069983,0.99994,87.872,62.517,16.473,0.0017369,0.37787,35.879,5.1481,0.5958,15.024,40.011
1.8144e+05,0.8729,3.2742,0.1875,0.00355,2137.4,212.25,12.272,11.388,142.27,11.983,40,0.99998,8.0004,1.0927,70.11,3.7952,2.8609,1.076,106.45,5.1482,0.99994,1,3.0274,5.0242,1.2113,1.2113,0.0017401,0.1875,-1.0479e-09,0.1875,72.16,0.071345,36.268,51.61,0.12866,95.404,0.72144,0.0069985,0.99995,87.878,62.518,16.474,0.00174,0.3779,35.883,5.1482,0.5958,15.023,40.012
1.9152e+05,0.87293,3.2742,0.1875,0.00355,2137.4,212.23,12.272,11.388,142.28,11.983,40,0.99998,8.0004,1.0929,70.109,3.7948,2.8609,1.0761,106.46,5.1483,0.99995,1,3.0272,5.024,1.2114,1.2114,0.0017431,0.1875,-8.2586e-10,0.1875,72.158,0.071348,36.274,51.61,0.12866,95.404,0.7215,0.0069987,0.99995,87.884,62.518,16.474,0.001743,0.37793,35.886,5.1483,0.59579,15.023,40.013
2.016e+05,0.87296,3.2741,0.1875,0.00355,2137.4,212.22,12.273,11.388,142.28,11.983,40,0.99999,8.0004,1.0931,70.109,3.7946,2.8609,1.0762,106.47,5.1484,0.99995,1,3.027,5.0238,1.2114,1.2114,0.0017457,0.1875,-6.4885e-10,0.1875,72.157,0.07135,36.28,51.61,0.12867,95.403,0.72156,0.0069988,0.99996,87.89,62.518,16.475,0.0017456,0.37796,35.888,5.1484,0.59579,15.023,40.014
2.1168e+05,0.87298,3.2741,0.1875,0.00355,2137.4,212.21,12.272,11.388,142.28,11.983,40,0.99999,8.0004,1.0933,70.109,3.7943,2.8609,1.0763,106.47,5.1485,0.99995,1,3.0268,5.0236,1.2114,1.2114,0.0017481,0.1875,-5.0769e-10,0.1875,72.156,0.071352,36.285,51.61,0.12867,95.403,0.7216,0.006999,0.99996,87.895,62.519,16.475,0.0017481,0.37798,35.891,5.1485,0.59579,15.023,40.015
2.2176e+05,0.873,3.274,0.1875,0.00355,2137.4,212.2,12.272,11.388,142.28,11.983,40,0.99999,8.0004,1.0934,70.108,3.7941,2.8609,1.0763,106.48,5.1486,0.99996,1,3.0267,5.0235,1.2114,1.2114,0.0017504,0.1875,-3.9513e-10,0.1875,72.156,0.071354,36.289,51.61,0.12868,95.402,0.72164,0.0069991,0.99996,87.899,62.519,16.476,0.0017503,0.378,35.893,5.1486,0.59579,15.023,40.016
2.3184e+05,0.87302,3.274,0.1875,0.00355,2137.4,212.19,12.272,11.388,142.28,11.983,40,0.99999,8.0004,1.0936,70.108,3.794,2.8609,1.0764,106.48,5.1487,0.99996,1,3.0266,5.0234,1.2114,1.2114,0.0017524,0.1875,-3.0542e-10,0.1875,72.155,0.071356,36.294,51.61,0.12868,95.402,0.72167,0.0069992,0.99997,87.904,62.519,16.476,0.0017523,0.37802,35.895,5.1487,0.59579,15.023,40.017
2.4192e+05,0.87304,3.274,0.1875,0.00355,2137.4,212.18,12.272,11.388,142.28,11.983,40,0.99999,8.0004,1.0937,70.108,3.7938,2.8609,1.0765,106.49,5.1487,0.99997,1,3.0265,5.0233,1.2114,1.2114,0.0017543,0.1875,-2.3399e-10,0.1875,72.155,0.071357,36.297,51.61,0.12868,95.402,0.7217,0.0069993,0.99997,87.907,62.52,16.477,0.0017542,0.37804,35.896,5.1487,0.59578,15.022,40.017
2.52e+05,0.87306,3.274,0.1875,0.00355,2137.4,212.18,12.272,11.388,142.28,11.983,40,0.99999,8.0004,1.0938,70.108,3.7937,2.8609,1.0765,106.49,5.1488,0.99997,1,3.0264,5.0232,1.2114,1.2114,0.0017559,0.1875,-1.7721e-10,0.1875,72.154,0.071358,36.301,51.61,0.12868,95.402,0.72172,0.0069994,0.99997,87.911,62.52,16.477,0.0017559,0.37806,35.898,5.1488,0.59578,15.022,40.018
2.6208e+05,0.87307,3.274,0.1875,0.00355,2137.4,212.17,12.272,11.388,142.28,11.983,40,0.99999,8.0004,1.094,70.107,3.7936,2.8609,1.0766,106.5,5.1489,0.99997,1,3.0264,5.0231,1.2114,1.2114,0.0017575,0.1875,-1.3217e-10,0.1875,72.154,0.071359,36.304,51.61,0.12869,95.401,0.72174,0.0069995,0.99998,87.914,62.52,16.477,0.0017574,0.37807,35.9,5.1489,0.59578,15.022,40.019
2.7216e+05,0.87308,3.2739,0.1875,0.00355,2137.4,212.17,12.272,11.388,142.28,11.983,40,0.99999,8.0004,1.0941,70.107,3.7935,2.8609,1.0766,106.5,5.1489,0.99997,1,3.0263,5.0231,1.2114,1.2114,0.0017589,0.1875,-9.6542e-11,0.1875,72.154,0.07136,36.307,51.61,0.12869,95.401,0.72175,0.0069996,0.99998,87.917,62.52,16.477,0.0017589,0.37808,35.901,5.1489,0.59578,15.022,40.019
2.8224e+05,0.8731,3.2739,0.1875,0.00355,2137.4,212.17,12.272,11.388,142.28,11.983,40,0.99999,8.0004,1.0942,70.107,3.7935,2.8609,1.0766,106.51,5.149,0.99998,1,3.0263,5.023,1.2114,1.2114,0.0017602,0.1875,-6.846e-11,0.1875,72.153,0.071361,36.31,51.61,0.12869,95.401,0.72177,0.0069997,0.99998,87.92,62.521,16.478,0.0017602,0.3781,35.902,5.149,0.59578,15.022,40.02
2.9232e+05,0.87311,3.2739,0.1875,0.00355,2137.4,212.16,12.272,11.388,142.28,11.983,40,0.99999,8.0004,1.0942,70.107,3.7934,2.8609,1.0767,106.51,5.149,0.99998,1,3.0263,5.023,1.2114,1.2114,0.0017614,0.1875,-4.6431e-11,0.1875,72.153,0.071362,36.312,51.61,0.12869,95.401,0.72178,0.0069997,0.99998,87.922,62.521,16.478,0.0017613,0.37811,35.903,5.149,0.59578,15.022,40.02
3.024e+05,0.87312,3.2739,0.1875,0.00355,2137.4,212.16,12.272,11.388,142.28,11.983,40,0.99999,8.0004,1.0943,70.107,3.7934,2.8609,1.0767,106.51,5.149,0.99998,1,3.0263,5.0229,1.2114,1.2114,0.0017625,0.1875,-2.9251e-11,0.1875,72.153,0.071363,36.314,51.61,0.12869,95.4,0.72178,0.0069998,0.99998,87.924,62.521,16.478,0.0017624,0.37812,35.904,5.149,0.59578,15.022,40.02
3.1248e+05,0.87313,3.2739,0.1875,0.00355,2137.4,212.16,12.272,11.388,142.28,11.983,40,0.99999,8.0004,1.0944,70.107,3.7933,2.8609,1.0767,106.52,5.1491,0.99998,1,3.0262,5.0229,1.2114,1.2114,0.0017635,0.1875,-1.5955e-11,0.1875,72.153,0.071363,36.316,51.61,0.1287,95.4,0.72179,0.0069998,0.99998,87.926,62.521,16.478,0.0017634,0.37813,35.905,5.1491,0.59578,15.022,40.021
3.2256e+05,0.87314,3.2739,0.1875,0.00355,2137.4,212.16,12.272,11.388,142.28,11.983,40,0.99999,8.0004,1.0945,70.107,3.7933,2.8609,1.0768,106.52,5.1491,0.99998,1,3.0262,5.0229,1.2114,1.2114,0.0017644,0.1875,-5.7604e-12,0.1875,72.153,0.071364,36.318,51.61,0.1287,95.4,0.7218,0.0069998,0.99999,87.928,62.521,16.479,0.0017643,0.37814,35.906,5.1491,0.59578,15.022,40.021
3.3264e+05,0.87315,3.2739,0.1875,0.00355,2137.4,212.16,12.272,11.388,142.28,11.983,40,1,8.0004,1.0945,70.107,3.7933,2.8609,1.0768,106.52,5.1491,0.99998,1,3.0262,5.0229,1.2114,1.2114,0.0017652,0.1875,1.9623e-12,0.1875,72.153,0.071365,36.32,51.61,0.1287,95.4,0.7218,0.0069999,0.99999,87.93,62.521,16.479,0.0017652,0.37815,35.907,5.1491,0.59578,15.022,40.021
3.4272e+05,0.87315,3.2739,0.1875,0.00355,2137.4,212.16,12.272,11.388,142.28,11.983,40,1,8.0004,1.0946,70.107,3.7933,2.8609,1.0768,106.52,5.1492,0.99999,1,3.0262,5.0229,1.2114,1.2114,0.0017659,0.1875,7.7092e-12,0.1875,72.153,0.071365,36.321,51.61,0.1287,95.4,0.72181,0.0069999,0.99999,87.931,62.522,16.479,0.0017659,0.37815,35.908,5.1492,0.59578,15.022,40.022
3.528e+05,0.87316,3.2739,0.1875,0.00355,2137.4,212.16,12.272,11.388,142.28,11.983,40,1,8.0004,1.0946,70.107,3.7932,2.8609,1.0768,106.52,5.1492,0.99999,1,3.0262,5.0228,1.2114,1.2114,0.0017666,0.1875,1.1896e-11,0.1875,72.152,0.071365,36.323,51.61,0.1287,95.4,0.72181,0.0069999,0.99999,87.933,62.522,16.479,0.0017666,0.37816,35.908,5.1492,0.59578,15.022,40.022
3.6288e+05,0.87317,3.2739,0.1875,0.00355,2137.4,212.16,12.272,11.388,142.28,11.983,40,1,8.0004,1.0947,70.107,3.7932,2.8609,1.0769,106.53,5.1492,0.99999,1,3.0262,5.0228,1.2114,1.2114,0.0017673,0.1875,1.4851e-11,0.1875,72.152,0.071366,36.324,51.61,0.1287,95.4,0.72181,0.0069999,0.99999,87.934,62.522,16.479,0.0017672,0.37817,35.909,5.1492,0.59578,15.022,40.022
3.7296e+05,0.87317,3.2739,0.1875,0.00355,2137.4,212.15,12.272,11.388,142.28,11.983,40,1,8.0004,1.0947,70.107,3.7932,2.8609,1.0769,106.53,5.1492,0.99999,1,3.0262,5.0228,1.2114,1.2114,0.0017678,0.1875,1.6833e-11,0.1875,72.152,0.071366,36.325,51.61,0.1287,95.399,0.72182,0.0069999,0.99999,87.935,62.522,16.479,0.0017678,0.37817,35.91,5.1492,0.59578,15.022,40.023
3.8304e+05,0.87318,3.2739,0.1875,0.00355,2137.4,212.15,12.272,11.388,142.28,11.983,40,1,8.0004,1.0948,70.106,3.7932,2.8609,1.0769,106.53,5.1493,0.99999,1,3.0262,5.0228,1.2114,1.2114,0.0017684,0.1875,1.8083e-11,0.1875,72.152,0.071366,36.326,51.61,0.1287,95.399,0.72182,0.0069999,0.99999,87.936,62.522,16.479,0.0017684,0.37818,35.91,5.1493,0.59578,15.022,40.023
