Time,VAS,VVS,NID,CA,NAE,PRP,IFP,VG,CNA,VTS,HM,AUH,ARM,CPP,PVS,BFN,BFM,PA,QLO,AU,VP,VB,RBF,RFN,TVD,NOD,HR,SVO,AAR,EVR,GFR,RSM,RVG,DLP,AUM,RR,GLP,PFL,VUD,VAE,RSN,QAO,VIF,VEC,VTW
33121,0.8499,3.2706,0.1,0.00355,2129.9,209.95,12.192,11.387,142.03,11.983,40,0.99991,0.93847,69.958,3.773,2.8592,1.0111,99.972,5.0714,0.99971,3.0011,5.0016,1.2011,1.2011,0.0010017,0.10007,72.174,0.070266,31.625,51.61,0.125,95.145,0.72569,0.0070698,0.99975,83.235,61.988,16.005,0.0010017,0.3549,33.645,5.0714,0.5958,14.996,39.991
34561,0.84992,3.2706,0.1,0.00355,2129.9,209.97,12.196,11.387,142.03,11.983,40,0.99992,0.93859,69.964,3.773,2.8592,1.0111,99.977,5.0715,0.99972,3.0011,5.0017,1.2011,1.2011,0.0010016,0.10007,72.174,0.070268,31.625,51.61,0.125,95.145,0.72569,0.0070669,0.99976,83.235,61.99,16.005,0.0010016,0.35492,33.647,5.0715,0.59578,14.996,39.991
36001,0.84993,3.2706,0.1,0.00355,2129.9,209.99,12.201,11.387,142.03,11.983,40,0.99992,0.9387,69.97,3.773,2.8592,1.0112,99.981,5.0716,0.99972,3.0012,5.0017,1.2012,1.2012,0.0010015,0.10007,72.174,0.070269,31.626,51.61,0.125,95.144,0.72568,0.0070642,0.99977,83.236,61.993,16.005,0.0010015,0.35493,33.648,5.0716,0.59576,14.996,39.991
37441,0.84995,3.2706,0.1,0.00355,2129.9,210.01,12.205,11.387,142.03,11.982,40,0.99992,0.93881,69.975,3.773,2.8592,1.0112,99.985,5.0717,0.99973,3.0012,5.0017,1.2012,1.2012,0.0010014,0.10008,72.174,0.07027,31.626,51.61,0.125,95.144,0.72568,0.0070615,0.99977,83.236,61.995,16.005,0.0010015,0.35495,33.65,5.0717,0.59574,14.996,39.991
38881,0.84996,3.2706,0.1,0.00355,2129.8,210.03,12.209,11.387,142.03,11.982,40,0.99992,0.93891,69.981,3.773,2.8592,1.0113,99.989,5.0718,0.99974,3.0012,5.0017,1.2013,1.2013,0.0010014,0.10008,72.175,0.070271,31.627,51.61,0.125,95.144,0.72568,0.007059,0.99978,83.236,61.997,16.005,0.0010014,0.35496,33.651,5.0718,0.59572,14.996,39.991
40321,0.84998,3.2706,0.10444,0.00355,2129.8,210.04,12.213,11.387,142.03,11.982,40,0.99992,0.93901,69.986,3.773,2.8592,1.0113,99.993,5.0719,0.99975,3.0012,5.0017,1.2013,1.2013,0.0010262,0.10008,72.175,0.070272,31.627,51.61,0.125,95.143,0.72568,0.0070565,0.99978,83.237,61.999,16.005,0.0010013,0.35498,33.652,5.0719,0.5957,14.996,39.991
41761,0.87563,3.3235,0.5,0.00355,2143.2,211.67,12.029,11.356,142.27,11.941,40,0.95066,1.3407,68.029,3.8849,2.7932,1.1507,107.22,5.1589,0.83553,3.1114,5.1112,1.215,1.215,0.0032628,0.37297,65.919,0.078261,36.637,51.61,0.13663,89.803,0.70477,0.0079761,0.8602,88.247,62.706,17.494,0.0032343,0.38063,36.995,5.1589,0.58495,15.065,40.015
43201,0.8848,3.32,0.5,0.00355,2144.2,213.1,12.04,11.363,142.18,11.95,40,0.95791,1.3714,68.344,3.8946,2.8039,1.1673,109.8,5.1897,0.85971,3.118,5.1169,1.2185,1.2185,0.0033047,0.39075,66.881,0.077596,38.504,51.61,0.13705,90.727,0.70302,0.0078282,0.88076,90.114,62.886,17.549,0.0032884,0.3898,37.772,5.1897,0.58691,15.08,40.046
44641,0.89302,3.3168,0.5,0.00355,2145.5,214.39,12.051,11.369,142.15,11.957,40,0.96459,1.3993,68.633,3.9031,2.8137,1.1826,112.12,5.2178,0.88197,3.1237,5.1218,1.2215,1.2215,0.0033342,0.40717,67.764,0.077,40.177,51.61,0.13737,91.505,0.7015,0.0076925,0.89967,91.787,63.042,17.589,0.0033221,0.39802,38.461,5.2178,0.5887,15.094,40.067
46081,0.90028,3.3138,0.5,0.00355,2146.9,215.51,12.06,11.374,142.13,11.964,40,0.97055,1.4239,68.888,3.9102,2.8224,1.1963,114.16,5.2428,0.90182,3.1285,5.1258,1.2241,1.2241,0.0033559,0.42199,68.551,0.07648,41.653,51.61,0.13762,92.166,0.70022,0.0075727,0.91655,93.263,63.176,17.621,0.0033462,0.40528,39.063,5.2428,0.59033,15.105,40.082
47521,0.90659,3.3111,0.5,0.00355,2148.1,216.48,12.067,11.378,142.12,11.97,40,0.97575,1.4452,69.109,3.9161,2.8301,1.2081,115.94,5.2645,0.91918,3.1325,5.129,1.2263,1.2263,0.0033723,0.43496,69.238,0.076036,42.934,51.61,0.13782,92.725,0.69917,0.007469,0.9313,94.544,63.29,17.647,0.0033641,0.41159,39.584,5.2645,0.59179,15.115,40.095
48961,0.91199,3.3088,0.5,0.00355,2149.2,217.3,12.073,11.382,142.11,11.975,40,0.98022,1.4634,69.297,3.9207,2.8366,1.2183,117.46,5.2831,0.93406,3.1358,5.1315,1.2282,1.2282,0.003385,0.4461,69.825,0.075663,44.029,51.61,0.13798,93.194,0.69834,0.0073806,0.94395,95.639,63.386,17.668,0.0033782,0.41699,40.027,5.2831,0.59305,15.123,40.106
50401,0.91655,3.3067,0.5,0.00355,2150,217.98,12.078,11.385,142.1,11.979,40,0.98399,1.4788,69.455,3.9243,2.8422,1.227,118.75,5.2989,0.94662,3.1385,5.1334,1.2297,1.2297,0.0033953,0.45547,70.32,0.075354,44.954,51.61,0.13811,93.582,0.6977,0.0073064,0.95463,96.563,63.466,17.684,0.0033895,0.42155,40.4,5.2989,0.59412,15.13,40.115
51841,0.92035,3.305,0.5,0.00355,2150.7,218.54,12.083,11.387,142.1,11.982,40,0.98712,1.4916,69.585,3.927,2.8468,1.2342,119.82,5.312,0.95707,3.1406,5.1347,1.231,1.231,0.0034039,0.46326,70.729,0.075102,45.723,51.61,0.13822,93.9,0.69723,0.0072448,0.96351,97.333,63.532,17.698,0.003399,0.42535,40.71,5.312,0.59502,15.135,40.123
53281,0.92349,3.3035,0.5,0.00355,2151.3,218.99,12.087,11.389,142.1,11.985,40,0.9897,1.5023,69.693,3.9288,2.8505,1.2402,120.7,5.3228,0.96566,3.1423,5.1356,1.2321,1.2321,0.0034113,0.46965,71.065,0.0749,46.358,51.61,0.13831,94.158,0.69691,0.0071945,0.97081,97.968,63.586,17.709,0.0034072,0.42849,40.965,5.3228,0.59576,15.14,40.129
54721,0.92606,3.3022,0.5,0.00355,2151.8,219.36,12.091,11.39,142.1,11.987,40,0.99179,1.5111,69.779,3.9299,2.8536,1.2451,121.43,5.3316,0.97263,3.1436,5.1361,1.2329,1.2329,0.003418,0.47484,71.336,0.07474,46.877,51.61,0.13838,94.364,0.69671,0.0071537,0.97674,98.487,63.63,17.718,0.0034146,0.43106,41.174,5.3316,0.59636,15.143,40.134
56161,0.92815,3.3011,0.5,0.00355,2152.1,219.64,12.094,11.392,142.09,11.988,40,0.99347,1.5184,69.85,3.9305,2.8561,1.2492,122.01,5.3389,0.97823,3.1444,5.1363,1.2336,1.2336,0.0034241,0.47903,71.552,0.074615,47.299,51.61,0.13844,94.528,0.6966,0.0071206,0.9815,98.909,63.666,17.726,0.0034214,0.43315,41.345,5.3389,0.59683,15.145,40.139
57601,0.92984,3.3002,0.5,0.00355,2152.3,219.85,12.097,11.392,142.09,11.99,40,0.99481,1.5244,69.907,3.9307,2.8581,1.2525,122.49,5.3448,0.98271,3.1449,5.1362,1.2342,1.2342,0.00343,0.48236,71.724,0.074519,47.64,51.61,0.13849,94.657,0.69658,0.0070939,0.98531,99.25,63.695,17.733,0.0034278,0.43484,41.483,5.3448,0.5972,15.147,40.142
59041,0.93122,3.2994,0.5,0.00355,2152.5,220.01,12.101,11.393,142.09,11.991,40,0.99588,1.5295,69.952,3.9305,2.8596,1.2553,122.88,5.3495,0.98627,3.1451,5.1359,1.2346,1.2346,0.0034356,0.485,71.859,0.074445,47.916,51.61,0.13854,94.757,0.69661,0.0070725,0.98833,99.526,63.719,17.738,0.0034338,0.43622,41.595,5.3495,0.59748,15.148,40.145
60481,0.93232,3.2987,0.5,0.00355,2152.6,220.12,12.104,11.394,142.09,11.991,40,0.99672,1.5337,69.988,3.93,2.8609,1.2576,123.19,5.3534,0.98908,3.1451,5.1355,1.235,1.235,0.0034412,0.48708,71.964,0.074391,48.139,51.61,0.13857,94.835,0.6967,0.0070555,0.99072,99.748,63.739,17.743,0.0034397,0.43732,41.687,5.3534,0.5977,15.149,40.148
61921,0.93322,3.2982,0.5,0.00355,2152.6,220.19,12.107,11.394,142.09,11.992,40,0.99739,1.5372,70.017,3.9293,2.8618,1.2594,123.44,5.3566,0.99129,3.1449,5.135,1.2353,1.2353,0.0034466,0.48872,72.045,0.07435,48.319,51.61,0.13861,94.895,0.69682,0.0070419,0.9926,99.929,63.754,17.748,0.0034454,0.43822,41.761,5.3566,0.59787,15.149,40.149
63361,0.93395,3.2977,0.5,0.00355,2152.6,220.24,12.11,11.394,142.1,11.992,40,0.99791,1.5402,70.04,3.9284,2.8626,1.261,123.65,5.3592,0.99302,3.1445,5.1344,1.2356,1.2356,0.003452,0.49,72.107,0.074322,48.465,51.61,0.13864,94.941,0.69697,0.0070312,0.99407,100.07,63.767,17.751,0.0034509,0.43895,41.822,5.3592,0.59799,15.149,40.151
64801,0.93455,3.2972,0.5,0.00355,2152.6,220.27,12.113,11.394,142.1,11.992,40,0.99831,1.5428,70.058,3.9275,2.8632,1.2623,123.82,5.3613,0.99438,3.1441,5.1337,1.2358,1.2358,0.0034573,0.491,72.155,0.074303,48.585,51.61,0.13867,94.975,0.69714,0.0070227,0.99522,100.19,63.778,17.755,0.0034564,0.43955,41.873,5.3613,0.59809,15.149,40.153
66241,0.93505,3.2968,0.5,0.00355,2152.6,220.27,12.116,11.394,142.1,11.993,40,0.99863,1.545,70.072,3.9264,2.8637,1.2635,123.96,5.3631,0.99544,3.1435,5.1329,1.2359,1.2359,0.0034626,0.49178,72.191,0.074291,48.683,51.61,0.13869,95.001,0.69733,0.007016,0.99612,100.29,63.787,17.758,0.0034618,0.44005,41.915,5.3631,0.59815,15.149,40.154
67681,0.93546,3.2965,0.5,0.00355,2152.6,220.27,12.118,11.395,142.1,11.993,40,0.99888,1.547,70.084,3.9253,2.864,1.2645,124.07,5.3646,0.99627,3.1429,5.1322,1.2361,1.2361,0.0034679,0.49239,72.217,0.074284,48.765,51.61,0.13872,95.02,0.69752,0.0070106,0.99683,100.37,63.795,17.761,0.0034671,0.44046,41.95,5.3646,0.5982,15.148,40.155
69121,0.93581,3.2961,0.5,0.00355,2152.5,220.25,12.121,11.395,142.1,11.993,40,0.99907,1.5488,70.093,3.9242,2.8643,1.2653,124.17,5.3659,0.99691,3.1423,5.1314,1.2362,1.2362,0.0034731,0.49286,72.237,0.074281,48.834,51.61,0.13874,95.033,0.69773,0.0070064,0.99738,100.44,63.801,17.764,0.0034724,0.44081,41.981,5.3659,0.59823,15.148,40.156
70561,0.9361,3.2958,0.5,0.00355,2152.5,220.23,12.123,11.395,142.1,11.993,40,0.99922,1.5504,70.1,3.923,2.8646,1.2661,124.25,5.367,0.99742,3.1417,5.1306,1.2363,1.2363,0.0034782,0.49322,72.251,0.074282,48.892,51.61,0.13876,95.042,0.69793,0.007003,0.9978,100.5,63.807,17.767,0.0034776,0.4411,42.007,5.367,0.59824,15.147,40.157
72001,0.93636,3.2956,0.5,0.00355,2152.4,220.2,12.125,11.395,142.1,11.993,40,0.99934,1.5519,70.106,3.9218,2.8647,1.2668,124.33,5.3679,0.99781,3.141,5.1298,1.2364,1.2364,0.0034833,0.4935,72.261,0.074285,48.943,51.61,0.13878,95.048,0.69814,0.0070003,0.99814,100.55,63.812,17.77,0.0034828,0.44136,42.03,5.3679,0.59825,15.147,40.158
73441,0.93658,3.2953,0.5,0.00355,2152.3,220.17,12.127,11.395,142.11,11.993,40,0.99944,1.5533,70.11,3.9207,2.8649,1.2674,124.39,5.3688,0.99812,3.1404,5.129,1.2365,1.2365,0.0034884,0.49372,72.267,0.074291,48.987,51.61,0.1388,95.052,0.69835,0.0069981,0.9984,100.6,63.816,17.772,0.0034879,0.44158,42.05,5.3688,0.59825,15.146,40.158
74881,0.93678,3.2951,0.5,0.00355,2152.3,220.14,12.129,11.395,142.11,11.993,40,0.99951,1.5546,70.114,3.9195,2.865,1.268,124.45,5.3696,0.99836,3.1397,5.1283,1.2366,1.2366,0.0034934,0.49389,72.271,0.074297,49.027,51.61,0.13882,95.054,0.69856,0.0069964,0.9986,100.64,63.82,17.775,0.0034929,0.44178,42.069,5.3696,0.59825,15.145,40.159
76321,0.93696,3.2948,0.5,0.00355,2152.2,220.1,12.131,11.395,142.11,11.993,40,0.99956,1.5558,70.117,3.9184,2.8651,1.2685,124.5,5.3703,0.99855,3.139,5.1275,1.2367,1.2367,0.0034984,0.49402,72.274,0.074305,49.062,51.61,0.13884,95.054,0.69876,0.006995,0.99876,100.67,63.824,17.777,0.0034979,0.44196,42.086,5.3703,0.59824,15.145,40.16
77761,0.93713,3.2946,0.5,0.00355,2152.1,220.06,12.133,11.395,142.11,11.993,40,0.99961,1.5569,70.119,3.9173,2.8651,1.269,124.54,5.3709,0.99869,3.1384,5.1268,1.2367,1.2367,0.0035034,0.49412,72.274,0.074313,49.095,51.61,0.13886,95.053,0.69896,0.0069939,0.99889,100.7,63.827,17.779,0.0035029,0.44213,42.101,5.3709,0.59823,15.144,40.16
79201,0.93728,3.2944,0.5,0.00355,2152,220.02,12.134,11.395,142.11,11.993,40,0.99964,1.5581,70.121,3.9162,2.8652,1.2695,124.59,5.3715,0.99881,3.1378,5.126,1.2368,1.2368,0.0035082,0.49419,72.274,0.074322,49.125,51.61,0.13888,95.052,0.69916,0.006993,0.99899,100.73,63.83,17.782,0.0035078,0.44228,42.116,5.3715,0.59822,15.143,40.161
80641,0.93743,3.2942,0.5,0.00355,2152,219.99,12.136,11.395,142.11,11.993,40,0.99967,1.5591,70.123,3.9151,2.8652,1.27,124.63,5.3721,0.9989,3.1372,5.1253,1.2368,1.2368,0.0035131,0.49425,72.272,0.074331,49.153,51.61,0.13889,95.049,0.69935,0.0069923,0.99907,100.76,63.833,17.784,0.0035126,0.44243,42.13,5.3721,0.59821,15.143,40.162
82081,0.93756,3.294,0.5,0.00355,2151.9,219.95,12.137,11.395,142.12,11.993,40,0.99969,1.5602,70.124,3.914,2.8653,1.2704,124.67,5.3726,0.99898,3.1365,5.1246,1.2369,1.2369,0.0035179,0.4943,72.27,0.074341,49.18,51.61,0.13891,95.046,0.69954,0.0069917,0.99913,100.79,63.836,17.786,0.0035174,0.44256,42.143,5.3726,0.5982,15.142,40.163
83521,0.93769,3.2938,0.5,0.00355,2151.8,219.91,12.139,11.395,142.12,11.993,40,0.99971,1.5612,70.125,3.913,2.8653,1.2709,124.7,5.3731,0.99904,3.136,5.1239,1.2369,1.2369,0.0035226,0.49433,72.268,0.07435,49.205,51.61,0.13893,95.043,0.69972,0.0069912,0.99918,100.81,63.838,17.788,0.0035221,0.44269,42.155,5.3731,0.59818,15.141,40.163
84961,0.93782,3.2937,0.5,0.00355,2151.8,219.87,12.14,11.395,142.12,11.993,40,0.99973,1.5622,70.126,3.912,2.8653,1.2713,124.74,5.3736,0.99909,3.1354,5.1233,1.237,1.237,0.0035273,0.49436,72.265,0.07436,49.229,51.61,0.13894,95.04,0.6999,0.0069908,0.99922,100.84,63.841,17.791,0.0035268,0.44282,42.168,5.3736,0.59817,15.141,40.164
86401,0.93794,3.2935,0.5,0.00355,2151.7,219.84,12.141,11.394,142.12,11.993,40,0.99974,1.5632,70.127,3.911,2.8654,1.2717,124.77,5.3741,0.99912,3.1348,5.1226,1.237,1.237,0.003532,0.49438,72.262,0.07437,49.253,51.61,0.13896,95.036,0.70007,0.0069905,0.99926,100.86,63.843,17.793,0.0035315,0.44294,42.179,5.3741,0.59815,15.14,40.165
87841,0.93805,3.2933,0.5,0.00355,2151.7,219.8,12.142,11.394,142.12,11.993,40,0.99975,1.5642,70.127,3.9101,2.8654,1.2721,124.8,5.3746,0.99916,3.1343,5.122,1.2371,1.2371,0.0035366,0.49439,72.259,0.074379,49.276,51.61,0.13898,95.032,0.70024,0.0069902,0.99928,100.89,63.846,17.795,0.0035361,0.44305,42.191,5.3746,0.59814,15.139,40.165
89281,0.93817,3.2932,0.5,0.00355,2151.6,219.76,12.144,11.394,142.12,11.993,40,0.99976,1.5651,70.128,3.9091,2.8654,1.2725,124.84,5.3751,0.99918,3.1338,5.1214,1.2371,1.2371,0.0035412,0.4944,72.256,0.074389,49.298,51.61,0.13899,95.028,0.70041,0.00699,0.99931,100.91,63.848,17.797,0.0035407,0.44317,42.202,5.3751,0.59813,15.139,40.166
90721,0.93828,3.293,0.5,0.00355,2151.6,219.73,12.145,11.394,142.13,11.993,40,0.99976,1.566,70.128,3.9082,2.8654,1.2729,124.87,5.3755,0.99921,3.1333,5.1208,1.2372,1.2372,0.0035457,0.49441,72.253,0.074399,49.319,51.61,0.13901,95.024,0.70057,0.0069899,0.99933,100.93,63.85,17.799,0.0035452,0.44328,42.213,5.3755,0.59811,15.138,40.167
92161,0.93838,3.2929,0.5,0.00355,2151.5,219.69,12.146,11.394,142.13,11.992,40,0.99977,1.567,70.128,3.9074,2.8654,1.2733,124.9,5.376,0.99923,3.1328,5.1202,1.2372,1.2372,0.0035502,0.49442,72.25,0.074408,49.341,51.61,0.13903,95.02,0.70073,0.0069898,0.99934,100.95,63.852,17.801,0.0035497,0.44338,42.224,5.376,0.5981,15.138,40.168
