Time,VAS,VVS,NID,CA,NAE,PRP,IFP,VG,CNA,VTS,HM,AUH,ARM,CPP,PVS,BFN,BFM,PA,QLO,AU,VP,VB,RBF,RFN,TVD,NOD,HR,SVO,AAR,EVR,GFR,RSM,RVG,DLP,AUM,RR,GLP,PFL,VUD,VAE,RSN,QAO,VIF,VEC,VTW
93601,0.93849,3.2927,0.5,0.00355,2151.5,219.66,12.146,11.394,142.13,11.992,40,0.99977,1.5679,70.128,3.9065,2.8655,1.2737,124.93,5.3764,0.99925,3.1323,5.1197,1.2372,1.2372,0.0035546,0.49442,72.246,0.074417,49.362,51.61,0.13904,95.016,0.70088,0.0069897,0.99936,100.97,63.854,17.803,0.0035541,0.44349,42.234,5.3764,0.59809,15.137,40.168
95041,0.93859,3.2926,0.5,0.00355,2151.4,219.63,12.147,11.394,142.13,11.992,40,0.99978,1.5687,70.128,3.9057,2.8655,1.2741,124.96,5.3768,0.99926,3.1318,5.1191,1.2373,1.2373,0.003559,0.49442,72.243,0.074427,49.382,51.61,0.13906,95.012,0.70103,0.0069896,0.99937,100.99,63.856,17.805,0.0035585,0.44359,42.245,5.3768,0.59807,15.137,40.169
96481,0.9387,3.2925,0.5,0.00355,2151.4,219.6,12.148,11.394,142.13,11.992,40,0.99978,1.5696,70.129,3.9049,2.8655,1.2744,124.99,5.3772,0.99927,3.1314,5.1186,1.2373,1.2373,0.0035633,0.49442,72.24,0.074436,49.402,51.61,0.13907,95.008,0.70117,0.0069896,0.99938,101.01,63.858,17.807,0.0035628,0.4437,42.255,5.3772,0.59806,15.136,40.17
97921,0.9388,3.2923,0.5,0.00355,2151.3,219.57,12.149,11.394,142.13,11.992,40,0.99979,1.5705,70.129,3.9041,2.8655,1.2748,125.01,5.3776,0.99929,3.1309,5.1181,1.2374,1.2374,0.0035676,0.49442,72.237,0.074445,49.422,51.61,0.13909,95.004,0.70131,0.0069896,0.99939,101.03,63.86,17.809,0.0035671,0.4438,42.265,5.3776,0.59805,15.136,40.171
99361,0.9389,3.2922,0.5,0.00355,2151.3,219.54,12.15,11.394,142.14,11.992,40,0.99979,1.5713,70.129,3.9033,2.8655,1.2751,125.04,5.3781,0.9993,3.1305,5.1176,1.2374,1.2374,0.0035719,0.49442,72.234,0.074453,49.442,51.61,0.1391,94.999,0.70145,0.0069896,0.9994,101.05,63.862,17.811,0.0035713,0.4439,42.275,5.3781,0.59804,15.135,40.171
1.008e+05,0.939,3.2921,0.5,0.00355,2151.2,219.51,12.15,11.394,142.14,11.992,40,0.99979,1.5722,70.128,3.9026,2.8655,1.2755,125.07,5.3785,0.99931,3.1301,5.1171,1.2374,1.2374,0.0035761,0.49442,72.231,0.074462,49.462,51.61,0.13912,94.995,0.70158,0.0069896,0.99941,101.07,63.864,17.813,0.0035756,0.444,42.285,5.3785,0.59803,15.135,40.172
1.0224e+05,0.93909,3.292,0.5,0.00355,2151.2,219.48,12.151,11.394,142.14,11.992,40,0.9998,1.573,70.128,3.9019,2.8655,1.2759,125.1,5.3789,0.99932,3.1297,5.1166,1.2375,1.2375,0.0035803,0.49442,72.228,0.074471,49.481,51.61,0.13913,94.991,0.70171,0.0069897,0.99942,101.09,63.866,17.815,0.0035797,0.44409,42.294,5.3789,0.59802,15.134,40.173
1.0368e+05,0.93919,3.2918,0.5,0.00355,2151.2,219.46,12.151,11.394,142.14,11.992,40,0.9998,1.5739,70.128,3.9012,2.8655,1.2762,125.12,5.3792,0.99933,3.1293,5.1162,1.2375,1.2375,0.0035844,0.49442,72.225,0.074479,49.5,51.61,0.13915,94.987,0.70183,0.0069897,0.99943,101.11,63.868,17.816,0.0035838,0.44419,42.304,5.3792,0.59801,15.134,40.174
1.0512e+05,0.93928,3.2917,0.5,0.00355,2151.1,219.43,12.152,11.394,142.14,11.992,40,0.9998,1.5747,70.128,3.9005,2.8655,1.2765,125.15,5.3796,0.99934,3.129,5.1157,1.2375,1.2375,0.0035885,0.49442,72.222,0.074487,49.518,51.61,0.13916,94.983,0.70196,0.0069898,0.99944,101.13,63.869,17.818,0.0035879,0.44428,42.313,5.3796,0.598,15.134,40.174
1.0656e+05,0.93938,3.2916,0.5,0.00355,2151.1,219.4,12.153,11.394,142.14,11.992,40,0.9998,1.5755,70.128,3.8999,2.8656,1.2769,125.18,5.38,0.99935,3.1286,5.1153,1.2376,1.2376,0.0035925,0.49442,72.219,0.074495,49.537,51.61,0.13917,94.979,0.70207,0.0069899,0.99945,101.15,63.871,17.82,0.003592,0.44438,42.322,5.38,0.59799,15.133,40.175
1.08e+05,0.93947,3.2915,0.5,0.00355,2151.1,219.38,12.153,11.394,142.14,11.992,40,0.99981,1.5763,70.128,3.8992,2.8656,1.2772,125.2,5.3804,0.99936,3.1283,5.1149,1.2376,1.2376,0.0035965,0.49442,72.217,0.074503,49.555,51.61,0.13919,94.975,0.70219,0.0069899,0.99945,101.17,63.873,17.822,0.003596,0.44447,42.332,5.3804,0.59798,15.133,40.176
1.0944e+05,0.93956,3.2914,0.5,0.00355,2151,219.36,12.153,11.394,142.15,11.992,40,0.99981,1.5771,70.128,3.8986,2.8656,1.2775,125.23,5.3808,0.99936,3.1279,5.1145,1.2376,1.2376,0.0036005,0.49442,72.214,0.074511,49.573,51.61,0.1392,94.972,0.7023,0.00699,0.99946,101.18,63.875,17.824,0.0035999,0.44456,42.341,5.3808,0.59797,15.133,40.177
1.1088e+05,0.93965,3.2913,0.5,0.00355,2151,219.33,12.154,11.394,142.15,11.992,40,0.99981,1.5778,70.127,3.898,2.8656,1.2779,125.25,5.3811,0.99937,3.1276,5.1141,1.2377,1.2377,0.0036044,0.49441,72.211,0.074519,49.591,51.61,0.13922,94.968,0.70241,0.0069902,0.99947,101.2,63.876,17.825,0.0036039,0.44465,42.35,5.3811,0.59796,15.132,40.178
1.1232e+05,0.93974,3.2912,0.5,0.00355,2151,219.31,12.154,11.394,142.15,11.992,40,0.99981,1.5786,70.127,3.8974,2.8656,1.2782,125.28,5.3815,0.99938,3.1273,5.1137,1.2377,1.2377,0.0036083,0.49441,72.209,0.074527,49.609,51.61,0.13923,94.964,0.70251,0.0069903,0.99947,101.22,63.878,17.827,0.0036077,0.44474,42.358,5.3815,0.59795,15.132,40.178
1.1376e+05,0.93983,3.2911,0.5,0.00355,2151,219.29,12.155,11.394,142.15,11.992,40,0.99982,1.5794,70.127,3.8969,2.8656,1.2785,125.3,5.3819,0.99939,3.127,5.1133,1.2377,1.2377,0.0036121,0.49441,72.207,0.074534,49.627,51.61,0.13924,94.96,0.70261,0.0069904,0.99948,101.24,63.88,17.829,0.0036116,0.44483,42.367,5.3819,0.59795,15.132,40.179
1.152e+05,0.93992,3.291,0.5,0.00355,2150.9,219.27,12.155,11.394,142.15,11.992,40,0.99982,1.5801,70.127,3.8963,2.8656,1.2788,125.33,5.3822,0.9994,3.1267,5.113,1.2378,1.2378,0.0036159,0.49441,72.204,0.074542,49.644,51.61,0.13926,94.956,0.70271,0.0069905,0.99949,101.25,63.881,17.831,0.0036154,0.44492,42.376,5.3822,0.59794,15.131,40.18
1.1664e+05,0.94001,3.2909,0.5,0.00355,2150.9,219.25,12.155,11.394,142.15,11.992,40,0.99982,1.5809,70.126,3.8958,2.8656,1.2791,125.35,5.3826,0.9994,3.1265,5.1126,1.2378,1.2378,0.0036197,0.49441,72.202,0.074549,49.661,51.61,0.13927,94.953,0.70281,0.0069906,0.99949,101.27,63.883,17.832,0.0036192,0.44501,42.384,5.3826,0.59793,15.131,40.181
1.1808e+05,0.94009,3.2908,0.5,0.00355,2150.9,219.23,12.155,11.394,142.15,11.992,40,0.99982,1.5816,70.126,3.8953,2.8656,1.2795,125.38,5.3829,0.99941,3.1262,5.1123,1.2378,1.2378,0.0036234,0.4944,72.2,0.074556,49.678,51.61,0.13928,94.949,0.7029,0.0069908,0.9995,101.29,63.884,17.834,0.0036229,0.44509,42.393,5.3829,0.59793,15.131,40.181
1.1952e+05,0.94018,3.2908,0.5,0.00355,2150.9,219.21,12.156,11.394,142.16,11.992,40,0.99983,1.5824,70.126,3.8948,2.8656,1.2798,125.4,5.3833,0.99942,3.1259,5.1119,1.2379,1.2379,0.0036271,0.4944,72.197,0.074563,49.695,51.61,0.1393,94.945,0.70299,0.0069909,0.9995,101.31,63.886,17.836,0.0036266,0.44518,42.401,5.3833,0.59792,15.13,40.182
1.2096e+05,0.94026,3.2907,0.5,0.00355,2150.8,219.19,12.156,11.394,142.16,11.992,40,0.99983,1.5831,70.125,3.8943,2.8656,1.2801,125.43,5.3836,0.99942,3.1257,5.1116,1.2379,1.2379,0.0036308,0.4944,72.195,0.07457,49.712,51.61,0.13931,94.942,0.70308,0.0069911,0.99951,101.32,63.887,17.837,0.0036302,0.44526,42.41,5.3836,0.59791,15.13,40.183
1.224e+05,0.94034,3.2906,0.5,0.00355,2150.8,219.17,12.156,11.394,142.16,11.992,40,0.99983,1.5838,70.125,3.8938,2.8657,1.2804,125.45,5.3839,0.99943,3.1254,5.1113,1.2379,1.2379,0.0036344,0.4944,72.193,0.074577,49.728,51.61,0.13932,94.938,0.70317,0.0069912,0.99952,101.34,63.889,17.839,0.0036339,0.44534,42.418,5.3839,0.59791,15.13,40.184
1.2384e+05,0.94042,3.2905,0.5,0.00355,2150.8,219.15,12.156,11.394,142.16,11.992,40,0.99983,1.5845,70.125,3.8934,2.8657,1.2807,125.47,5.3843,0.99944,3.1252,5.111,1.2379,1.2379,0.003638,0.4944,72.191,0.074583,49.745,51.61,0.13933,94.934,0.70325,0.0069914,0.99952,101.35,63.89,17.84,0.0036374,0.44542,42.426,5.3843,0.5979,15.13,40.185
1.2528e+05,0.94051,3.2904,0.5,0.00355,2150.8,219.14,12.157,11.394,142.16,11.992,40,0.99983,1.5852,70.124,3.8929,2.8657,1.2809,125.49,5.3846,0.99944,3.125,5.1107,1.238,1.238,0.0036415,0.49439,72.189,0.07459,49.761,51.61,0.13935,94.931,0.70333,0.0069915,0.99953,101.37,63.892,17.842,0.003641,0.44551,42.434,5.3846,0.5979,15.129,40.185
1.2672e+05,0.94059,3.2904,0.5,0.00355,2150.8,219.12,12.157,11.394,142.16,11.992,40,0.99984,1.5859,70.124,3.8925,2.8657,1.2812,125.52,5.3849,0.99945,3.1248,5.1104,1.238,1.238,0.0036451,0.49439,72.187,0.074597,49.777,51.61,0.13936,94.927,0.70341,0.0069917,0.99953,101.39,63.893,17.844,0.0036445,0.44559,42.442,5.3849,0.59789,15.129,40.186
1.2816e+05,0.94067,3.2903,0.5,0.00355,2150.8,219.11,12.157,11.394,142.16,11.992,40,0.99984,1.5866,70.124,3.8921,2.8657,1.2815,125.54,5.3852,0.99946,3.1246,5.1102,1.238,1.238,0.0036485,0.49439,72.186,0.074603,49.793,51.61,0.13937,94.924,0.70348,0.0069918,0.99954,101.4,63.895,17.845,0.003648,0.44567,42.45,5.3852,0.59789,15.129,40.187
1.296e+05,0.94074,3.2902,0.5,0.00355,2150.8,219.09,12.157,11.394,142.16,11.992,40,0.99984,1.5873,70.123,3.8917,2.8657,1.2818,125.56,5.3856,0.99946,3.1244,5.1099,1.2381,1.2381,0.003652,0.49439,72.184,0.074609,49.808,51.61,0.13938,94.92,0.70356,0.006992,0.99954,101.42,63.896,17.847,0.0036514,0.44574,42.457,5.3856,0.59788,15.129,40.188
1.3104e+05,0.94082,3.2902,0.5,0.00355,2150.7,219.08,12.157,11.394,142.17,11.992,40,0.99984,1.5879,70.123,3.8913,2.8657,1.2821,125.58,5.3859,0.99947,3.1242,5.1096,1.2381,1.2381,0.0036554,0.49439,72.182,0.074615,49.824,51.61,0.1394,94.917,0.70363,0.0069921,0.99955,101.43,63.898,17.848,0.0036548,0.44582,42.465,5.3859,0.59788,15.128,40.189
1.3248e+05,0.9409,3.2901,0.5,0.00355,2150.7,219.06,12.157,11.394,142.17,11.992,40,0.99984,1.5886,70.123,3.8909,2.8657,1.2824,125.61,5.3862,0.99947,3.124,5.1094,1.2381,1.2381,0.0036588,0.49438,72.18,0.074622,49.839,51.61,0.13941,94.914,0.7037,0.0069923,0.99955,101.45,63.899,17.85,0.0036582,0.4459,42.473,5.3862,0.59787,15.128,40.189
1.3392e+05,0.94098,3.29,0.5,0.00355,2150.7,219.05,12.157,11.394,142.17,11.992,40,0.99984,1.5893,70.122,3.8905,2.8657,1.2826,125.63,5.3865,0.99948,3.1238,5.1091,1.2381,1.2381,0.0036621,0.49438,72.179,0.074628,49.854,51.61,0.13942,94.91,0.70377,0.0069925,0.99956,101.46,63.9,17.851,0.0036616,0.44598,42.48,5.3865,0.59787,15.128,40.19
1.3536e+05,0.94105,3.29,0.5,0.00355,2150.7,219.04,12.157,11.394,142.17,11.992,40,0.99985,1.5899,70.122,3.8901,2.8657,1.2829,125.65,5.3868,0.99949,3.1236,5.1089,1.2382,1.2382,0.0036654,0.49438,72.177,0.074633,49.869,51.61,0.13943,94.907,0.70383,0.0069926,0.99956,101.48,63.902,17.853,0.0036649,0.44605,42.488,5.3868,0.59787,15.128,40.191
1.368e+05,0.94113,3.2899,0.5,0.00355,2150.7,219.02,12.157,11.394,142.17,11.992,40,0.99985,1.5906,70.122,3.8898,2.8657,1.2832,125.67,5.3871,0.99949,3.1235,5.1087,1.2382,1.2382,0.0036687,0.49438,72.175,0.074639,49.884,51.61,0.13944,94.904,0.70389,0.0069928,0.99957,101.49,63.903,17.854,0.0036681,0.44613,42.495,5.3871,0.59786,15.128,40.192
1.3824e+05,0.9412,3.2899,0.5,0.00355,2150.7,219.01,12.157,11.394,142.17,11.992,40,0.99985,1.5912,70.121,3.8894,2.8657,1.2835,125.69,5.3874,0.9995,3.1233,5.1084,1.2382,1.2382,0.0036719,0.49438,72.174,0.074645,49.899,51.61,0.13945,94.9,0.70396,0.0069929,0.99957,101.51,63.904,17.856,0.0036714,0.4462,42.502,5.3874,0.59786,15.128,40.193
1.3968e+05,0.94127,3.2898,0.5,0.00355,2150.7,219,12.158,11.394,142.17,11.992,40,0.99985,1.5918,70.121,3.8891,2.8658,1.2837,125.71,5.3877,0.9995,3.1232,5.1082,1.2382,1.2382,0.0036752,0.49437,72.172,0.074651,49.913,51.61,0.13946,94.897,0.70402,0.0069931,0.99958,101.52,63.906,17.857,0.0036746,0.44627,42.509,5.3877,0.59786,15.127,40.193
1.4112e+05,0.94134,3.2898,0.5,0.00355,2150.7,218.99,12.158,11.394,142.17,11.992,40,0.99985,1.5925,70.121,3.8888,2.8658,1.284,125.73,5.388,0.99951,3.123,5.108,1.2383,1.2383,0.0036783,0.49437,72.171,0.074656,49.928,51.61,0.13948,94.894,0.70407,0.0069933,0.99958,101.54,63.907,17.859,0.0036778,0.44634,42.516,5.388,0.59785,15.127,40.194
1.4256e+05,0.94142,3.2897,0.5,0.00355,2150.7,218.98,12.158,11.394,142.18,11.992,40,0.99985,1.5931,70.12,3.8885,2.8658,1.2842,125.75,5.3883,0.99951,3.1229,5.1078,1.2383,1.2383,0.0036815,0.49437,72.169,0.074662,49.942,51.61,0.13949,94.891,0.70413,0.0069934,0.99959,101.55,63.908,17.86,0.0036809,0.44642,42.524,5.3883,0.59785,15.127,40.195
1.44e+05,0.94149,3.2897,0.5,0.00355,2150.7,218.97,12.158,11.394,142.18,11.992,40,0.99986,1.5937,70.12,3.8882,2.8658,1.2845,125.77,5.3886,0.99952,3.1227,5.1076,1.2383,1.2383,0.0036846,0.49437,72.168,0.074667,49.956,51.61,0.1395,94.888,0.70418,0.0069936,0.99959,101.57,63.909,17.861,0.0036841,0.44649,42.53,5.3886,0.59785,15.127,40.196
1.4544e+05,0.94156,3.2896,0.5,0.00355,2150.7,218.96,12.158,11.394,142.18,11.992,40,0.99986,1.5943,70.12,3.8879,2.8658,1.2848,125.79,5.3889,0.99953,3.1226,5.1074,1.2383,1.2383,0.0036877,0.49437,72.167,0.074673,49.97,51.61,0.13951,94.884,0.70424,0.0069937,0.9996,101.58,63.911,17.863,0.0036872,0.44656,42.537,5.3889,0.59784,15.127,40.197
1.4688e+05,0.94163,3.2896,0.5,0.00355,2150.7,218.95,12.158,11.394,142.18,11.992,40,0.99986,1.5949,70.119,3.8876,2.8658,1.285,125.81,5.3892,0.99953,3.1225,5.1072,1.2384,1.2384,0.0036908,0.49436,72.165,0.074678,49.984,51.61,0.13952,94.881,0.70429,0.0069939,0.9996,101.59,63.912,17.864,0.0036902,0.44663,42.544,5.3892,0.59784,15.127,40.197
1.4832e+05,0.9417,3.2895,0.5,0.00355,2150.7,218.94,12.158,11.394,142.18,11.992,40,0.99986,1.5955,70.119,3.8873,2.8658,1.2853,125.83,5.3894,0.99954,3.1224,5.1071,1.2384,1.2384,0.0036938,0.49436,72.164,0.074683,49.998,51.61,0.13953,94.878,0.70434,0.006994,0.99961,101.61,63.913,17.866,0.0036933,0.4467,42.551,5.3894,0.59784,15.127,40.198
1.4976e+05,0.94176,3.2895,0.5,0.00355,2150.7,218.93,12.158,11.394,142.18,11.992,40,0.99986,1.5961,70.119,3.8871,2.8658,1.2855,125.85,5.3897,0.99954,3.1223,5.1069,1.2384,1.2384,0.0036968,0.49436,72.163,0.074688,50.012,51.61,0.13954,94.875,0.70439,0.0069942,0.99961,101.62,63.914,17.867,0.0036963,0.44676,42.558,5.3897,0.59784,15.126,40.199
1.512e+05,0.94183,3.2894,0.5,0.00355,2150.7,218.92,12.158,11.394,142.18,11.992,40,0.99986,1.5967,70.118,3.8868,2.8658,1.2857,125.87,5.39,0.99955,3.1221,5.1067,1.2384,1.2384,0.0036998,0.49436,72.162,0.074693,50.025,51.61,0.13955,94.872,0.70443,0.0069944,0.99961,101.63,63.916,17.868,0.0036992,0.44683,42.564,5.39,0.59783,15.126,40.2
1.5264e+05,0.9419,3.2894,0.5,0.00355,2150.7,218.91,12.158,11.394,142.18,11.992,40,0.99987,1.5973,70.118,3.8866,2.8658,1.286,125.89,5.3903,0.99955,3.122,5.1066,1.2385,1.2385,0.0037027,0.49436,72.16,0.074698,50.038,51.61,0.13956,94.869,0.70448,0.0069945,0.99962,101.65,63.917,17.869,0.0037022,0.4469,42.571,5.3903,0.59783,15.126,40.2
1.5408e+05,0.94196,3.2893,0.5,0.00355,2150.7,218.9,12.158,11.394,142.18,11.992,40,0.99987,1.5978,70.118,3.8863,2.8658,1.2862,125.91,5.3905,0.99956,3.1219,5.1064,1.2385,1.2385,0.0037056,0.49435,72.159,0.074703,50.051,51.61,0.13957,94.866,0.70452,0.0069947,0.99962,101.66,63.918,17.871,0.0037051,0.44696,42.577,5.3905,0.59783,15.126,40.201
1.5552e+05,0.94203,3.2893,0.5,0.00355,2150.7,218.9,12.157,11.394,142.18,11.992,40,0.99987,1.5984,70.117,3.8861,2.8658,1.2865,125.92,5.3908,0.99956,3.1218,5.1063,1.2385,1.2385,0.0037085,0.49435,72.158,0.074708,50.064,51.61,0.13958,94.863,0.70457,0.0069948,0.99963,101.67,63.919,17.872,0.003708,0.44703,42.584,5.3908,0.59783,15.126,40.202
1.5696e+05,0.9421,3.2893,0.5,0.00355,2150.7,218.89,12.157,11.394,142.19,11.992,40,0.99987,1.599,70.117,3.8858,2.8658,1.2867,125.94,5.3911,0.99956,3.1218,5.1061,1.2385,1.2385,0.0037114,0.49435,72.157,0.074713,50.077,51.61,0.13959,94.86,0.70461,0.006995,0.99963,101.69,63.92,17.873,0.0037108,0.4471,42.59,5.3911,0.59783,15.126,40.203
1.584e+05,0.94216,3.2892,0.5,0.00355,2150.7,218.88,12.157,11.394,142.19,11.992,40,0.99987,1.5995,70.117,3.8856,2.8658,1.2869,125.96,5.3913,0.99957,3.1217,5.106,1.2385,1.2385,0.0037142,0.49435,72.156,0.074718,50.09,51.61,0.1396,94.857,0.70465,0.0069951,0.99963,101.7,63.921,17.875,0.0037137,0.44716,42.596,5.3913,0.59782,15.126,40.203
1.5984e+05,0.94222,3.2892,0.5,0.00355,2150.7,218.87,12.157,11.394,142.19,11.992,40,0.99987,1.6001,70.117,3.8854,2.8659,1.2872,125.98,5.3916,0.99957,3.1216,5.1058,1.2386,1.2386,0.003717,0.49435,72.155,0.074722,50.103,51.61,0.13961,94.854,0.70469,0.0069952,0.99964,101.71,63.922,17.876,0.0037165,0.44722,42.603,5.3916,0.59782,15.126,40.204
1.6128e+05,0.94229,3.2891,0.5,0.00355,2150.7,218.87,12.157,11.394,142.19,11.992,40,0.99987,1.6006,70.116,3.8852,2.8659,1.2874,126,5.3918,0.99958,3.1215,5.1057,1.2386,1.2386,0.0037198,0.49435,72.154,0.074727,50.115,51.61,0.13962,94.851,0.70473,0.0069954,0.99964,101.73,63.924,17.877,0.0037192,0.44729,42.609,5.3918,0.59782,15.126,40.205
1.6272e+05,0.94235,3.2891,0.5,0.00355,2150.7,218.86,12.157,11.394,142.19,11.992,40,0.99987,1.6012,70.116,3.885,2.8659,1.2876,126.01,5.3921,0.99958,3.1214,5.1056,1.2386,1.2386,0.0037225,0.49434,72.153,0.074731,50.128,51.61,0.13963,94.849,0.70476,0.0069955,0.99965,101.74,63.925,17.878,0.003722,0.44735,42.615,5.3921,0.59782,15.126,40.206
1.6416e+05,0.94241,3.2891,0.5,0.00355,2150.7,218.86,12.157,11.394,142.19,11.992,40,0.99988,1.6017,70.116,3.8848,2.8659,1.2878,126.03,5.3923,0.99959,3.1214,5.1054,1.2386,1.2386,0.0037252,0.49434,72.152,0.074736,50.14,51.61,0.13964,94.846,0.7048,0.0069957,0.99965,101.75,63.926,17.88,0.0037247,0.44741,42.621,5.3923,0.59782,15.125,40.206
1.656e+05,0.94247,3.289,0.5,0.00355,2150.7,218.85,12.157,11.394,142.19,11.992,40,0.99988,1.6022,70.115,3.8846,2.8659,1.2881,126.05,5.3926,0.99959,3.1213,5.1053,1.2387,1.2387,0.0037279,0.49434,72.151,0.07474,50.152,51.61,0.13965,94.843,0.70483,0.0069958,0.99965,101.76,63.927,17.881,0.0037274,0.44747,42.627,5.3926,0.59782,15.125,40.207
1.6704e+05,0.94253,3.289,0.5,0.00355,2150.7,218.85,12.157,11.394,142.19,11.992,40,0.99988,1.6027,70.115,3.8844,2.8659,1.2883,126.07,5.3928,0.9996,3.1212,5.1052,1.2387,1.2387,0.0037306,0.49434,72.15,0.074745,50.164,51.61,0.13966,94.84,0.70487,0.0069959,0.99966,101.77,63.928,17.882,0.0037301,0.44753,42.633,5.3928,0.59782,15.125,40.208
1.6848e+05,0.94259,3.289,0.5,0.00355,2150.7,218.84,12.157,11.394,142.19,11.992,40,0.99988,1.6033,70.115,3.8842,2.8659,1.2885,126.08,5.3931,0.9996,3.1212,5.1051,1.2387,1.2387,0.0037332,0.49434,72.149,0.074749,50.176,51.61,0.13967,94.838,0.7049,0.0069961,0.99966,101.79,63.929,17.883,0.0037327,0.44759,42.639,5.3931,0.59782,15.125,40.209
1.6992e+05,0.94265,3.289,0.5,0.00355,2150.7,218.84,12.157,11.394,142.19,11.992,40,0.99988,1.6038,70.114,3.8841,2.8659,1.2887,126.1,5.3933,0.9996,3.1211,5.105,1.2387,1.2387,0.0037359,0.49434,72.149,0.074753,50.188,51.61,0.13968,94.835,0.70493,0.0069962,0.99966,101.8,63.93,17.884,0.0037353,0.44765,42.644,5.3933,0.59781,15.125,40.209
1.7136e+05,0.94271,3.2889,0.5,0.00355,2150.7,218.83,12.157,11.394,142.2,11.992,40,0.99988,1.6043,70.114,3.8839,2.8659,1.2889,126.12,5.3936,0.99961,3.1211,5.1049,1.2387,1.2387,0.0037384,0.49433,72.148,0.074757,50.2,51.61,0.13969,94.832,0.70496,0.0069963,0.99967,101.81,63.931,17.885,0.0037379,0.44771,42.65,5.3936,0.59781,15.125,40.21
1.728e+05,0.94277,3.2889,0.5,0.00355,2150.7,218.83,12.157,11.394,142.2,11.992,40,0.99988,1.6048,70.114,3.8837,2.8659,1.2891,126.13,5.3938,0.99961,3.121,5.1048,1.2388,1.2388,0.003741,0.49433,72.147,0.074762,50.211,51.61,0.13969,94.829,0.70499,0.0069964,0.99967,101.82,63.932,17.887,0.0037405,0.44777,42.656,5.3938,0.59781,15.125,40.211
1.7424e+05,0.94283,3.2889,0.5,0.00355,2150.7,218.82,12.157,11.394,142.2,11.992,40,0.99989,1.6053,70.114,3.8836,2.8659,1.2893,126.15,5.394,0.99962,3.121,5.1046,1.2388,1.2388,0.0037436,0.49433,72.146,0.074766,50.223,51.61,0.1397,94.827,0.70502,0.0069966,0.99967,101.83,63.933,17.888,0.0037431,0.44783,42.661,5.394,0.59781,15.125,40.212
1.7568e+05,0.94288,3.2888,0.5,0.00355,2150.7,218.82,12.157,11.394,142.2,11.992,40,0.99989,1.6058,70.113,3.8834,2.8659,1.2896,126.16,5.3943,0.99962,3.1209,5.1046,1.2388,1.2388,0.0037461,0.49433,72.145,0.07477,50.234,51.61,0.13971,94.824,0.70505,0.0069967,0.99968,101.84,63.934,17.889,0.0037456,0.44788,42.667,5.3943,0.59781,15.125,40.212
1.7712e+05,0.94294,3.2888,0.5,0.00355,2150.7,218.82,12.157,11.394,142.2,11.992,40,0.99989,1.6063,70.113,3.8833,2.8659,1.2898,126.18,5.3945,0.99962,3.1209,5.1045,1.2388,1.2388,0.0037486,0.49433,72.145,0.074774,50.245,51.61,0.13972,94.821,0.70507,0.0069968,0.99968,101.86,63.935,17.89,0.0037481,0.44794,42.673,5.3945,0.59781,15.125,40.213
1.7856e+05,0.943,3.2888,0.5,0.00355,2150.8,218.81,12.156,11.394,142.2,11.992,40,0.99989,1.6068,70.113,3.8832,2.8659,1.29,126.2,5.3947,0.99963,3.1208,5.1044,1.2388,1.2388,0.003751,0.49433,72.144,0.074778,50.256,51.61,0.13973,94.819,0.7051,0.0069969,0.99968,101.87,63.936,17.891,0.0037505,0.448,42.678,5.3947,0.59781,15.125,40.214
1.8e+05,0.94305,3.2888,0.5,0.00355,2150.8,218.81,12.156,11.394,142.2,11.992,40,0.99989,1.6072,70.113,3.883,2.8659,1.2902,126.21,5.395,0.99963,3.1208,5.1043,1.2389,1.2389,0.0037535,0.49432,72.143,0.074781,50.268,51.61,0.13974,94.816,0.70512,0.006997,0.99969,101.88,63.937,17.892,0.003753,0.44805,42.683,5.395,0.59781,15.125,40.214
1.8144e+05,0.94311,3.2888,0.5,0.00355,2150.8,218.81,12.156,11.394,142.2,11.992,40,0.99989,1.6077,70.112,3.8829,2.866,1.2904,126.23,5.3952,0.99964,3.1208,5.1042,1.2389,1.2389,0.0037559,0.49432,72.142,0.074785,50.278,51.61,0.13975,94.814,0.70515,0.0069972,0.99969,101.89,63.938,17.893,0.0037554,0.44811,42.689,5.3952,0.59781,15.125,40.215
1.8288e+05,0.94316,3.2887,0.5,0.00355,2150.8,218.8,12.156,11.394,142.2,11.992,40,0.99989,1.6082,70.112,3.8828,2.866,1.2906,126.24,5.3954,0.99964,3.1207,5.1041,1.2389,1.2389,0.0037583,0.49432,72.142,0.074789,50.289,51.61,0.13975,94.811,0.70517,0.0069973,0.99969,101.9,63.939,17.894,0.0037578,0.44816,42.694,5.3954,0.59781,15.125,40.216
1.8432e+05,0.94321,3.2887,0.5,0.00355,2150.8,218.8,12.156,11.394,142.2,11.992,40,0.99989,1.6087,70.112,3.8826,2.866,1.2908,126.26,5.3956,0.99964,3.1207,5.104,1.2389,1.2389,0.0037607,0.49432,72.141,0.074793,50.3,51.61,0.13976,94.809,0.70519,0.0069974,0.9997,101.91,63.94,17.895,0.0037602,0.44821,42.699,5.3956,0.59781,15.125,40.216
