Time,VAS,VVS,CA,ANT,NAE,ANC,PRP,IFP,VG,CNA,VTS,HM,AUH,POT,ARM,CPP,PVS,BFN,BFM,PA,QLO,NID,AHM,AU,STH2NID,VP,VB,RBF,RFN,VUD,TVD,NOD,ANM,VGD,NID2,HR,SVO,AAR,EVR,GFR,RSM,RVG,DLP,ANP,AUM,RR,GLP,PFL,VAE,RSN,QAO,VIF,VEC,VTW,NED
1,0.85209,3.263,0.00355,15,2130,0.99996,210,11.996,11.397,141.9,11.994,40,0.99396,7.9937,0.99701,69.903,3.753,2.7864,1.0263,100.59,5.0173,0.125,0.98711,0.97986,1.0252,3.0042,5.0042,1.204,1.204,0.0012817,0.00089305,0.12775,1.0042,-0.0037219,0.12815,71.372,0.070297,31.937,51.61,0.12634,94.355,0.72955,0.0070955,0.9901,0.98288,83.547,62.138,16.176,0.35709,34.754,5.0167,0.59706,15.011,40.012,0.00039906
1441,0.85276,3.274,0.00355,15,2130.5,0.98911,209,12.04,11.377,142.11,11.971,40,0.99489,7.9979,0.98148,69.459,3.7724,2.8344,1.0236,100.78,5.058,0.125,1.0223,0.98296,1.0084,3.009,5.009,1.2001,1.2001,0.0012209,0.0012329,0.12439,1.001,9.6924e-06,0.12604,71.521,0.070721,32.366,51.61,0.12614,94.768,0.7258,0.0073042,0.99985,0.98551,83.976,61.935,16.151,0.35776,34.224,5.058,0.59383,14.992,39.974,0.0016529
2881,0.85352,3.2738,0.00355,15,2131.2,0.98854,209.17,12.043,11.381,142.1,11.976,40,0.99563,7.9981,0.98268,69.5,3.7744,2.8377,1.0248,100.99,5.063,0.125,1.0224,0.98543,1.0077,3.0096,5.0097,1.2005,1.2005,0.0012315,0.001233,0.12585,1.0009,8.3774e-07,0.12597,71.62,0.070693,32.517,51.61,0.12618,94.86,0.72541,0.0072851,0.99883,0.98761,84.127,61.956,16.156,0.35852,34.259,5.063,0.59441,14.998,39.98,0.00011358
4321,0.85411,3.2734,0.00355,15,2131.4,0.9877,209.35,12.059,11.382,142.1,11.977,40,0.99648,7.9975,0.98296,69.562,3.7754,2.8401,1.0256,101.16,5.0666,0.125,1.0221,0.98828,1.0099,3.0095,5.0098,1.2009,1.2009,0.0012318,0.0012327,0.12617,1.0006,4.8063e-07,0.12623,71.733,0.070631,32.622,51.61,0.12617,94.951,0.72521,0.0072558,0.9977,0.99003,84.232,61.98,16.155,0.35911,34.288,5.0666,0.59466,14.999,39.982,6.0606e-05
5761,0.85458,3.2731,0.00355,15,2131.4,0.98688,209.5,12.074,11.383,142.1,11.978,40,0.99717,7.9971,0.98319,69.616,3.7762,2.842,1.0262,101.29,5.0695,0.125,1.0218,0.99058,1.0116,3.0094,5.0099,1.2013,1.2013,0.0012317,0.0012323,0.1264,1.0004,3.7484e-07,0.12645,71.824,0.070582,32.706,51.61,0.12616,95.023,0.72506,0.0072306,0.99673,0.99199,84.316,62,16.153,0.35958,34.312,5.0695,0.59484,15,39.983,4.4698e-05
7201,0.85496,3.2728,0.00355,15,2131.5,0.98615,209.63,12.088,11.383,142.1,11.978,40,0.99773,7.9968,0.98342,69.661,3.7769,2.8435,1.0267,101.4,5.0719,0.125,1.0216,0.99242,1.0129,3.0093,5.01,1.2016,1.2016,0.0012316,0.001232,0.12658,1.0002,2.9349e-07,0.12661,71.897,0.070544,32.772,51.61,0.12615,95.08,0.72494,0.0072092,0.99591,0.99356,84.382,62.017,16.152,0.35996,34.331,5.0719,0.59498,15,39.983,2.9686e-05
8641,0.85527,3.2726,0.00355,15,2131.5,0.98551,209.74,12.101,11.384,142.1,11.979,40,0.99817,7.9965,0.98364,69.7,3.7774,2.8448,1.0271,101.48,5.0738,0.125,1.0215,0.99388,1.0139,3.0091,5.01,1.2019,1.2019,0.0012314,0.0012318,0.12672,0.99999,2.2898e-07,0.12673,71.955,0.070515,32.824,51.61,0.12614,95.125,0.72484,0.0071909,0.99521,0.9948,84.434,62.031,16.151,0.36027,34.346,5.0738,0.59509,15,39.984,1.6795e-05
10081,0.85552,3.2724,0.00355,15,2131.5,0.98495,209.82,12.113,11.384,142.1,11.979,40,0.99851,7.9964,0.98385,69.734,3.7778,2.8458,1.0275,101.55,5.0755,0.125,1.0214,0.99505,1.0146,3.0089,5.01,1.2022,1.2022,0.0012313,0.0012315,0.12682,0.99983,1.7783e-07,0.12682,72,0.070493,32.866,51.61,0.12613,95.16,0.72476,0.0071751,0.9946,0.99579,84.476,62.044,16.15,0.36052,34.358,5.0755,0.59516,15.001,39.984,6.2954e-06
11521,0.85572,3.2722,0.00355,15,2131.5,0.98445,209.89,12.125,11.384,142.1,11.979,40,0.99879,7.9962,0.98405,69.763,3.7781,2.8467,1.0278,101.61,5.0769,0.125,1.0213,0.99597,1.0151,3.0087,5.01,1.2024,1.2024,0.0012311,0.0012313,0.12689,0.99968,1.3736e-07,0.12689,72.037,0.070476,32.899,51.61,0.12613,95.187,0.7247,0.0071614,0.99407,0.99658,84.509,62.055,16.15,0.36072,34.367,5.0769,0.59522,15.001,39.985,-2.0401e-06
12961,0.85589,3.2721,0.00355,15,2131.5,0.98401,209.95,12.135,11.384,142.1,11.98,40,0.99901,7.9961,0.98424,69.789,3.7783,2.8474,1.0281,101.66,5.078,0.125,1.0212,0.99671,1.0155,3.0084,5.01,1.2026,1.2026,0.001231,0.001231,0.12694,0.99956,1.0538e-07,0.12693,72.065,0.070464,32.925,51.61,0.12613,95.209,0.72465,0.0071494,0.9936,0.9972,84.535,62.065,16.149,0.36089,34.375,5.078,0.59525,15.001,39.985,-8.5577e-06
14401,0.85603,3.272,0.00355,15,2131.5,0.98361,210,12.146,11.385,142.1,11.98,40,0.99919,7.9961,0.98443,69.811,3.7785,2.848,1.0283,101.7,5.079,0.125,1.0212,0.99729,1.0157,3.0082,5.01,1.2027,1.2027,0.0012308,0.0012308,0.12698,0.99944,8.0177e-08,0.12696,72.088,0.070456,32.946,51.61,0.12612,95.226,0.72462,0.0071388,0.99319,0.9977,84.555,62.073,16.149,0.36103,34.382,5.079,0.59527,15,39.985,-1.3596e-05
15841,0.85614,3.272,0.00355,15,2131.5,0.98326,210.05,12.155,11.385,142.1,11.98,40,0.99933,7.996,0.98461,69.831,3.7787,2.8485,1.0285,101.73,5.0799,0.125,1.0211,0.99776,1.0158,3.0079,5.01,1.2029,1.2029,0.0012306,0.0012307,0.127,0.99934,6.0358e-08,0.12698,72.106,0.07045,32.962,51.61,0.12612,95.239,0.72459,0.0071294,0.99282,0.9981,84.572,62.081,16.148,0.36114,34.387,5.0799,0.59529,15,39.985,-1.7449e-05
17281,0.85624,3.2719,0.00355,15,2131.5,0.98294,210.08,12.164,11.385,142.1,11.98,40,0.99944,7.996,0.98479,69.849,3.7788,2.8489,1.0287,101.76,5.0806,0.125,1.0211,0.99813,1.0159,3.0076,5.01,1.203,1.203,0.0012305,0.0012305,0.12701,0.99924,4.4815e-08,0.12699,72.12,0.070446,32.975,51.61,0.12612,95.249,0.72457,0.0071209,0.99248,0.99841,84.585,62.088,16.148,0.36124,34.392,5.0806,0.59529,15,39.985,-2.0359e-05
18721,0.85632,3.2718,0.00355,15,2131.4,0.98264,210.11,12.173,11.385,142.1,11.98,40,0.99953,7.996,0.98496,69.865,3.7789,2.8493,1.0288,101.78,5.0812,0.125,1.0211,0.99843,1.0159,3.0074,5.01,1.2031,1.2031,0.0012304,0.0012303,0.12702,0.99916,3.2663e-08,0.12699,72.132,0.070444,32.986,51.61,0.12612,95.257,0.72455,0.0071133,0.99218,0.99866,84.596,62.094,16.148,0.36132,34.396,5.0812,0.59529,15,39.985,-2.2523e-05
20160,0.85639,3.2718,0.00355,15,2131.2,0.98267,210.14,12.181,11.384,142.09,11.98,40,0.99962,7.996,0.98508,69.882,3.7787,2.8493,1.0289,101.8,5.0814,0.093881,1.0196,0.99873,1.0161,3.007,5.0099,1.2033,1.2033,0.0012309,0.0012152,0.12702,0.99917,-6.2333e-05,0.095383,72.143,0.070435,32.993,51.61,0.12611,95.271,0.72459,0.0071053,0.99189,0.99892,84.603,62.1,16.147,0.36139,34.402,5.0814,0.59518,14.999,39.985,-0.031638
20520,0.8534,3.2461,0.00355,15,2113.1,1.0141,209.3,12.443,11.337,141.79,11.928,40,1.0215,7.9348,0.91549,70.651,3.7118,2.8039,0.99861,100.96,5.0051,0.04,0.95419,1.0718,1.2609,2.9625,4.966,1.2025,1.2025,0.00072157,0.00068285,0.070989,1.0083,-2.6794e-05,0.050438,74.913,0.066813,32.345,51.61,0.12341,97.38,0.73765,0.0067441,0.99373,1.0611,83.955,62.062,15.802,0.3584,34.682,5.0051,0.59118,14.903,39.945,-0.020551
20880,0.85148,3.2368,0.00355,15,2110.7,1.025,208.3,12.499,11.343,141.72,11.936,40,1.0292,7.9125,0.88797,70.736,3.6916,2.789,0.98735,100.42,4.9773,0.04,0.94242,1.0974,1.3499,2.9447,4.9495,1.2009,1.2009,0.0005348,0.00057258,0.05162,1.0114,4.4053e-05,0.053998,75.881,0.065593,32.008,51.61,0.1225,97.965,0.74169,0.006704,0.99772,1.0828,83.618,61.979,15.685,0.35648,34.681,4.9773,0.59241,14.893,39.947,0.0023781
21240,0.85027,3.2364,0.00355,15,2112.4,1.0293,207.6,12.465,11.358,141.72,11.952,40,1.0289,7.911,0.88241,70.587,3.6886,2.7854,0.98449,100.08,4.9693,0.04,0.93976,1.0962,1.3559,2.941,4.9473,1.1995,1.1995,0.00051078,0.00053905,0.048968,1.0127,3.4139e-05,0.054235,75.83,0.065533,31.821,51.61,0.1224,97.906,0.74228,0.0067743,1.0012,1.0818,83.431,61.906,15.672,0.35527,34.605,4.9693,0.59353,14.905,39.96,0.0052666
21600,0.84935,3.2381,0.00355,15,2113.9,1.0304,207.16,12.433,11.367,141.73,11.961,40,1.0264,7.9155,0.88352,70.436,3.688,2.7849,0.98417,99.817,4.9677,0.04,0.94019,1.0879,1.3381,2.9411,4.9487,1.1986,1.1986,0.00052829,0.0005378,0.050512,1.013,1.6474e-05,0.053524,75.503,0.065794,31.668,51.61,0.1225,97.675,0.7424,0.006845,1.0035,1.0747,83.277,61.86,15.685,0.35435,34.518,4.9677,0.59384,14.915,39.967,0.0030127
21960,0.84851,3.2396,0.00355,15,2114.6,1.0306,206.85,12.418,11.371,141.74,11.965,40,1.0241,7.9196,0.88466,70.332,3.6876,2.7845,0.98393,99.579,4.9665,0.04,0.94093,1.0803,1.3217,2.9411,4.9501,1.198,1.198,0.00054168,0.00054094,0.051677,1.0131,6.2274e-06,0.052868,75.207,0.066037,31.51,51.61,0.12259,97.457,0.74249,0.0068938,1.005,1.0682,83.12,61.829,15.696,0.35351,34.437,4.9665,0.59376,14.919,39.968,0.0011915
22320,0.8477,3.2408,0.00355,15,2114.9,1.0308,206.62,12.412,11.373,141.75,11.966,40,1.0223,7.9226,0.88493,70.262,3.6875,2.7838,0.98342,99.352,4.9648,0.04,0.94145,1.0743,1.3096,2.9407,4.951,1.1976,1.1976,0.00054662,0.00054281,0.052021,1.0131,2.3772e-06,0.052385,74.974,0.06622,31.352,51.61,0.12263,97.277,0.74251,0.0069269,1.0061,1.0632,82.962,61.806,15.702,0.3527,34.365,4.9648,0.59354,14.919,39.967,0.00036451
22680,0.84694,3.242,0.00355,15,2114.9,1.031,206.42,12.411,11.373,141.76,11.966,40,1.0208,7.925,0.88476,70.208,3.688,2.783,0.98281,99.138,4.963,0.04,0.94172,1.0693,1.2999,2.9401,4.9517,1.1972,1.1972,0.0005477,0.00054226,0.051991,1.0132,2.4681e-07,0.051997,74.778,0.06637,31.198,51.61,0.12265,97.119,0.74242,0.0069521,1.007,1.0589,82.808,61.788,15.704,0.35194,34.297,4.963,0.5933,14.919,39.965,5.9448e-06
23040,0.84623,3.243,0.00355,15,2114.9,1.0312,206.25,12.412,11.373,141.77,11.966,40,1.0194,7.9272,0.88454,70.164,3.6884,2.7822,0.98222,98.937,4.9614,0.04,0.94194,1.0647,1.2911,2.9396,4.9524,1.1969,1.1969,0.00054782,0.00054143,0.051876,1.0132,-9.8284e-07,0.051642,74.599,0.066507,31.051,51.61,0.12267,96.973,0.74234,0.0069727,1.0078,1.055,82.661,61.772,15.706,0.35123,34.235,4.9614,0.59303,14.918,39.963,-0.000234
23400,0.84556,3.2439,0.00355,15,2114.8,1.0313,206.1,12.414,11.372,141.77,11.965,40,1.0182,7.9292,0.88423,70.127,3.6887,2.7815,0.98163,98.749,4.9598,0.04,0.94211,1.0605,1.2831,2.939,4.9529,1.1966,1.1966,0.000547,0.00054036,0.051679,1.0133,-1.499e-06,0.051324,74.436,0.066632,30.912,51.61,0.12268,96.839,0.74227,0.0069902,1.0085,1.0515,82.522,61.758,15.707,0.35056,34.176,4.9598,0.59275,14.917,39.961,-0.00035502
