Time,VAS,VVS,NID,CA,NAE,PRP,IFP,VG,CNA,VTS,HM,AUH,ARM,CPP,PVS,BFN,BFM,PA,QLO,AU,VP,VB,RBF,RFN,TVD,NOD,HR,SVO,AAR,EVR,GFR,RSM,RVG,DLP,AUM,RR,GLP,PFL,VUD,VAE,RSN,QAO,VIF,VEC,VTW
2.304e+05,0.93568,3.2874,0.5,0.00355,2160.9,218.13,12.162,11.393,142.97,11.991,40,0.99992,1.5811,70.107,3.875,2.8657,1.2802,124.14,5.3819,0.99973,3.1114,5.0941,1.236,1.236,0.0037157,0.49462,72.134,0.07461,48.825,51.61,0.13859,93.937,0.70658,0.0069996,0.99977,100.44,63.788,17.746,0.0037153,0.44068,41.965,5.3819,0.59767,15.115,40.098
2.3184e+05,0.93572,3.2874,0.5,0.00355,2161,218.14,12.161,11.393,142.97,11.991,40,0.99992,1.5814,70.107,3.875,2.8657,1.2804,124.15,5.3821,0.99973,3.1115,5.094,1.236,1.236,0.0037175,0.49462,72.134,0.074612,48.833,51.61,0.1386,93.936,0.70658,0.0069997,0.99977,100.44,63.789,17.746,0.0037171,0.44072,41.969,5.3821,0.59767,15.115,40.099
2.3328e+05,0.93575,3.2874,0.5,0.00355,2161,218.14,12.161,11.393,142.97,11.991,40,0.99992,1.5817,70.107,3.875,2.8657,1.2805,124.16,5.3822,0.99974,3.1115,5.094,1.236,1.236,0.0037192,0.49462,72.133,0.074615,48.84,51.61,0.1386,93.934,0.70659,0.0069997,0.99977,100.45,63.79,17.747,0.0037188,0.44075,41.972,5.3822,0.59767,15.115,40.099
2.3472e+05,0.93579,3.2874,0.5,0.00355,2161,218.14,12.161,11.393,142.97,11.991,40,0.99992,1.582,70.107,3.8749,2.8657,1.2806,124.17,5.3824,0.99974,3.1115,5.094,1.236,1.236,0.003721,0.49462,72.133,0.074617,48.847,51.61,0.13861,93.932,0.70659,0.0069998,0.99978,100.46,63.79,17.748,0.0037206,0.44079,41.976,5.3824,0.59767,15.115,40.1
2.3616e+05,0.93583,3.2874,0.5,0.00355,2161,218.14,12.161,11.393,142.97,11.991,40,0.99992,1.5824,70.107,3.8749,2.8657,1.2807,124.18,5.3825,0.99974,3.1115,5.094,1.236,1.236,0.0037227,0.49462,72.133,0.074619,48.854,51.61,0.13862,93.93,0.7066,0.0069998,0.99978,100.46,63.791,17.748,0.0037223,0.44083,41.979,5.3825,0.59767,15.115,40.1
2.376e+05,0.93586,3.2874,0.5,0.00355,2161,218.14,12.161,11.393,142.97,11.991,40,0.99992,1.5827,70.107,3.8749,2.8657,1.2809,124.19,5.3827,0.99974,3.1115,5.094,1.236,1.236,0.0037244,0.49462,72.133,0.074622,48.861,51.61,0.13862,93.929,0.70661,0.0069998,0.99978,100.47,63.792,17.749,0.003724,0.44086,41.983,5.3827,0.59768,15.115,40.101
2.3904e+05,0.9359,3.2874,0.5,0.00355,2161,218.14,12.161,11.393,142.97,11.991,40,0.99992,1.583,70.107,3.8748,2.8657,1.281,124.2,5.3828,0.99975,3.1115,5.094,1.236,1.236,0.0037261,0.49462,72.132,0.074624,48.868,51.61,0.13863,93.927,0.70661,0.0069999,0.99978,100.48,63.792,17.75,0.0037257,0.4409,41.986,5.3828,0.59768,15.115,40.102
2.4048e+05,0.93593,3.2874,0.5,0.00355,2161,218.14,12.161,11.393,142.97,11.991,40,0.99992,1.5833,70.107,3.8748,2.8657,1.2811,124.21,5.3829,0.99975,3.1116,5.0939,1.2361,1.2361,0.0037277,0.49462,72.132,0.074626,48.875,51.61,0.13863,93.925,0.70661,0.0069999,0.99979,100.49,63.793,17.751,0.0037274,0.44093,41.989,5.3829,0.59768,15.115,40.102
2.4192e+05,0.93597,3.2874,0.5,0.00355,2161,218.14,12.161,11.393,142.97,11.991,40,0.99993,1.5836,70.106,3.8748,2.8657,1.2813,124.22,5.3831,0.99975,3.1116,5.0939,1.2361,1.2361,0.0037294,0.49462,72.132,0.074628,48.882,51.61,0.13864,93.924,0.70662,0.007,0.99979,100.49,63.794,17.751,0.003729,0.44097,41.993,5.3831,0.59768,15.115,40.103
2.4336e+05,0.936,3.2874,0.5,0.00355,2161,218.14,12.161,11.393,142.97,11.991,40,0.99993,1.5839,70.106,3.8748,2.8658,1.2814,124.23,5.3832,0.99975,3.1116,5.0939,1.2361,1.2361,0.003731,0.49462,72.132,0.07463,48.889,51.61,0.13864,93.922,0.70662,0.007,0.99979,100.5,63.794,17.752,0.0037307,0.441,41.996,5.3832,0.59768,15.115,40.103
2.448e+05,0.93603,3.2874,0.5,0.00355,2161.1,218.14,12.161,11.393,142.97,11.991,40,0.99993,1.5842,70.106,3.8747,2.8658,1.2815,124.23,5.3834,0.99976,3.1116,5.0939,1.2361,1.2361,0.0037327,0.49461,72.132,0.074633,48.895,51.61,0.13865,93.92,0.70663,0.007,0.99979,100.51,63.795,17.753,0.0037323,0.44103,41.999,5.3834,0.59768,15.115,40.104
2.4624e+05,0.93607,3.2874,0.5,0.00355,2161.1,218.15,12.161,11.393,142.97,11.991,40,0.99993,1.5845,70.106,3.8747,2.8658,1.2816,124.24,5.3835,0.99976,3.1116,5.0939,1.2361,1.2361,0.0037343,0.49461,72.131,0.074635,48.902,51.61,0.13865,93.919,0.70663,0.0070001,0.99979,100.51,63.796,17.753,0.0037339,0.44107,42.003,5.3835,0.59768,15.115,40.104
2.4768e+05,0.9361,3.2874,0.5,0.00355,2161.1,218.15,12.161,11.393,142.97,11.991,40,0.99993,1.5848,70.106,3.8747,2.8658,1.2818,124.25,5.3836,0.99976,3.1117,5.0939,1.2361,1.2361,0.0037359,0.49461,72.131,0.074637,48.909,51.61,0.13866,93.917,0.70664,0.0070001,0.9998,100.52,63.796,17.754,0.0037355,0.4411,42.006,5.3836,0.59768,15.115,40.105
2.4912e+05,0.93613,3.2874,0.5,0.00355,2161.1,218.15,12.161,11.393,142.97,11.991,40,0.99993,1.585,70.106,3.8747,2.8658,1.2819,124.26,5.3838,0.99976,3.1117,5.0939,1.2361,1.2361,0.0037375,0.49461,72.131,0.074639,48.915,51.61,0.13866,93.915,0.70664,0.0070001,0.9998,100.53,63.797,17.754,0.0037371,0.44113,42.009,5.3838,0.59768,15.115,40.105
2.5056e+05,0.93617,3.2874,0.5,0.00355,2161.1,218.15,12.161,11.393,142.98,11.991,40,0.99993,1.5853,70.106,3.8747,2.8658,1.282,124.27,5.3839,0.99976,3.1117,5.0939,1.2361,1.2361,0.003739,0.49461,72.131,0.074641,48.922,51.61,0.13867,93.914,0.70664,0.0070002,0.9998,100.53,63.798,17.755,0.0037387,0.44117,42.012,5.3839,0.59768,15.115,40.106
2.52e+05,0.9362,3.2874,0.5,0.00355,2161.1,218.15,12.16,11.393,142.98,11.991,40,0.99993,1.5856,70.106,3.8746,2.8658,1.2821,124.28,5.3841,0.99977,3.1117,5.0939,1.2362,1.2362,0.0037406,0.49461,72.131,0.074643,48.928,51.61,0.13867,93.912,0.70665,0.0070002,0.9998,100.54,63.798,17.756,0.0037403,0.4412,42.015,5.3841,0.59768,15.115,40.106
2.5344e+05,0.93623,3.2874,0.5,0.00355,2161.1,218.15,12.16,11.393,142.98,11.991,40,0.99993,1.5859,70.106,3.8746,2.8658,1.2822,124.29,5.3842,0.99977,3.1117,5.0938,1.2362,1.2362,0.0037421,0.49461,72.131,0.074645,48.934,51.61,0.13868,93.911,0.70665,0.0070002,0.9998,100.54,63.799,17.756,0.0037418,0.44123,42.018,5.3842,0.59768,15.115,40.107
2.5488e+05,0.93626,3.2874,0.5,0.00355,2161.1,218.15,12.16,11.393,142.98,11.991,40,0.99993,1.5862,70.106,3.8746,2.8658,1.2823,124.3,5.3843,0.99977,3.1118,5.0938,1.2362,1.2362,0.0037437,0.49461,72.13,0.074647,48.941,51.61,0.13868,93.909,0.70665,0.0070003,0.99981,100.55,63.799,17.757,0.0037433,0.44126,42.021,5.3843,0.59768,15.115,40.107
2.5632e+05,0.93629,3.2874,0.5,0.00355,2161.2,218.15,12.16,11.393,142.98,11.991,40,0.99993,1.5864,70.106,3.8746,2.8658,1.2825,124.31,5.3844,0.99977,3.1118,5.0938,1.2362,1.2362,0.0037452,0.49461,72.13,0.074649,48.947,51.61,0.13869,93.908,0.70665,0.0070003,0.99981,100.56,63.8,17.758,0.0037448,0.44129,42.024,5.3844,0.59768,15.115,40.108
2.5776e+05,0.93632,3.2874,0.5,0.00355,2161.2,218.16,12.16,11.393,142.98,11.991,40,0.99993,1.5867,70.106,3.8746,2.8658,1.2826,124.32,5.3846,0.99978,3.1118,5.0938,1.2362,1.2362,0.0037467,0.49461,72.13,0.074651,48.953,51.61,0.13869,93.906,0.70666,0.0070003,0.99981,100.56,63.8,17.758,0.0037463,0.44132,42.027,5.3846,0.59768,15.115,40.108
2.592e+05,0.93635,3.2874,0.5,0.00355,2161.2,218.16,12.16,11.393,142.98,11.991,40,0.99993,1.587,70.106,3.8746,2.8658,1.2827,124.33,5.3847,0.99978,3.1118,5.0938,1.2362,1.2362,0.0037481,0.49461,72.13,0.074653,48.959,51.61,0.1387,93.905,0.70666,0.0070003,0.99981,100.57,63.801,17.759,0.0037478,0.44135,42.03,5.3847,0.59768,15.115,40.108
2.6064e+05,0.93638,3.2873,0.5,0.00355,2161.2,218.16,12.16,11.393,142.98,11.991,40,0.99993,1.5873,70.106,3.8746,2.8658,1.2828,124.33,5.3848,0.99978,3.1119,5.0938,1.2362,1.2362,0.0037496,0.49461,72.13,0.074655,48.965,51.61,0.1387,93.903,0.70666,0.0070004,0.99981,100.58,63.802,17.759,0.0037493,0.44138,42.033,5.3848,0.59768,15.115,40.109
2.6208e+05,0.93642,3.2873,0.5,0.00355,2161.2,218.16,12.16,11.393,142.98,11.991,40,0.99993,1.5875,70.106,3.8745,2.8658,1.2829,124.34,5.385,0.99978,3.1119,5.0938,1.2362,1.2362,0.0037511,0.49461,72.13,0.074657,48.971,51.61,0.13871,93.902,0.70666,0.0070004,0.99982,100.58,63.802,17.76,0.0037507,0.44142,42.036,5.385,0.59768,15.115,40.109
2.6352e+05,0.93644,3.2873,0.5,0.00355,2161.2,218.16,12.16,11.393,142.98,11.991,40,0.99994,1.5878,70.105,3.8745,2.8658,1.283,124.35,5.3851,0.99978,3.1119,5.0938,1.2362,1.2362,0.0037525,0.49461,72.13,0.074658,48.977,51.61,0.13871,93.9,0.70666,0.0070004,0.99982,100.59,63.803,17.761,0.0037522,0.44144,42.039,5.3851,0.59768,15.115,40.11
2.6496e+05,0.93647,3.2873,0.5,0.00355,2161.2,218.16,12.16,11.393,142.98,11.991,40,0.99994,1.588,70.105,3.8745,2.8658,1.2831,124.36,5.3852,0.99979,3.1119,5.0938,1.2363,1.2363,0.0037539,0.4946,72.129,0.07466,48.983,51.61,0.13871,93.899,0.70667,0.0070004,0.99982,100.59,63.803,17.761,0.0037536,0.44147,42.042,5.3852,0.59768,15.115,40.11
2.664e+05,0.9365,3.2873,0.5,0.00355,2161.2,218.17,12.16,11.393,142.98,11.991,40,0.99994,1.5883,70.105,3.8745,2.8658,1.2832,124.37,5.3853,0.99979,3.112,5.0938,1.2363,1.2363,0.0037553,0.4946,72.129,0.074662,48.989,51.61,0.13872,93.897,0.70667,0.0070005,0.99982,100.6,63.804,17.762,0.003755,0.4415,42.045,5.3853,0.59769,15.116,40.111
2.6784e+05,0.93653,3.2873,0.5,0.00355,2161.2,218.17,12.16,11.393,142.98,11.991,40,0.99994,1.5886,70.105,3.8745,2.8658,1.2833,124.38,5.3854,0.99979,3.112,5.0938,1.2363,1.2363,0.0037567,0.4946,72.129,0.074664,48.995,51.61,0.13872,93.896,0.70667,0.0070005,0.99982,100.6,63.804,17.762,0.0037564,0.44153,42.048,5.3854,0.59769,15.116,40.111
2.6928e+05,0.93656,3.2873,0.5,0.00355,2161.3,218.17,12.16,11.393,142.98,11.991,40,0.99994,1.5888,70.105,3.8745,2.8658,1.2835,124.38,5.3856,0.99979,3.112,5.0938,1.2363,1.2363,0.0037581,0.4946,72.129,0.074666,49,51.61,0.13873,93.894,0.70667,0.0070005,0.99982,100.61,63.805,17.763,0.0037578,0.44156,42.051,5.3856,0.59769,15.116,40.112
2.7072e+05,0.93659,3.2873,0.5,0.00355,2161.3,218.17,12.16,11.393,142.98,11.991,40,0.99994,1.5891,70.105,3.8745,2.8658,1.2836,124.39,5.3857,0.9998,3.112,5.0938,1.2363,1.2363,0.0037595,0.4946,72.129,0.074667,49.006,51.61,0.13873,93.893,0.70667,0.0070005,0.99983,100.62,63.806,17.763,0.0037592,0.44159,42.053,5.3857,0.59769,15.116,40.112
2.7216e+05,0.93662,3.2873,0.5,0.00355,2161.3,218.17,12.16,11.393,142.98,11.991,40,0.99994,1.5893,70.105,3.8745,2.8658,1.2837,124.4,5.3858,0.9998,3.1121,5.0938,1.2363,1.2363,0.0037609,0.4946,72.129,0.074669,49.011,51.61,0.13874,93.891,0.70667,0.0070005,0.99983,100.62,63.806,17.764,0.0037606,0.44162,42.056,5.3858,0.59769,15.116,40.113
2.736e+05,0.93665,3.2873,0.5,0.00355,2161.3,218.17,12.16,11.393,142.98,11.991,40,0.99994,1.5896,70.105,3.8745,2.8658,1.2838,124.41,5.3859,0.9998,3.1121,5.0938,1.2363,1.2363,0.0037622,0.4946,72.129,0.074671,49.017,51.61,0.13874,93.89,0.70667,0.0070006,0.99983,100.63,63.807,17.765,0.0037619,0.44165,42.059,5.3859,0.59769,15.116,40.113
2.7504e+05,0.93667,3.2873,0.5,0.00355,2161.3,218.18,12.16,11.393,142.98,11.991,40,0.99994,1.5898,70.105,3.8745,2.8658,1.2839,124.42,5.386,0.9998,3.1121,5.0938,1.2363,1.2363,0.0037635,0.4946,72.129,0.074673,49.023,51.61,0.13875,93.889,0.70668,0.0070006,0.99983,100.63,63.807,17.765,0.0037632,0.44167,42.061,5.386,0.59769,15.116,40.113
2.7648e+05,0.9367,3.2873,0.5,0.00355,2161.3,218.18,12.16,11.393,142.98,11.991,40,0.99994,1.59,70.105,3.8745,2.8658,1.284,124.42,5.3861,0.9998,3.1122,5.0938,1.2363,1.2363,0.0037649,0.4946,72.129,0.074674,49.028,51.61,0.13875,93.887,0.70668,0.0070006,0.99983,100.64,63.808,17.766,0.0037646,0.4417,42.064,5.3861,0.59769,15.116,40.114
2.7792e+05,0.93673,3.2873,0.5,0.00355,2161.3,218.18,12.159,11.393,142.99,11.991,40,0.99994,1.5903,70.105,3.8745,2.8658,1.2841,124.43,5.3863,0.9998,3.1122,5.0938,1.2364,1.2364,0.0037662,0.4946,72.128,0.074676,49.033,51.61,0.13875,93.886,0.70668,0.0070006,0.99983,100.64,63.808,17.766,0.0037659,0.44173,42.067,5.3863,0.59769,15.116,40.114
2.7936e+05,0.93676,3.2873,0.5,0.00355,2161.3,218.18,12.159,11.393,142.99,11.991,40,0.99994,1.5905,70.105,3.8745,2.8658,1.2842,124.44,5.3864,0.99981,3.1122,5.0938,1.2364,1.2364,0.0037675,0.4946,72.128,0.074678,49.039,51.61,0.13876,93.885,0.70668,0.0070006,0.99984,100.65,63.809,17.767,0.0037672,0.44176,42.069,5.3864,0.59769,15.116,40.115
2.808e+05,0.93678,3.2873,0.5,0.00355,2161.4,218.18,12.159,11.393,142.99,11.991,40,0.99994,1.5908,70.105,3.8745,2.8658,1.2843,124.45,5.3865,0.99981,3.1122,5.0938,1.2364,1.2364,0.0037688,0.4946,72.128,0.074679,49.044,51.61,0.13876,93.883,0.70668,0.0070007,0.99984,100.65,63.809,17.767,0.0037685,0.44178,42.072,5.3865,0.59769,15.116,40.115
2.8224e+05,0.93681,3.2873,0.5,0.00355,2161.4,218.18,12.159,11.393,142.99,11.991,40,0.99994,1.591,70.105,3.8745,2.8658,1.2844,124.45,5.3866,0.99981,3.1123,5.0938,1.2364,1.2364,0.00377,0.4946,72.128,0.074681,49.049,51.61,0.13877,93.882,0.70668,0.0070007,0.99984,100.66,63.81,17.768,0.0037697,0.44181,42.074,5.3866,0.59769,15.116,40.116
2.8368e+05,0.93684,3.2873,0.5,0.00355,2161.4,218.19,12.159,11.393,142.99,11.991,40,0.99994,1.5912,70.105,3.8745,2.8658,1.2845,124.46,5.3867,0.99981,3.1123,5.0938,1.2364,1.2364,0.0037713,0.4946,72.128,0.074683,49.054,51.61,0.13877,93.881,0.70668,0.0070007,0.99984,100.66,63.81,17.768,0.003771,0.44184,42.077,5.3867,0.59769,15.116,40.116
2.8512e+05,0.93686,3.2873,0.5,0.00355,2161.4,218.19,12.159,11.393,142.99,11.991,40,0.99994,1.5914,70.105,3.8745,2.8659,1.2846,124.47,5.3868,0.99981,3.1123,5.0938,1.2364,1.2364,0.0037725,0.4946,72.128,0.074684,49.06,51.61,0.13877,93.879,0.70668,0.0070007,0.99984,100.67,63.811,17.769,0.0037723,0.44186,42.079,5.3868,0.59769,15.116,40.116
2.8656e+05,0.93689,3.2873,0.5,0.00355,2161.4,218.19,12.159,11.393,142.99,11.991,40,0.99994,1.5917,70.105,3.8745,2.8659,1.2847,124.48,5.3869,0.99982,3.1123,5.0938,1.2364,1.2364,0.0037738,0.49459,72.128,0.074686,49.065,51.61,0.13878,93.878,0.70668,0.0070007,0.99984,100.67,63.811,17.769,0.0037735,0.44189,42.082,5.3869,0.59769,15.116,40.117
2.88e+05,0.93691,3.2873,0.5,0.00355,2161.4,218.19,12.159,11.393,142.99,11.991,40,0.99995,1.5919,70.105,3.8745,2.8659,1.2847,124.48,5.387,0.99982,3.1124,5.0938,1.2364,1.2364,0.003775,0.49459,72.128,0.074687,49.07,51.61,0.13878,93.877,0.70668,0.0070007,0.99984,100.68,63.812,17.77,0.0037747,0.44191,42.084,5.387,0.59769,15.116,40.117
2.8944e+05,0.93694,3.2873,0.5,0.00355,2161.4,218.19,12.159,11.393,142.99,11.991,40,0.99995,1.5921,70.105,3.8745,2.8659,1.2848,124.49,5.3871,0.99982,3.1124,5.0938,1.2364,1.2364,0.0037762,0.49459,72.128,0.074689,49.075,51.61,0.13879,93.876,0.70668,0.0070007,0.99985,100.68,63.812,17.77,0.003776,0.44194,42.087,5.3871,0.59769,15.116,40.118
2.9088e+05,0.93696,3.2873,0.5,0.00355,2161.4,218.2,12.159,11.393,142.99,11.991,40,0.99995,1.5923,70.105,3.8745,2.8659,1.2849,124.5,5.3872,0.99982,3.1124,5.0938,1.2364,1.2364,0.0037774,0.49459,72.128,0.07469,49.08,51.61,0.13879,93.874,0.70668,0.0070008,0.99985,100.69,63.813,17.771,0.0037772,0.44196,42.089,5.3872,0.59769,15.116,40.118
2.9232e+05,0.93699,3.2873,0.5,0.00355,2161.4,218.2,12.159,11.393,142.99,11.991,40,0.99995,1.5926,70.105,3.8745,2.8659,1.285,124.5,5.3873,0.99982,3.1125,5.0938,1.2364,1.2364,0.0037786,0.49459,72.128,0.074692,49.084,51.61,0.13879,93.873,0.70668,0.0070008,0.99985,100.69,63.813,17.771,0.0037784,0.44199,42.092,5.3873,0.5977,15.116,40.118
2.9376e+05,0.93701,3.2873,0.5,0.00355,2161.5,218.2,12.159,11.393,142.99,11.991,40,0.99995,1.5928,70.105,3.8745,2.8659,1.2851,124.51,5.3874,0.99982,3.1125,5.0938,1.2365,1.2365,0.0037798,0.49459,72.128,0.074693,49.089,51.61,0.1388,93.872,0.70668,0.0070008,0.99985,100.7,63.814,17.772,0.0037795,0.44201,42.094,5.3874,0.5977,15.116,40.119
2.952e+05,0.93704,3.2873,0.5,0.00355,2161.5,218.2,12.159,11.393,142.99,11.991,40,0.99995,1.593,70.105,3.8745,2.8659,1.2852,124.52,5.3875,0.99983,3.1125,5.0938,1.2365,1.2365,0.003781,0.49459,72.127,0.074695,49.094,51.61,0.1388,93.871,0.70668,0.0070008,0.99985,100.7,63.814,17.772,0.0037807,0.44204,42.096,5.3875,0.5977,15.116,40.119
2.9664e+05,0.93706,3.2873,0.5,0.00355,2161.5,218.2,12.159,11.393,142.99,11.991,40,0.99995,1.5932,70.105,3.8745,2.8659,1.2853,124.52,5.3876,0.99983,3.1125,5.0938,1.2365,1.2365,0.0037821,0.49459,72.127,0.074696,49.099,51.61,0.1388,93.869,0.70668,0.0070008,0.99985,100.71,63.815,17.773,0.0037819,0.44206,42.099,5.3876,0.5977,15.116,40.12
2.9808e+05,0.93708,3.2873,0.5,0.00355,2161.5,218.21,12.159,11.393,142.99,11.991,40,0.99995,1.5934,70.105,3.8745,2.8659,1.2854,124.53,5.3877,0.99983,3.1126,5.0938,1.2365,1.2365,0.0037833,0.49459,72.127,0.074698,49.104,51.61,0.13881,93.868,0.70668,0.0070008,0.99986,100.71,63.815,17.773,0.003783,0.44208,42.101,5.3877,0.5977,15.116,40.12
2.9952e+05,0.93711,3.2873,0.5,0.00355,2161.5,218.21,12.159,11.393,142.99,11.991,40,0.99995,1.5936,70.105,3.8745,2.8659,1.2855,124.54,5.3878,0.99983,3.1126,5.0938,1.2365,1.2365,0.0037844,0.49459,72.127,0.074699,49.108,51.61,0.13881,93.867,0.70668,0.0070008,0.99986,100.72,63.815,17.774,0.0037842,0.44211,42.103,5.3878,0.5977,15.116,40.12
3.0096e+05,0.93713,3.2873,0.5,0.00355,2161.5,218.21,12.159,11.393,142.99,11.991,40,0.99995,1.5938,70.105,3.8745,2.8659,1.2856,124.54,5.3879,0.99983,3.1126,5.0938,1.2365,1.2365,0.0037856,0.49459,72.127,0.074701,49.113,51.61,0.13882,93.866,0.70668,0.0070008,0.99986,100.72,63.816,17.774,0.0037853,0.44213,42.106,5.3879,0.5977,15.116,40.121
3.024e+05,0.93716,3.2873,0.5,0.00355,2161.5,218.21,12.159,11.393,142.99,11.991,40,0.99995,1.594,70.105,3.8745,2.8659,1.2856,124.55,5.388,0.99983,3.1127,5.0938,1.2365,1.2365,0.0037867,0.49459,72.127,0.074702,49.118,51.61,0.13882,93.865,0.70668,0.0070008,0.99986,100.73,63.816,17.774,0.0037864,0.44216,42.108,5.388,0.5977,15.116,40.121
3.0384e+05,0.93718,3.2873,0.5,0.00355,2161.5,218.21,12.159,11.393,142.99,11.991,40,0.99995,1.5942,70.105,3.8745,2.8659,1.2857,124.56,5.3881,0.99984,3.1127,5.0938,1.2365,1.2365,0.0037878,0.49459,72.127,0.074703,49.122,51.61,0.13882,93.864,0.70668,0.0070008,0.99986,100.73,63.817,17.775,0.0037875,0.44218,42.11,5.3881,0.5977,15.116,40.121
3.0528e+05,0.9372,3.2873,0.5,0.00355,2161.5,218.22,12.159,11.393,142.99,11.991,40,0.99995,1.5944,70.105,3.8745,2.8659,1.2858,124.56,5.3882,0.99984,3.1127,5.0939,1.2365,1.2365,0.0037889,0.49459,72.127,0.074705,49.127,51.61,0.13883,93.862,0.70668,0.0070008,0.99986,100.74,63.817,17.775,0.0037886,0.4422,42.112,5.3882,0.5977,15.116,40.122
3.0672e+05,0.93722,3.2873,0.5,0.00355,2161.5,218.22,12.159,11.393,142.99,11.991,40,0.99995,1.5946,70.105,3.8745,2.8659,1.2859,124.57,5.3883,0.99984,3.1127,5.0939,1.2365,1.2365,0.00379,0.49459,72.127,0.074706,49.131,51.61,0.13883,93.861,0.70667,0.0070009,0.99986,100.74,63.818,17.776,0.0037897,0.44222,42.114,5.3883,0.5977,15.116,40.122
3.0816e+05,0.93725,3.2873,0.5,0.00355,2161.6,218.22,12.159,11.393,142.99,11.991,40,0.99995,1.5948,70.105,3.8745,2.8659,1.286,124.58,5.3884,0.99984,3.1128,5.0939,1.2365,1.2365,0.0037911,0.49459,72.127,0.074707,49.135,51.61,0.13883,93.86,0.70667,0.0070009,0.99986,100.75,63.818,17.776,0.0037908,0.44225,42.117,5.3884,0.5977,15.116,40.122
3.096e+05,0.93727,3.2873,0.5,0.00355,2161.6,218.22,12.159,11.393,142.99,11.991,40,0.99995,1.595,70.105,3.8745,2.8659,1.2861,124.58,5.3885,0.99984,3.1128,5.0939,1.2366,1.2366,0.0037921,0.49459,72.127,0.074709,49.14,51.61,0.13884,93.859,0.70667,0.0070009,0.99987,100.75,63.819,17.777,0.0037919,0.44227,42.119,5.3885,0.5977,15.116,40.123
3.1104e+05,0.93729,3.2873,0.5,0.00355,2161.6,218.22,12.159,11.393,143,11.991,40,0.99995,1.5952,70.105,3.8745,2.8659,1.2861,124.59,5.3886,0.99984,3.1128,5.0939,1.2366,1.2366,0.0037932,0.49458,72.127,0.07471,49.144,51.61,0.13884,93.858,0.70667,0.0070009,0.99987,100.75,63.819,17.777,0.0037929,0.44229,42.121,5.3886,0.5977,15.116,40.123
3.1248e+05,0.93731,3.2873,0.5,0.00355,2161.6,218.22,12.158,11.393,143,11.991,40,0.99995,1.5954,70.105,3.8745,2.8659,1.2862,124.59,5.3887,0.99985,3.1129,5.0939,1.2366,1.2366,0.0037942,0.49458,72.127,0.074711,49.148,51.61,0.13884,93.857,0.70667,0.0070009,0.99987,100.76,63.819,17.778,0.003794,0.44231,42.123,5.3887,0.5977,15.116,40.124
3.1392e+05,0.93733,3.2873,0.5,0.00355,2161.6,218.23,12.158,11.393,143,11.991,40,0.99995,1.5956,70.104,3.8745,2.8659,1.2863,124.6,5.3888,0.99985,3.1129,5.0939,1.2366,1.2366,0.0037953,0.49458,72.127,0.074713,49.153,51.61,0.13885,93.856,0.70667,0.0070009,0.99987,100.76,63.82,17.778,0.003795,0.44233,42.125,5.3888,0.5977,15.116,40.124
3.1536e+05,0.93735,3.2873,0.5,0.00355,2161.6,218.23,12.158,11.393,143,11.991,40,0.99995,1.5958,70.104,3.8745,2.8659,1.2864,124.61,5.3889,0.99985,3.1129,5.0939,1.2366,1.2366,0.0037963,0.49458,72.127,0.074714,49.157,51.61,0.13885,93.855,0.70667,0.0070009,0.99987,100.77,63.82,17.778,0.0037961,0.44235,42.127,5.3889,0.5977,15.117,40.124
3.168e+05,0.93738,3.2873,0.5,0.00355,2161.6,218.23,12.158,11.393,143,11.991,40,0.99995,1.596,70.104,3.8745,2.8659,1.2865,124.61,5.389,0.99985,3.1129,5.0939,1.2366,1.2366,0.0037973,0.49458,72.127,0.074715,49.161,51.61,0.13885,93.854,0.70667,0.0070009,0.99987,100.77,63.821,17.779,0.0037971,0.44238,42.129,5.389,0.5977,15.117,40.125
3.1824e+05,0.9374,3.2873,0.5,0.00355,2161.6,218.23,12.158,11.393,143,11.991,40,0.99996,1.5962,70.104,3.8745,2.8659,1.2865,124.62,5.389,0.99985,3.113,5.0939,1.2366,1.2366,0.0037983,0.49458,72.127,0.074717,49.165,51.61,0.13886,93.853,0.70667,0.0070009,0.99987,100.78,63.821,17.779,0.0037981,0.4424,42.131,5.389,0.5977,15.117,40.125
3.1968e+05,0.93742,3.2873,0.5,0.00355,2161.6,218.23,12.158,11.393,143,11.991,40,0.99996,1.5963,70.104,3.8745,2.8659,1.2866,124.62,5.3891,0.99985,3.113,5.0939,1.2366,1.2366,0.0037993,0.49458,72.127,0.074718,49.169,51.61,0.13886,93.852,0.70667,0.0070009,0.99987,100.78,63.821,17.78,0.0037991,0.44242,42.133,5.3891,0.59771,15.117,40.125
3.2112e+05,0.93744,3.2873,0.5,0.00355,2161.6,218.24,12.158,11.393,143,11.991,40,0.99996,1.5965,70.104,3.8745,2.8659,1.2867,124.63,5.3892,0.99985,3.113,5.0939,1.2366,1.2366,0.0038003,0.49458,72.126,0.074719,49.173,51.61,0.13886,93.85,0.70666,0.0070009,0.99988,100.78,63.822,17.78,0.0038001,0.44244,42.135,5.3892,0.59771,15.117,40.126
