1,19.137
1441,18.973
2881,18.973
4321,18.971
5761,18.969
7201,18.967
8641,18.966
10081,18.965
11521,18.965
12961,18.964
14401,18.964
15841,18.964
17281,18.964
18721,18.965
20160,18.965
20520,18.744
20880,18.752
21240,18.723
21600,18.694
21960,18.667
22320,18.641
22680,18.618
23040,18.596
23400,18.575
23760,18.555
24120,18.536
24480,18.518
24840,18.501
25200,18.485
25560,18.47
25920,18.456
26280,18.442
26640,18.429
27000,18.416
27360,18.404
27720,18.393
28080,18.382
28440,18.372
28800,18.363
29160,18.353
29520,18.345
29880,18.336
30240,18.329
30240,18.329
30600,18.71
30960,18.746
31320,18.794
31680,18.84
32040,18.883
32400,18.924
32760,18.963
33120,19.001
33480,19.037
33840,19.072
34200,19.105
34560,19.138
34920,19.169
35280,19.199
35640,19.228
36000,19.255
36360,19.282
36720,19.308
37080,19.332
37440,19.356
37800,19.379
38160,19.401
38520,19.422
38880,19.442
39240,19.461
39600,19.48
39960,19.498
40320,19.515
40320,19.515
51120,19.801
61920,19.88
72720,19.904
83520,19.913
94320,19.918
1.0512e+05,19.921
1.1592e+05,19.924
1.2672e+05,19.927
1.3752e+05,19.929
1.4832e+05,19.931
1.5912e+05,19.933
1.6992e+05,19.935
1.8072e+05,19.936
1.9152e+05,19.938
2.0232e+05,19.939
2.1312e+05,19.94
2.2392e+05,19.941
2.3472e+05,19.942
2.4552e+05,19.943
2.5632e+05,19.943
2.6712e+05,19.944
2.7792e+05,19.945
