Time,VAS,VVS,CA,ANT,NAE,ANC,PRP,IFP,VG,CNA,VTS,HM,AUH,POT,ARM,CPP,PVS,BFN,BFM,PA,QLO,NID,AHM,AU,STH2NID,VP,VB,RBF,RFN,VUD,TVD,NOD,ANM,VGD,NID2,HR,SVO,AAR,EVR,GFR,RSM,RVG,DLP,ANP,AUM,RR,GLP,PFL,VAE,RSN,QAO,VIF,VEC,VTW,NED
1,0.85209,3.263,0.00355,15,2130,0.99996,210,11.996,11.397,141.89,11.994,40,0.99396,7.9937,0.99701,69.903,3.753,2.7864,1.0263,100.59,5.0173,0.1,0.98707,0.97986,1,3.0042,5.0042,1.204,1.204,0.0012817,0.00089265,0.12775,1.0042,-0.0037302,0.1,71.372,0.070297,31.937,51.61,0.12634,94.355,0.72955,0.0070955,0.9901,0.98288,83.547,62.138,16.176,0.35709,34.754,5.0167,0.59705,15.011,40.012,-0.02775
1441,0.85043,3.2624,0.00355,15,2124.2,1.0063,207.99,12.128,11.369,141.98,11.962,40,1.0037,7.9706,0.94612,69.643,3.7393,2.8114,1.0077,100.12,5.0174,0.1,0.98882,1.0124,1,2.9865,4.9879,1.1983,1.1983,0.00097396,0.00099271,0.09665,1.006,1.8837e-05,0.1,72.629,0.069082,31.946,51.61,0.12485,95.65,0.73221,0.007218,1.0043,1.0106,83.555,61.843,15.986,0.35543,34.282,5.0174,0.59313,14.961,39.966,0.0033504
2881,0.85017,3.2646,0.00355,15,2125.9,1.0052,207.86,12.113,11.378,142,11.971,40,1.0017,7.9761,0.9493,69.569,3.7442,2.815,1.009,100.05,5.0221,0.1,0.99177,1.0056,1,2.9879,4.9911,1.1981,1.1981,0.0010061,0.0010053,0.099937,1.0057,2.3078e-07,0.1,72.368,0.069396,31.893,51.61,0.12502,95.448,0.73127,0.0072526,1.0047,1.0048,83.503,61.835,16.008,0.35517,34.211,5.0221,0.59361,14.972,39.973,6.2801e-05
4321,0.84996,3.2653,0.00355,15,2125.8,1.0043,207.89,12.132,11.377,142,11.971,40,1.0011,7.9781,0.94937,69.591,3.7459,2.8167,1.0091,99.989,5.0241,0.1,0.99255,1.0036,1,2.9873,4.992,1.1983,1.1983,0.0010077,0.0010067,0.10006,1.0054,-7.3536e-08,0.1,72.291,0.069498,31.83,51.61,0.12504,95.375,0.73093,0.0072422,1.0042,1.0031,83.44,61.846,16.01,0.35496,34.169,5.0241,0.5935,14.971,39.972,-6.2246e-05
5761,0.84982,3.2658,0.00355,15,2125.7,1.0035,207.91,12.15,11.377,142,11.971,40,1.0007,7.9795,0.94931,69.616,3.7473,2.8181,1.0092,99.949,5.0259,0.1,0.99305,1.0023,1,2.9866,4.9926,1.1985,1.1985,0.0010077,0.0010069,0.10005,1.0052,1.114e-09,0.1,72.242,0.06957,31.783,51.61,0.12504,95.325,0.73066,0.0072305,1.0037,1.002,83.393,61.857,16.01,0.35482,34.137,5.0259,0.59343,14.97,39.97,-5.3791e-05
7201,0.84973,3.2662,0.00355,15,2125.7,1.0028,207.94,12.167,11.377,142,11.971,40,1.0004,7.9806,0.94929,69.641,3.7485,2.8194,1.0093,99.924,5.0274,0.1,0.99345,1.0013,1,2.9858,4.9931,1.1987,1.1987,0.0010078,0.001007,0.10006,1.005,1.4323e-08,0.1,72.206,0.069626,31.748,51.61,0.12504,95.287,0.73043,0.0072187,1.0032,1.0011,83.358,61.867,16.011,0.35473,34.112,5.0274,0.59338,14.969,39.969,-5.6633e-05
8641,0.84968,3.2665,0.00355,15,2125.6,1.0022,207.96,12.184,11.377,142,11.971,40,1.0002,7.9815,0.9493,69.666,3.7495,2.8205,1.0095,99.909,5.0289,0.1,0.99376,1.0007,1,2.9851,4.9936,1.1989,1.1989,0.0010077,0.001007,0.10006,1.0048,2.0599e-08,0.1,72.181,0.06967,31.722,51.61,0.12504,95.26,0.73024,0.007207,1.0027,1.0006,83.332,61.877,16.011,0.35468,34.093,5.0289,0.59333,14.968,39.968,-6.025e-05
10081,0.84965,3.2668,0.00355,15,2125.5,1.0016,207.98,12.2,11.377,142.01,11.971,40,1.0001,7.9822,0.94934,69.691,3.7503,2.8215,1.0096,99.902,5.0302,0.1,0.99401,1.0002,1,2.9844,4.994,1.1991,1.1991,0.0010076,0.0010069,0.10006,1.0046,2.3072e-08,0.1,72.164,0.069705,31.703,51.61,0.12504,95.239,0.73007,0.0071954,1.0022,1.0002,83.312,61.887,16.011,0.35465,34.079,5.0302,0.59329,14.968,39.967,-6.3612e-05
11521,0.84965,3.267,0.00355,15,2125.4,1.001,208,12.215,11.377,142.01,11.971,40,0.99996,7.9828,0.9494,69.714,3.7511,2.8223,1.0097,99.901,5.0314,0.1,0.9942,0.99987,1,2.9836,4.9943,1.1993,1.1993,0.0010074,0.0010068,0.10007,1.0045,2.1245e-08,0.1,72.152,0.069733,31.688,51.61,0.12504,95.223,0.72992,0.0071842,1.0017,0.99989,83.298,61.896,16.011,0.35465,34.068,5.0314,0.59326,14.967,39.966,-6.9142e-05
12961,0.84965,3.2671,0.00355,15,2125.3,1.0005,208.02,12.229,11.378,142.01,11.971,40,0.9999,7.9833,0.94948,69.737,3.7518,2.8231,1.0099,99.903,5.0324,0.1,0.99435,0.99965,1,2.9828,4.9946,1.1995,1.1995,0.0010072,0.0010066,0.10007,1.0044,2.0904e-08,0.1,72.144,0.069755,31.678,51.61,0.12504,95.212,0.72979,0.0071735,1.0013,0.9997,83.288,61.905,16.01,0.35465,34.059,5.0324,0.59323,14.966,39.965,-7.0868e-05
