Time,NID,NAE,CNA,PA,QLO,VP,VTS,VB,TVD,NOD,HR,QAO,VEC,VTW
105120,0.1875,2126.8,142.24,106.16,5.1442,2.9545,11.985,5.035,0.0016504,0.18711,72.22,5.1442,14.952,39.906
115920,0.1875,2127.3,142.25,106.19,5.1445,2.9573,11.985,5.0328,0.0016615,0.18712,72.208,5.1445,14.955,39.913
126720,0.1875,2127.7,142.25,106.21,5.1448,2.9603,11.985,5.0309,0.0016715,0.18712,72.19799999999999,5.1448,14.958,39.919
137520,0.1875,2128.2,142.25,106.23,5.1451,2.9633,11.985,5.0294,0.0016806,0.18712,72.19,5.1451,14.96,39.926
148320,0.1875,2128.6,142.26,106.26,5.1453,2.9663,11.985,5.0282,0.0016888,0.18712,72.18300000000001,5.1453,14.963,39.932
159120,0.1875,2129.1,142.26,106.28,5.1456,2.9693,11.984,5.0272,0.0016962,0.18713,72.17700000000001,5.1456,14.966,39.938
169920,0.1875,2129.5,142.26,106.3,5.1458,2.9722,11.984,5.0264,0.0017029,0.18713,72.172,5.1458,14.969,39.944
180720,0.1875,2130,142.26,106.31,5.1461,2.975,11.984,5.0257,0.001709,0.18713,72.16800000000001,5.1461,14.972,39.949
191520,0.1875,2130.4,142.27,106.33,5.1463,2.9777,11.984,5.0251,0.0017146,0.18713,72.16500000000001,5.1463,14.974,39.954
202320,0.1875,2130.8,142.27,106.34,5.1465,2.9804,11.984,5.0247,0.0017196,0.18713,72.163,5.1465,14.977,39.958
213120,0.1875,2131.1,142.27,106.36,5.1467,2.9829,11.984,5.0243,0.0017242,0.18714,72.161,5.1467,14.98,39.963
223920,0.1875,2131.5,142.27,106.37,5.1469,2.9853,11.984,5.024,0.0017283,0.18714,72.15900000000001,5.1469,14.982,39.967
234720,0.1875,2131.8,142.27,106.38,5.1471,2.9876,11.984,5.0238,0.0017321,0.18714,72.158,5.1471,14.984,39.971
245520,0.1875,2132.2,142.27,106.39,5.1472,2.9898,11.984,5.0236,0.0017355,0.18714,72.157,5.1472,14.986,39.974
256320,0.1875,2132.5,142.27,106.4,5.1474,2.9919,11.984,5.0234,0.0017387,0.18715,72.15600000000001,5.1474,14.988,39.978
267120,0.1875,2132.8,142.28,106.41,5.1475,2.9939,11.984,5.0232,0.0017415,0.18715,72.155,5.1475,14.99,39.981
277920,0.1875,2133,142.28,106.42,5.1476,2.9958,11.984,5.0231,0.0017441,0.18715,72.155,5.1476,14.992,39.984
