Time,VAS,VVS,NID,CA,NAE,PRP,IFP,VG,CNA,VTS,HM,AUH,CPP,PVS,BFN,BFM,PA,QLO,AU,VP,VB,RBF,RFN,TVD,NOD,HR,SVO,AAR,EVR,GFR,RSM,RVG,DLP,AUM,RR,GLP,PFL,VUD,VAE,RSN,QAO,VIF,VEC,VTW
1.8072e+05,0.87241,3.2746,0.1875,0.00355,2130,208.44,12.237,11.388,142.26,11.984,40,0.99997,70.064,3.7972,2.8608,1.0744,106.31,5.1461,0.99989,2.975,5.0257,1.2108,1.2108,0.001709,0.18713,72.168,0.071306,36.191,51.61,0.1286,95.416,0.72107,0.0070201,0.9999,87.801,62.492,16.466,0.0017086,0.37741,35.834,5.1461,0.59601,14.972,39.949
1.9152e+05,0.87247,3.2744,0.1875,0.00355,2130.4,208.63,12.238,11.388,142.27,11.984,40,0.99997,70.064,3.7964,2.8608,1.0746,106.33,5.1463,0.9999,2.9777,5.0251,1.2109,1.2109,0.0017146,0.18713,72.165,0.071313,36.202,51.61,0.12861,95.415,0.72121,0.0070198,0.99991,87.812,62.493,16.467,0.0017141,0.37747,35.84,5.1463,0.596,14.974,39.954
2.0232e+05,0.87252,3.2743,0.1875,0.00355,2130.8,208.82,12.24,11.388,142.27,11.984,40,0.99997,70.065,3.7957,2.8608,1.0748,106.34,5.1465,0.9999,2.9804,5.0247,1.2109,1.2109,0.0017196,0.18713,72.163,0.071318,36.213,51.61,0.12862,95.414,0.72133,0.0070193,0.99992,87.823,62.494,16.468,0.0017192,0.37752,35.846,5.1465,0.59598,14.977,39.958
2.1312e+05,0.87257,3.2742,0.1875,0.00355,2131.1,209,12.241,11.388,142.27,11.984,40,0.99997,70.066,3.7952,2.8608,1.0749,106.36,5.1467,0.99991,2.9829,5.0243,1.2109,1.2109,0.0017242,0.18714,72.161,0.071323,36.222,51.61,0.12862,95.413,0.72143,0.0070188,0.99992,87.832,62.496,16.469,0.0017238,0.37757,35.851,5.1467,0.59597,14.98,39.963
2.2392e+05,0.87262,3.2742,0.1875,0.00355,2131.5,209.18,12.243,11.388,142.27,11.984,40,0.99998,70.068,3.7948,2.8609,1.0751,106.37,5.1469,0.99992,2.9853,5.024,1.211,1.211,0.0017283,0.18714,72.159,0.071327,36.231,51.61,0.12863,95.412,0.72151,0.0070181,0.99993,87.841,62.497,16.47,0.0017279,0.37762,35.855,5.1469,0.59596,14.982,39.967
2.3472e+05,0.87266,3.2741,0.1875,0.00355,2131.8,209.34,12.244,11.388,142.27,11.984,40,0.99998,70.069,3.7945,2.8609,1.0752,106.38,5.1471,0.99992,2.9876,5.0238,1.211,1.211,0.0017321,0.18714,72.158,0.071331,36.239,51.61,0.12864,95.411,0.72158,0.0070173,0.99994,87.849,62.499,16.471,0.0017317,0.37766,35.859,5.1471,0.59595,14.984,39.971
2.4552e+05,0.8727,3.2741,0.1875,0.00355,2132.2,209.5,12.245,11.388,142.27,11.984,40,0.99998,70.071,3.7942,2.8609,1.0754,106.39,5.1472,0.99993,2.9898,5.0236,1.211,1.211,0.0017355,0.18714,72.157,0.071334,36.246,51.61,0.12864,95.411,0.72163,0.0070166,0.99994,87.856,62.5,16.472,0.0017352,0.3777,35.863,5.1472,0.59593,14.986,39.974
2.5632e+05,0.87274,3.274,0.1875,0.00355,2132.5,209.65,12.247,11.388,142.27,11.984,40,0.99998,70.073,3.7939,2.8609,1.0755,106.4,5.1474,0.99994,2.9919,5.0234,1.211,1.211,0.0017387,0.18715,72.156,0.071337,36.253,51.61,0.12865,95.41,0.72168,0.0070158,0.99995,87.863,62.501,16.472,0.0017384,0.37774,35.867,5.1474,0.59592,14.988,39.978
2.6712e+05,0.87277,3.274,0.1875,0.00355,2132.8,209.8,12.248,11.388,142.28,11.984,40,0.99998,70.074,3.7938,2.8609,1.0756,106.41,5.1475,0.99994,2.9939,5.0232,1.2111,1.2111,0.0017415,0.18715,72.155,0.071339,36.259,51.61,0.12865,95.409,0.72171,0.0070151,0.99995,87.869,62.502,16.473,0.0017412,0.37777,35.87,5.1475,0.59592,14.99,39.981
2.7792e+05,0.8728,3.274,0.1875,0.00355,2133,209.93,12.249,11.388,142.28,11.984,40,0.99998,70.076,3.7936,2.8609,1.0757,106.42,5.1476,0.99995,2.9958,5.0231,1.2111,1.2111,0.0017441,0.18715,72.155,0.071342,36.264,51.61,0.12866,95.408,0.72174,0.0070143,0.99995,87.874,62.504,16.473,0.0017438,0.3778,35.873,5.1476,0.59591,14.992,39.984
