Time,NID,NAE,CNA,PA,QLO,VP,VTS,VB,TVD,NOD,HR,QAO,VEC,VTW
26991,0.0208,2124.3,141.03,73.531,4.8508,2.5423,12.508,4.6509,0.00024908,0.015519,99.772,4.8508,15.062,40.213
27075,0.0208,2126.5,141.1,73.398,4.8697,2.5515,12.507,4.6611,0.00025002,0.015714,98.673,4.8698,15.071,40.209
27087,0.0208,2126.8,141.11,73.379,4.8726,2.5529,12.507,4.6625,0.00025017,0.015742,98.512,4.8726,15.072,40.208
27087,0.0208,2126.8,141.11,73.379,4.8726,2.5529,12.507,4.6625,0.00025017,0.015742,98.512,4.8726,15.072,40.208
27101,0.0208,2127.1,141.12,73.409,4.8698,2.5569,12.504,4.6668,0.00021512,0.015776,97.963,4.8698,15.073,40.207
27114,0.0208,2127.5,141.14,73.477,4.868,2.5648,12.496,4.6747,8.7907e-05,0.015823,96.927,4.8677,15.073,40.205
27128,0.0208,2127.8,141.17,73.595,4.8647,2.578,12.482,4.6881,0,0.015897,95.186,4.865,15.072,40.201
27128,0.0208,2127.8,141.17,73.601,4.8647,2.5787,12.482,4.6888,0,0.0159,95.106,4.8646,15.072,40.201
27130,0.0208,2127.8,141.17,73.618,4.8645,2.5805,12.48,4.6906,0,0.015908,94.881,4.8645,15.073,40.201
27135,0.0208,2127.9,141.18,73.696,4.8637,2.5887,12.471,4.6988,0,0.015942,93.845,4.8636,15.073,40.199
27144,0.0208,2128.1,141.19,73.88,4.8617,2.6086,12.451,4.7189,0,0.016017,91.334,4.8619,15.072,40.196
27152,0.0208,2128.3,141.2,74.137,4.8606,2.6379,12.422,4.7482,0,0.016118,87.718,4.8606,15.072,40.194
27161,0.0208,2128.4,141.22,74.471,4.8627,2.6798,12.38,4.7902,0,0.016254,82.685,4.8636,15.072,40.191
27170,0.0208,2128.5,141.23,74.858,4.8745,2.7377,12.321,4.8481,0,0.016434,76.013,4.8744,15.072,40.189
27173,0.0208,2128.6,141.23,75.012,4.8835,2.7654,12.293,4.8758,0,0.01652,72.935,4.8873,15.071,40.187
27173,0.0208,2128.6,141.23,75.012,4.8835,2.7654,12.293,4.8758,0,0.01652,72.935,4.8873,15.071,40.187
27174,0.0208,2128.6,141.23,75.031,4.8856,2.7716,12.287,4.882,0,0.016538,72.303,4.8838,15.071,40.187
27174,0.0208,2128.6,141.23,75.031,4.8856,2.7716,12.287,4.882,0,0.016538,72.303,4.8838,15.071,40.187
27174,0.0208,2128.6,141.23,75.052,4.8846,2.774,12.285,4.8844,0,0.016546,72.029,4.8856,15.071,40.187
27174,0.0208,2128.6,141.23,75.052,4.8846,2.774,12.285,4.8844,0,0.016546,72.029,4.8856,15.071,40.187
27175,0.0208,2128.6,141.23,75.06,4.8844,2.7765,12.282,4.8869,0,0.016554,71.763,4.8839,15.071,40.187
27175,0.0208,2128.6,141.23,75.094,4.881,2.7819,12.277,4.8923,0,0.016571,71.133,4.8808,15.071,40.187
27177,0.0208,2128.6,141.24,75.151,4.8762,2.7928,12.266,4.9032,0,0.016604,69.916,4.8763,15.071,40.187
27179,0.0208,2128.6,141.24,75.295,4.8655,2.8176,12.241,4.928,0,0.016679,67.177,4.8652,15.071,40.186
27180,0.0208,2128.6,141.24,75.407,4.8627,2.8271,12.231,4.9375,0,0.016708,66.187,4.8638,15.071,40.185
27180,0.0208,2128.6,141.24,75.407,4.8627,2.8271,12.231,4.9375,0,0.016708,66.187,4.8638,15.071,40.185
27185,0.0208,2128.6,141.24,75.918,4.8546,2.8734,12.184,4.9838,0,0.016847,61.495,4.8558,15.071,40.184
27189,0.0208,2128.6,141.25,76.369,4.8614,2.9228,12.135,5.0332,0,0.019383,56.854,4.8609,15.07,40.183
27189,0.0208,2128.6,141.25,76.404,4.8628,2.9271,12.13,5.0375,0,0.025845,56.462,4.8625,15.07,40.183
27190,0.0208,2128.6,141.25,76.439,4.8645,2.9315,12.126,5.0419,0,0.032655,56.065,4.8642,15.07,40.182
27190,0.0208,2128.6,141.25,76.439,4.8645,2.9315,12.126,5.0419,0,0.032655,56.065,4.8642,15.07,40.182
27191,0.0208,2128.6,141.25,76.611,4.8695,2.9401,12.117,5.0505,0,0.04781,55.359,4.8689,15.07,40.182
27192,0.0208,2128.5,141.26,76.953,4.8794,2.9568,12.098,5.0672,0,0.07952,53.984,4.8784,15.068,40.18
27193,0.0208,2128.4,141.26,77.096,4.8841,2.9639,12.09,5.0743,0,0.094844,53.41,4.8833,15.067,40.179
27193,0.0208,2128.4,141.26,77.096,4.8841,2.9639,12.09,5.0743,0,0.094844,53.41,4.8833,15.067,40.179
27196,0.0208,2128,141.29,77.657,4.9067,2.9922,12.056,5.1026,0,0.16743,51.188,4.9057,15.062,40.172
27200,0.0208,2127.1,141.36,78.27,4.9411,3.0246,12.01,5.135,0,0.28436,48.803,4.9407,15.048,40.155
27205,0.0208,2125.6,141.45,78.665,4.9693,3.0462,11.968,5.1565,0,0.39466,47.305,4.969,15.028,40.129
27209,0.0208,2123.7,141.55,78.887,4.9855,3.0583,11.932,5.1686,0,0.47642,46.488,4.9854,15.003,40.097
27214,0.0208,2121.4,141.65,78.993,4.9902,3.0636,11.9,5.174,0.00027081,0.52212,46.126,4.9902,14.977,40.06
27216,0.0208,2120.3,141.69,79.02,4.9907,3.0652,11.886,5.1756,0.00035832,0.53528,46.049,4.9906,14.964,40.042
27221,0.0208,2117.3,141.79,79.046,4.988,3.0662,11.854,5.1766,0.00046388,0.54857,46.012,4.9881,14.933,39.997
27227,0.0208,2114.4,141.87,79.028,4.9797,3.0643,11.826,5.1747,0.00046651,0.5408,46.14,4.9797,14.903,39.952
27232,0.0208,2111.5,141.95,78.986,4.9682,3.0608,11.801,5.1712,0.00041479,0.52196,46.363,4.9683,14.875,39.91
27239,0.0208,2108.1,142.04,78.914,4.9521,3.0551,11.774,5.1655,0.00031936,0.49177,46.711,4.9521,14.842,39.86
27247,0.0208,2104.1,142.14,78.804,4.9304,3.0466,11.744,5.157,0.00018631,0.44918,47.23,4.9304,14.803,39.802
27259,0.0208,2099.2,142.25,78.635,4.9017,3.0338,11.71,5.1441,2.3871e-05,0.3915,48.013,4.9017,14.757,39.731
27273,0.0208,2094,142.38,78.403,4.8696,3.017,11.678,5.1272,0,0.32467,49.074,4.8695,14.707,39.656
27274,0.0208,2093.7,142.38,78.387,4.8677,3.0159,11.676,5.1262,0,0.32091,49.147,4.8678,14.705,39.652
27277,0.0208,2092.7,142.4,78.34,4.8625,3.0126,11.67,5.1229,0,0.30913,49.365,4.8626,14.696,39.638
27278,0.0208,2092.4,142.41,78.325,4.8609,3.0116,11.669,5.1219,0,0.30538,49.434,4.8609,14.693,39.634
27283,0.0208,2091,142.44,78.252,4.8529,3.0064,11.661,5.1167,0,0.28743,49.777,4.853,14.68,39.614
27298,0.0208,2087.2,142.52,78.03,4.8316,2.991,11.642,5.1013,0,0.23841,50.805,4.8317,14.645,39.562
27316,0.0208,2083.5,142.6,77.738,4.8096,2.9715,11.627,5.0818,0,0.18316,52.152,4.8096,14.611,39.51
27317,0.0208,2083.2,142.6,77.711,4.8078,2.9698,11.626,5.08,0,0.17848,52.277,4.8079,14.608,39.506
27325,0.0208,2081.9,142.63,77.574,4.7999,2.961,11.623,5.0713,0,0.15614,52.908,4.8,14.596,39.488
27346,0.0208,2079.3,142.68,77.234,4.7847,2.9399,11.62,5.0501,0,0.10742,54.477,4.7848,14.573,39.453
27346,0.0208,2079.3,142.68,77.234,4.7847,2.9399,11.62,5.0501,0,0.10742,54.477,4.7848,14.573,39.453
27346,0.0208,2079.3,142.68,77.234,4.7847,2.9399,11.62,5.0501,0,0.10742,54.477,4.7848,14.573,39.453
27366,0.0208,2077.7,142.72,76.893,4.7748,2.9197,11.626,5.0299,0,0.066551,56.055,4.7748,14.558,39.429
27393,0.0208,2076.7,142.74,76.472,4.7683,2.8957,11.64,5.0058,0.00011724,0.024768,58.018,4.7684,14.549,39.414
27395,0.0208,2076.7,142.74,76.434,4.7684,2.8937,11.642,5.0038,0.00013428,0.023055,58.196,4.7684,14.549,39.413
27397,0.0208,2076.6,142.74,76.418,4.7684,2.8928,11.643,5.0029,0.00014181,0.023056,58.276,4.7685,14.549,39.413
27403,0.0208,2076.6,142.74,76.332,4.7679,2.8879,11.648,4.998,0.00017758,0.023057,58.682,4.768,14.548,39.412
27417,0.0208,2076.4,142.73,76.118,4.7664,2.876,11.659,4.9861,0.00026229,0.023045,59.683,4.7665,14.547,39.411
27418,0.0208,2076.4,142.73,76.094,4.7663,2.8747,11.66,4.9848,0.0002718,0.023042,59.793,4.7665,14.547,39.411
27418,0.0208,2076.4,142.73,76.094,4.7663,2.8747,11.66,4.9848,0.0002718,0.023042,59.793,4.7665,14.547,39.411
27425,0.0208,2076.3,142.73,76.052,4.7666,2.8684,11.666,4.9785,0.0003188,0.023028,60.38,4.7667,14.547,39.411
27432,0.0208,2076.2,142.72,76.003,4.7673,2.8616,11.673,4.9717,0.00037077,0.023011,61.019,4.7673,14.547,39.411
27456,0.0208,2076,142.69,75.773,4.7734,2.834,11.702,4.9441,0.00059081,0.022923,63.724,4.7734,14.548,39.415
27478,0.0208,2075.8,142.65,75.452,4.7866,2.8023,11.737,4.9124,0.00085636,0.022797,67.011,4.7871,14.552,39.424
27496,0.0208,2075.7,142.59,75.028,4.8085,2.7665,11.778,4.8765,0.0011653,0.022638,70.918,4.8076,14.557,39.438
27496,0.0208,2075.7,142.59,75.028,4.8085,2.7665,11.778,4.8765,0.0011653,0.022638,70.918,4.8076,14.557,39.438
27498,0.0208,2075.7,142.58,74.958,4.8112,2.7614,11.784,4.8714,0.0012104,0.022615,71.507,4.812,14.558,39.44
27498,0.0208,2075.7,142.58,74.958,4.8112,2.7614,11.784,4.8714,0.0012104,0.022615,71.507,4.812,14.558,39.44
27500,0.0208,2075.7,142.57,74.904,4.8141,2.7575,11.789,4.8676,0.0012454,0.022597,71.97,4.8136,14.559,39.441
27500,0.0208,2075.7,142.57,74.904,4.8141,2.7575,11.789,4.8676,0.0012454,0.022597,71.97,4.8136,14.559,39.441
27500,0.0208,2075.7,142.57,74.903,4.8141,2.7575,11.789,4.8675,0.0012455,0.022597,71.972,4.8136,14.559,39.441
27500,0.0208,2075.7,142.57,74.903,4.8141,2.7575,11.789,4.8675,0.0012455,0.022597,71.972,4.8136,14.559,39.441
27500,0.0208,2075.7,142.57,74.904,4.8141,2.7575,11.789,4.8675,0.0012456,0.022597,71.973,4.8137,14.559,39.441
27500,0.0208,2075.7,142.57,74.896,4.8142,2.7569,11.79,4.8669,0.0012517,0.022594,72.045,4.8148,14.559,39.441
27500,0.0208,2075.7,142.57,74.896,4.8142,2.7569,11.79,4.8669,0.0012517,0.022594,72.045,4.8148,14.559,39.441
27501,0.0208,2075.7,142.57,74.885,4.8149,2.7562,11.79,4.8662,0.0012581,0.022591,72.129,4.8149,14.559,39.442
27501,0.0208,2075.7,142.57,74.861,4.8152,2.7542,11.793,4.8642,0.0012787,0.022582,72.354,4.8153,14.559,39.442
27503,0.0208,2075.7,142.56,74.797,4.8148,2.7489,11.799,4.8589,0.0013408,0.022558,72.93,4.8148,14.56,39.444
27508,0.0208,2075.7,142.53,74.749,4.8133,2.7376,11.813,4.8476,0.0015072,0.022504,74.221,4.8132,14.563,39.449
27515,0.0208,2075.7,142.48,74.655,4.8105,2.7157,11.84,4.8257,0.0019031,0.022384,76.754,4.8105,14.568,39.46
27525,0.0208,2075.7,142.39,74.506,4.8096,2.6842,11.881,4.7942,0.0025498,0.022169,80.516,4.8097,14.577,39.479
27541,0.0208,2075.8,142.19,74.169,4.8157,2.627,11.959,4.7371,0.0037938,0.021656,87.643,4.8157,14.599,39.523
27551,0.0208,2075.9,142.01,73.836,4.8268,2.582,12.023,4.6922,0.0048032,0.021178,93.497,4.8269,14.618,39.564
27561,0.0208,2076.1,141.79,73.356,4.8467,2.5278,12.102,4.638,0.0060548,0.020555,100.81,4.8465,14.642,39.615
27562,0.0208,2076.1,141.77,73.301,4.849,2.522,12.111,4.6323,0.0061905,0.020487,101.6,4.85,14.645,39.621
27562,0.0208,2076.1,141.77,73.301,4.849,2.522,12.111,4.6323,0.0061905,0.020487,101.6,4.85,14.645,39.621
27564,0.0208,2076.2,141.72,73.272,4.8329,2.5127,12.124,4.623,0.0064283,0.020368,102.67,4.8329,14.649,39.631
27565,0.0208,2076.2,141.68,73.299,4.7987,2.5058,12.136,4.6161,0.0066663,0.020245,103.33,4.7987,14.654,39.641
27567,0.0208,2076.2,141.64,73.341,4.7761,2.5022,12.144,4.6125,0.0068464,0.020146,103.69,4.776,14.658,39.649
27568,0.0208,2076.3,141.59,73.426,4.7536,2.4989,12.153,4.6093,0.0070841,0.019995,104.06,4.7535,14.664,39.662
27573,0.0208,2076.4,141.46,73.651,4.7365,2.4965,12.169,4.6069,0.0073692,0.019649,104.45,4.7367,14.678,39.692
27577,0.0208,2076.5,141.34,73.832,4.7392,2.4961,12.183,4.6066,0.0072658,0.01931,104.61,4.7392,14.691,39.723
27582,0.0208,2076.6,141.24,73.939,4.742,2.4949,12.196,4.6055,0.0068899,0.018985,104.8,4.742,14.703,39.752
27587,0.0208,2076.8,141.13,73.997,4.739,2.492,12.211,4.6026,0.0062979,0.018605,105.11,4.739,14.715,39.787
27595,0.0208,2077,141.01,74.027,4.7279,2.4866,12.231,4.5973,0.0055191,0.018097,105.66,4.7278,14.73,39.831
27606,0.0208,2077.4,140.86,74.056,4.7116,2.4789,12.257,4.5898,0.0046661,0.017433,106.44,4.7116,14.748,39.885
27618,0.0208,2077.9,140.73,74.082,4.6995,2.4725,12.28,4.5836,0.0039945,0.016853,107.11,4.6995,14.764,39.931
27638,0.0208,2078.6,140.57,74.105,4.683,2.4631,12.312,4.5746,0.0030184,0.016008,108.07,4.683,14.788,39.996
27668,0.0208,2079.9,140.41,74.107,4.6667,2.4534,12.348,4.5655,0.0020061,0.015104,109.04,4.6668,14.813,40.062
27698,0.0208,2081.1,140.32,74.084,4.658,2.4476,12.372,4.5603,0.0013707,0.014503,109.56,4.658,14.832,40.104
27738,0.0208,2082.9,140.27,74.031,4.6535,2.4441,12.393,4.5575,0.00087277,0.014015,109.77,4.6536,14.849,40.136
27786,0.0208,2085.1,140.26,73.947,4.6543,2.4438,12.409,4.5582,0.00056277,0.013718,109.58,4.6544,14.865,40.156
27835,0.0208,2087.2,140.29,73.853,4.6589,2.446,12.419,4.5614,0.00041403,0.01361,109.12,4.6589,14.878,40.165
27893,0.0208,2089.8,140.34,73.734,4.6669,2.4503,12.428,4.5669,0.00033086,0.013615,108.4,4.6669,14.891,40.169
27965,0.0208,2092.8,140.41,73.59,4.6784,2.4567,12.436,4.5747,0.00029114,0.013718,107.41,4.6784,14.905,40.169
28055,0.0208,2096.5,140.51,73.413,4.6945,2.4655,12.443,4.5851,0.00027362,0.013911,106.12,4.6945,14.921,40.168
28145,0.0208,2100,140.6,73.243,4.7116,2.4748,12.449,4.5959,0.00026681,0.014127,104.83,4.7116,14.936,40.165
28235,0.0208,2103.3,140.69,73.08,4.7295,2.4842,12.453,4.6067,0.00026323,0.014348,103.55,4.7295,14.95,40.162
28325,0.0208,2106.4,140.78,72.926,4.7479,2.4936,12.457,4.6176,0.00026109,0.01457,102.31,4.7479,14.963,40.159
28415,0.0208,2109.3,140.86,72.779,4.7667,2.5031,12.459,4.6283,0.00025987,0.014788,101.09,4.7667,14.975,40.155
28505,0.0208,2112.1,140.94,72.64,4.7857,2.5125,12.461,4.6389,0.00025936,0.015002,99.92,4.7857,14.986,40.151
28595,0.0208,2114.6,141.01,72.509,4.8049,2.5218,12.462,4.6492,0.0002594,0.015211,98.791,4.8049,14.996,40.148
28685,0.0208,2117,141.08,72.386,4.8241,2.5309,12.463,4.6594,0.00025988,0.015414,97.708,4.8241,15.006,40.144
28772,0.0208,2119.2,141.14,72.274,4.8425,2.5396,12.463,4.6689,0.00026065,0.015603,96.704,4.8425,15.014,40.141
28772,0.0208,2119.2,141.14,72.274,4.8425,2.5396,12.463,4.6689,0.00026065,0.015603,96.704,4.8425,15.014,40.141
28786,0.0208,2119.5,141.15,72.304,4.84,2.5436,12.46,4.673,0.00022547,0.015637,96.171,4.8396,15.016,40.14
28801,0.0208,2119.9,141.17,72.372,4.8382,2.5515,12.452,4.6811,9.8498e-05,0.015684,95.136,4.838,15.016,40.138
28814,0.0208,2120.2,141.2,72.484,4.835,2.5644,12.439,4.6941,0,0.015757,93.446,4.8353,15.015,40.134
28815,0.0208,2120.2,141.2,72.49,4.8349,2.565,12.438,4.6947,0,0.01576,93.37,4.8349,15.015,40.133
28816,0.0208,2120.2,141.2,72.504,4.8348,2.5667,12.436,4.6964,0,0.015767,93.166,4.8348,15.015,40.133
28821,0.0208,2120.3,141.21,72.568,4.834,2.5737,12.429,4.7034,0,0.015797,92.285,4.834,15.015,40.132
28830,0.0208,2120.5,141.22,72.738,4.832,2.5929,12.41,4.7227,0,0.015873,89.87,4.8322,15.015,40.129
28839,0.0208,2120.7,141.24,72.976,4.8307,2.6214,12.381,4.7513,0,0.015973,86.36,4.8307,15.015,40.126
28848,0.0208,2120.8,141.25,73.286,4.8325,2.6624,12.34,4.7924,0,0.016109,81.436,4.8325,15.015,40.123
28858,0.0208,2120.9,141.26,73.643,4.8433,2.7196,12.282,4.8495,0,0.016291,74.861,4.8432,15.014,40.121
28860,0.0208,2120.9,141.26,73.74,4.8497,2.7419,12.259,4.8718,0,0.01636,72.368,4.8541,15.014,40.12
28860,0.0208,2120.9,141.26,73.74,4.8497,2.7419,12.259,4.8718,0,0.01636,72.368,4.8541,15.014,40.12
28861,0.0208,2120.9,141.27,73.776,4.8529,2.7457,12.256,4.8756,0,0.016372,72.014,4.8481,15.014,40.12
28861,0.0208,2120.9,141.27,73.776,4.8529,2.7457,12.256,4.8756,0,0.016372,72.014,4.8481,15.014,40.12
28861,0.0208,2120.9,141.27,73.775,4.8512,2.7495,12.252,4.8795,0,0.016384,71.571,4.8517,15.014,40.12
28862,0.0208,2121,141.27,73.799,4.8537,2.7534,12.248,4.8834,0,0.016397,71.188,4.8535,15.014,40.119
28863,0.0208,2121,141.27,73.815,4.8539,2.7589,12.242,4.8888,0,0.016414,70.61,4.8538,15.014,40.119
28863,0.0208,2121,141.27,73.822,4.8553,2.7613,12.24,4.8913,0,0.016422,70.369,4.8552,15.014,40.119
28863,0.0208,2121,141.27,73.822,4.8553,2.7613,12.24,4.8913,0,0.016422,70.369,4.8552,15.014,40.119
28864,0.0208,2121,141.27,73.867,4.8526,2.7696,12.231,4.8996,0,0.016448,69.451,4.8524,15.014,40.119
28865,0.0208,2121,141.27,73.906,4.8489,2.7781,12.223,4.9081,0,0.016475,68.504,4.849,15.014,40.119
28867,0.0208,2121,141.27,74.051,4.8435,2.7935,12.207,4.9234,0,0.016524,66.854,4.843,15.013,40.118
28867,0.0208,2121,141.27,74.082,4.8425,2.7961,12.205,4.9261,0,0.016532,66.569,4.8423,15.013,40.118
28867,0.0208,2121,141.27,74.082,4.8425,2.7961,12.205,4.9261,0,0.016532,66.569,4.8423,15.013,40.118
28870,0.0208,2121,141.27,74.417,4.8343,2.8265,12.174,4.9565,0,0.016629,63.424,4.834,15.013,40.117
28876,0.0208,2121,141.28,74.976,4.8331,2.8862,12.114,5.0161,0,0.016819,57.614,4.833,15.013,40.115
28878,0.0208,2121,141.28,75.097,4.8368,2.9015,12.098,5.0315,0,0.016867,56.21,4.8381,15.012,40.115
28878,0.0208,2121,141.28,75.097,4.8368,2.9015,12.098,5.0315,0,0.016867,56.21,4.8381,15.012,40.115
28878,0.0208,2121,141.28,75.15,4.8399,2.909,12.09,5.039,0,0.025032,55.544,4.8384,15.012,40.114
28878,0.0208,2121,141.28,75.15,4.8399,2.909,12.09,5.039,0,0.025032,55.544,4.8384,15.012,40.114
28879,0.0208,2120.9,141.28,75.294,4.8439,2.9164,12.083,5.0463,0,0.038613,54.937,4.8432,15.012,40.114
28880,0.0208,2120.9,141.29,75.556,4.8512,2.9293,12.069,5.0592,0,0.062647,53.871,4.8505,15.011,40.113
28882,0.0208,2120.8,141.3,75.859,4.8613,2.9446,12.052,5.0745,0,0.095244,52.636,4.8607,15.009,40.111
28882,0.0208,2120.8,141.3,75.859,4.8613,2.9446,12.052,5.0745,0,0.095244,52.636,4.8607,15.009,40.111
28885,0.0208,2120.4,141.33,76.359,4.8822,2.9704,12.02,5.1003,0,0.16344,50.623,4.8811,15.004,40.104
28890,0.0208,2119.4,141.39,76.918,4.9136,3.0004,11.976,5.1304,0,0.27451,48.41,4.9132,14.99,40.086
28894,0.0208,2117.9,141.48,77.271,4.938,3.0199,11.937,5.1498,0,0.37533,47.052,4.9378,14.97,40.061
28899,0.0208,2116.1,141.58,77.465,4.9508,3.0304,11.903,5.1603,6.7635e-05,0.44636,46.336,4.9507,14.946,40.029
28900,0.0208,2115.5,141.6,77.497,4.9524,3.0321,11.894,5.162,0.00014609,0.45927,46.225,4.9524,14.94,40.02
28903,0.0208,2114.2,141.66,77.55,4.9548,3.035,11.877,5.1649,0.00028738,0.48245,46.049,4.9547,14.924,39.999
28907,0.0208,2112,141.74,77.591,4.9544,3.037,11.851,5.1669,0.00041586,0.50128,45.94,4.9544,14.9,39.964
28912,0.0208,2109.7,141.81,77.597,4.95,3.0367,11.828,5.1666,0.00045859,0.50341,45.974,4.95,14.877,39.93
28916,0.0208,2107.5,141.88,77.579,4.9428,3.0349,11.807,5.1648,0.00044781,0.49492,46.098,4.9428,14.855,39.896
28922,0.0208,2104.6,141.95,77.535,4.9309,3.031,11.783,5.161,0.00038966,0.47481,46.343,4.931,14.827,39.853
28929,0.0208,2101.4,142.04,77.461,4.9146,3.0251,11.757,5.1549,0.00028997,0.4437,46.72,4.9147,14.794,39.805
28938,0.0208,2097.4,142.13,77.346,4.8928,3.016,11.728,5.1459,0.00015401,0.4001,47.285,4.8928,14.757,39.747
28951,0.0208,2092.7,142.25,77.169,4.8643,3.0024,11.696,5.1323,0,0.34186,48.137,4.8643,14.711,39.678
28952,0.0208,2092.5,142.25,77.161,4.863,3.0018,11.695,5.1316,0,0.33935,48.179,4.8631,14.709,39.675
28954,0.0208,2091.6,142.28,77.122,4.8577,2.9989,11.689,5.1288,0,0.32811,48.363,4.8577,14.701,39.662
28964,0.0208,2088.5,142.35,76.977,4.8392,2.9882,11.671,5.1181,0,0.2882,49.064,4.8393,14.672,39.617
28980,0.0208,2084.5,142.44,76.758,4.816,2.9724,11.65,5.1023,0,0.23537,50.125,4.8161,14.635,39.561
28981,0.0208,2084.2,142.44,76.735,4.8139,2.9708,11.648,5.1006,0,0.23032,50.236,4.814,14.631,39.556
28989,0.0208,2082.4,142.48,76.62,4.8039,2.9627,11.64,5.0925,0,0.20606,50.793,4.804,14.616,39.532
29008,0.0208,2079.1,142.55,76.34,4.7841,2.9436,11.629,5.0734,0,0.15414,52.142,4.7841,14.585,39.486
29009,0.0208,2079,142.55,76.325,4.7832,2.9426,11.628,5.0724,0,0.15153,52.216,4.7832,14.584,39.483
29014,0.0208,2078.3,142.57,76.257,4.7795,2.9381,11.627,5.0679,0,0.14039,52.545,4.7795,14.578,39.474
29028,0.0208,2076.7,142.6,76.048,4.7695,2.9246,11.625,5.0543,0,0.10877,53.555,4.7695,14.562,39.451
29029,0.0208,2076.5,142.61,76.027,4.7686,2.9232,11.625,5.053,0,0.10572,53.657,4.7686,14.561,39.449
29029,0.0208,2076.5,142.61,76.027,4.7686,2.9232,11.625,5.053,0,0.10572,53.657,4.7686,14.561,39.449
29029,0.0208,2076.5,142.61,76.027,4.7686,2.9232,11.625,5.053,0,0.10572,53.657,4.7686,14.561,39.449
29050,0.0208,2074.8,142.64,75.718,4.7583,2.9039,11.629,5.0336,0,0.06586,55.156,4.7583,14.546,39.425
29076,0.0208,2073.8,142.67,75.353,4.7515,2.8818,11.642,5.0115,1.3128e-05,0.026559,56.941,4.7515,14.536,39.409
29079,0.0208,2073.8,142.67,75.32,4.7512,2.8799,11.643,5.0096,2.6305e-05,0.023349,57.105,4.7512,14.536,39.408
29091,0.0208,2073.7,142.67,75.168,4.7504,2.8709,11.652,5.0006,8.8418e-05,0.022647,57.864,4.7504,14.535,39.406
29095,0.0208,2073.6,142.67,75.113,4.7494,2.8675,11.655,4.9972,0.00010852,0.02265,58.128,4.7494,14.535,39.405
29103,0.0208,2073.5,142.67,74.998,4.748,2.8609,11.66,4.9906,0.00015264,0.022649,58.685,4.7481,14.534,39.404
29108,0.0208,2073.5,142.67,74.913,4.7475,2.8562,11.665,4.9858,0.00018635,0.022645,59.091,4.7477,14.533,39.403
29108,0.0208,2073.5,142.67,74.913,4.7475,2.8562,11.665,4.9858,0.00018635,0.022645,59.091,4.7477,14.533,39.403
29125,0.0208,2073.3,142.66,74.805,4.7491,2.8394,11.681,4.9691,0.00031089,0.022616,60.673,4.749,14.533,39.402
29150,0.0208,2073,142.64,74.548,4.7575,2.8079,11.713,4.9375,0.00056298,0.022534,63.811,4.7575,14.534,39.406
29176,0.0208,2072.8,142.58,74.11,4.7792,2.7651,11.761,4.8947,0.00092921,0.022384,68.352,4.7791,14.538,39.417
29185,0.0208,2072.8,142.55,73.881,4.7923,2.7457,11.783,4.8752,0.0011014,0.022308,70.502,4.7924,14.541,39.423
29185,0.0208,2072.8,142.55,73.881,4.7923,2.7457,11.783,4.8752,0.0011014,0.022308,70.502,4.7924,14.541,39.423
29186,0.0208,2072.8,142.54,73.846,4.7931,2.7424,11.787,4.872,0.0011306,0.022295,70.847,4.7932,14.542,39.424
29186,0.0208,2072.8,142.54,73.846,4.7931,2.7424,11.787,4.872,0.0011306,0.022295,70.847,4.7932,14.542,39.424
29187,0.0208,2072.8,142.54,73.807,4.7927,2.7391,11.791,4.8687,0.0011609,0.022281,71.202,4.7928,14.542,39.426
29189,0.0208,2072.8,142.53,73.774,4.792,2.7363,11.794,4.8658,0.001188,0.022269,71.508,4.7921,14.543,39.427
29189,0.0208,2072.8,142.53,73.774,4.792,2.7363,11.794,4.8658,0.001188,0.022269,71.508,4.7921,14.543,39.427
29190,0.0208,2072.8,142.53,73.725,4.7906,2.732,11.799,4.8615,0.0012293,0.022251,71.963,4.7908,14.543,39.428
29190,0.0208,2072.8,142.53,73.725,4.7906,2.732,11.799,4.8615,0.0012293,0.022251,71.963,4.7908,14.543,39.428
29192,0.0208,2072.8,142.52,73.675,4.7892,2.7276,11.804,4.8571,0.0012767,0.022232,72.428,4.7893,14.544,39.43
29199,0.0208,2072.8,142.48,73.58,4.786,2.7106,11.824,4.8402,0.0015238,0.022147,74.333,4.786,14.547,39.437
29207,0.0208,2072.8,142.43,73.49,4.784,2.6869,11.854,4.8165,0.0019642,0.022003,77.098,4.7841,14.553,39.449
29218,0.0208,2072.8,142.32,73.333,4.7848,2.652,11.9,4.7815,0.0026878,0.021735,81.317,4.7853,14.564,39.472
29230,0.0208,2072.9,142.16,73.079,4.7913,2.6072,11.962,4.7368,0.0036585,0.021311,86.936,4.7913,14.581,39.507
29243,0.0208,2073.1,141.95,72.689,4.8063,2.553,12.039,4.6827,0.0048665,0.020721,94.007,4.806,14.604,39.555
29251,0.0208,2073.2,141.77,72.315,4.8235,2.5098,12.101,4.6395,0.0058613,0.020218,99.854,4.8225,14.623,39.596
29251,0.0208,2073.2,141.77,72.315,4.8235,2.5098,12.101,4.6395,0.0058613,0.020218,99.854,4.8225,14.623,39.596
29252,0.0208,2073.2,141.73,72.292,4.8071,2.5009,12.115,4.6307,0.006087,0.020103,100.86,4.8071,14.628,39.605
29254,0.0208,2073.3,141.69,72.323,4.7747,2.4944,12.126,4.6242,0.0063126,0.019985,101.49,4.7746,14.632,39.615
